OP,A1,A2,A3,A4,A5,A6,A7
+,2520,9923,3063,1168,7974,9440,6099
+,11815,7853,5216,1225,510,6192,9153
-,9985,8123,612,793,7934,3810,4760
+,8245,5505,5087,4440,6722,7378,600
+,2109,585,9478,11486,5798,3838,4471
-,12952,9668,5773,7862,11516,4306,202
+,10808,9933,6758,4452,1400,1067,4881
+,5710,9218,6416,8830,11421,12972,658
-,2026,1802,11315,12314,12649,12762,2892
+,8202,5539,9019,9755,9636,5471,2970
+,10332,7206,6475,4994,8131,926,4229
-,11799,364,7384,4692,180,10454,3839
+,11279,5952,7842,11003,143,8272,12614
+,6061,10704,12786,9946,8225,10775,11450
-,9331,3357,9409,12209,2019,12938,6566
+,1456,9916,707,5343,9915,9039,2752
+,8373,1480,6610,6978,5577,6544,10505
-,10219,1200,11005,160,11878,6057,4297
+,12620,5974,4299,196,11107,4950,7826
+,11524,8813,1373,5439,4478,1544,8525
-,134,7441,4571,12361,11977,3007,5658
+,1170,5188,6941,5834,1527,10789,9210
+,17,5944,11732,4378,2556,3244,9078
-,10182,994,6021,12526,78,544,2184
+,11894,11673,10065,6579,2192,2298,9710
+,7068,41,1062,12822,6406,10081,820
-,178,8258,12117,5810,9222,590,10251
+,1403,7108,5016,3524,3784,9921,4408
+,290,91,10460,7711,4710,4558,6348
-,4650,11977,3415,8909,1634,6128,8005
+,7875,10198,10600,9879,11959,8202,5551
+,11359,1033,659,6941,2524,8368,3892
-,8173,467,8693,5671,3761,4707,11420
+,5998,783,787,122,2245,4155,4524
+,6705,8524,39,10949,3811,5572,2828
-,1943,7515,11330,8423,3288,2918,5066
+,10129,1005,11978,5398,6579,4600,2953
+,11096,10953,9304,3808,6148,10804,9852
-,9324,5255,7478,11962,9485,9664,1141
+,9856,9271,12918,5645,11629,2435,8703
+,900,4096,11008,5691,1925,3197,5633
-,10477,8523,9768,1058,10293,3082,3123
+,4284,9867,9853,579,11701,9476,6516
+,5341,2145,9259,1310,10679,12767,4994
-,8483,4993,12098,410,8809,12156,4012
+,9632,12899,7896,1203,3450,7886,9076
+,2538,7682,9287,7164,11360,1687,10618
-,9139,5825,7354,11817,875,831,2605
+,4044,12877,6767,12956,9461,10048,9843
+,3891,7438,3321,8052,8541,9842,5443
-,1804,8774,11146,2224,7184,5454,2572
+,7462,4043,2278,11929,3013,5139,11923
+,2854,10720,6539,330,12783,4166,3182
-,2418,933,11083,12041,446,8613,6227
+,813,7915,5161,8815,2114,1232,10275
+,5641,6403,10260,9166,12100,2688,3910
-,9853,10454,3435,8826,6469,3720,5534
+,257,5897,4920,7720,10356,9705,8924
+,842,12388,1834,2304,5753,10426,1718
-,8541,337,2011,4625,1821,6309,6425
+,275,9954,8814,11582,11743,10893,12109
+,9811,673,10058,2591,1193,3775,4404
-,6653,4454,10518,6234,8148,12271,11650
+,1444,1976,1915,9205,3458,11723,3406
+,8001,4485,1982,9450,1426,1951,1422
-,8486,7073,10506,3452,9858,10165,2975
+,6779,2131,6996,7887,9147,6195,8575
+,9576,11210,8015,3837,7122,1017,248
-,10349,4553,11045,12870,5892,1915,5772
+,4148,12636,12799,642,7315,12533,12605
+,10905,366,12059,1783,1108,10248,4018
-,10545,4748,12328,10248,666,10410,8445
+,2348,2857,1264,8610,539,8456,901
+,12008,10051,12861,5747,3261,6888,12188
-,1817,3795,6201,12044,7803,10043,10194
+,6905,6534,11795,6039,8798,5624,7895
+,11062,5745,357,4662,2666,7077,5922
-,11953,3199,4689,879,12421,11885,12822
+,8690,2465,660,2470,4743,3357,4800
+,5224,5841,434,9140,5033,7750,12062
-,9073,11814,4057,1734,9637,10020,3619
+,10846,2476,1778,12415,304,7294,7896
+,10520,5594,4839,2286,2189,712,1442
-,1201,5801,584,10359,4869,4791,1067
+,5997,1950,12987,3828,11,11723,4082
+,9172,7969,6084,2751,5432,7664,4674
-,934,3779,8736,3934,8718,3341,5196
+,4659,3960,7371,8448,10809,5534,6630
+,1883,7865,2974,9474,7377,2003,7157
-,9381,10251,2182,7511,4368,2363,6328
+,4745,10467,3919,1619,12599,9506,8572
+,10171,14,1189,1040,1287,8541,5946
-,7285,348,12726,7882,1830,7602,2536
+,9702,2821,8464,4376,5891,2446,2771
+,4854,785,108,2228,1877,11910,4369
-,5748,6073,8923,5012,6906,632,12433
+,1150,9978,3605,141,4516,6809,12597
+,2352,4064,11499,7093,3882,9208,9405
-,2449,9912,9640,1969,6938,2271,5516
+,9375,11363,6911,4027,4059,3947,4210
+,1823,12669,2404,10305,992,11820,8271
-,6802,12816,9913,3031,7184,8157,3086
+,7097,2712,528,10356,5422,1384,8573
+,1951,5859,5248,11333,6571,7689,11855
-,10813,8782,1477,10993,8071,7780,3981
+,9457,5200,712,4632,6959,12692,1109
+,411,8679,240,8886,9501,7271,9253
-,3891,7438,3321,8052,8541,9842,5443
+,5527,10222,8060,8092,8044,5188,3876
+,1541,2941,2879,1107,12524,8106,7689
-,10082,6650,1981,9003,535,12997,2356
+,3788,7176,10667,8399,12097,335,1529
+,4678,7005,1524,9169,8204,8258,2523
-,7525,639,11616,324,3192,2615,406
+,1756,11729,8611,10356,1824,4611,11156
+,8666,3903,3370,3801,12249,226,12260
-,8493,1690,624,4796,5820,10150,1984
+,12357,8720,9617,4392,106,12709,9942
+,231,910,2157,9505,2616,11086,1357
-,9229,162,3057,12366,7796,9897,11937
+,12011,4805,12079,37,7295,5880,7755
+,7222,3603,4149,10107,7860,8566,4348
-,11863,2863,2145,10861,7689,10061,2690
+,5412,2218,12800,9331,7666,3440,3021
+,895,5141,1050,11378,5044,987,12019
-,12428,3339,7162,11830,6265,1380,11554
+,3134,8449,7501,12360,7830,6292,6837
+,11938,9530,3966,9763,11539,12777,7883
-,311,6170,2100,12444,5621,757,3155
+,2708,2946,2618,11999,12380,4700,9490
+,4122,3565,2363,3306,11843,9512,1907
-,4095,4275,5674,1721,1558,10552,11910
+,1539,11895,5358,7327,9765,1877,2481
+,7238,5911,505,7221,2654,4192,2694
-,7036,554,7817,9487,11265,1491,11846
+,7722,3022,7604,1191,8401,8708,10032
+,12678,8681,5198,666,7522,5328,1206
-,11407,10912,10137,7942,1124,8235,10371
+,2655,468,8474,7133,5265,479,11396
+,10223,10612,6406,4117,7904,798,3911
-,10846,2476,1778,12415,304,7294,7896
+,779,4819,4616,11398,11839,10371,3505
+,3290,10066,9308,3372,2162,12885,2574
-,8412,6412,7127,9018,11976,8848,6770
+,2616,1564,451,6808,3231,9274,5585
+,7924,3122,3110,12029,4735,8235,12365
-,5934,11569,6791,3217,12385,8070,496
+,12665,2369,11236,797,7446,6878,4597
+,11763,12949,2200,9145,9977,8840,9382
-,11336,10610,10530,1438,8807,11252,10322
+,5434,3647,3797,1328,5319,1433,6867
+,3116,6824,3418,7459,12330,11887,11159
-,7441,8221,6541,756,3906,12795,7907
+,11104,6651,9640,10948,4863,10226,11632
+,1656,1284,9927,2796,7785,11608,5068
-,2885,4299,1205,5307,4442,10740,8753
+,11226,3387,6605,7693,5250,2559,535
+,3138,5886,11785,4323,5831,5438,9794
-,11830,2512,10613,4736,5616,2324,7502
+,4552,9113,8835,6092,5501,11895,920
+,4052,9641,11571,12915,2150,5865,8645
-,7646,12411,6585,11625,12174,10170,2553
+,9866,9501,6997,11073,700,10369,9686
+,10955,5102,11827,5522,9388,12259,10741
-,5541,11606,7804,4273,10724,11224,12334
+,6281,4689,6509,898,10781,9686,11800
+,4294,5899,7582,723,3918,5769,6227
-,4810,7760,4501,11073,8507,6624,5961
+,11329,192,8328,3097,10584,3902,11109
+,10441,10018,1251,171,4740,6802,1984
-,8838,11180,2312,4064,413,12485,5809
+,5840,430,10303,26,11632,11505,3892
+,5760,9433,6694,8840,10045,8699,6539
-,3890,7332,2144,9772,6251,9596,12676
+,9582,8343,7834,732,5145,12474,11897
+,8769,168,6751,12145,6350,8936,12320
-,691,11865,8457,11322,3095,7370,5798
+,3850,10972,2337,9517,11785,3561,7461
+,8254,787,5267,10173,8102,10830,7764
-,8536,9374,5729,12022,3450,9568,1631
+,7457,1231,11256,3911,1820,1989,7703
+,10037,6849,6186,7872,6836,11096,2298
-,4405,11180,10590,11051,10716,2946,5614
+,797,5095,7226,1767,8891,6775,2342
+,10021,5814,982,1584,12089,12611,1165
-,3797,11028,382,5542,2415,1336,2262
+,7254,1752,8308,729,10112,9016,3827
+,6557,11220,8082,9750,10301,5378,3908
-,10223,10612,6406,4117,7904,798,3911
+,6099,12768,6154,10639,1566,8901,12851
+,4792,12900,5967,2380,6596,5653,9173
-,7611,4271,7904,10273,921,8112,9706
+,2148,11453,2865,2997,11475,11071,12112
+,6362,9233,1046,3676,8038,11068,438
-,5779,2200,4016,10328,10034,9790,1696
+,12277,3962,7008,3216,9881,9377,4201
+,8244,921,2231,461,8530,1634,10215
-,8204,9463,11715,8856,9953,7447,9643
+,3062,1107,10100,7639,6873,8521,4012
+,8425,5103,2388,1236,826,46,1685
-,9491,11619,6587,8281,11386,10639,3091
+,12394,10586,12731,3659,1128,211,4562
+,12549,2999,8928,2483,4429,10021,2627
-,12685,5860,6534,9468,11758,4789,317
+,12242,11363,8151,6818,336,9659,8002
+,233,1098,8729,2538,3515,2143,10648
-,1436,9872,8439,10630,4804,5419,2077
+,7835,10134,12383,10630,6737,3587,7962
+,6389,5898,12289,5914,1386,3702,1681
-,382,5593,4281,2709,715,4605,7556
+,8013,6223,10149,235,5176,8815,2151
+,3574,9192,3672,8058,12117,4492,6905
-,2122,9946,3246,6759,9374,10622,11032
+,8627,924,11863,4734,12506,7620,12807
+,4145,12560,6487,12553,1205,979,11613
-,9969,3503,10903,4434,11609,12210,7399
+,3275,7224,9775,3857,8222,8558,5041
+,3210,3303,9138,684,7801,8578,2658
-,4173,4596,9251,10953,12254,12659,9137
+,1220,8633,3193,4565,9747,3878,8916
+,3718,9218,8037,10551,4282,344,2154
-,11359,1033,659,6941,2524,8368,3892
+,6801,2198,7898,10732,8344,7065,3983
+,9198,9011,3649,5626,12882,299,9778
-,5476,12238,6908,375,3515,10841,4444
+,3524,8440,2508,6648,1132,5094,4275
+,7365,7707,12741,603,6385,4689,12150
-,135,775,5239,10225,3123,1047,10963
+,11100,4769,6240,2495,7078,1302,2301
+,7021,11766,1426,2168,8445,11186,5449
-,1459,9746,5166,7122,1713,9725,10659
+,4477,2099,4607,6396,1206,11800,8393
+,3947,4549,5457,7572,12763,5957,2269
-,6132,6068,4104,1621,7742,5963,5805
+,9283,6244,11433,9289,8531,12050,6322
+,2231,12190,9204,3217,11767,258,10092
-,10798,6901,3963,11736,8652,4183,1313
+,9261,841,6378,1484,11649,10742,7700
+,7540,6459,3551,9864,10734,4278,6971
-,925,3918,11039,2129,372,10620,509
+,2818,1463,9353,9825,5426,8495,2552
+,11065,2495,10406,755,1989,8538,8050
-,2086,1560,10554,4243,10490,11301,7922
+,8376,893,352,3161,4965,12870,9072
+,2782,10794,7941,7808,8089,12795,10684
-,8750,6367,7562,10340,2515,12082,10634
+,7977,3004,556,5062,10258,8192,834
+,655,7709,5146,12629,5023,588,10318
-,7362,1042,4700,6832,1397,11807,1203
+,10468,2965,9217,5196,63,2891,12963
+,8661,7492,3698,3208,4527,4788,6578
-,10975,7499,1666,9181,9223,5130,6571
+,671,1779,12233,4066,1331,1786,12391
+,45,9440,7182,9165,12498,5853,4764
-,9623,11305,5741,4723,8893,6997,11049
+,11548,9833,8990,7245,12791,10868,8828
+,12051,4158,11385,8771,8434,7346,841
-,2597,8531,4294,8368,9088,3750,8209
+,11689,437,3958,4601,12660,10284,10172
+,11775,4104,12869,7391,5455,11531,7258
-,7829,2116,8009,11756,3927,563,5232
+,12727,2967,10520,2449,6283,3269,12006
+,1063,1013,1202,8121,12145,8282,10954
-,11397,12822,8323,10127,10250,11542,4456
+,9346,6864,3349,3795,6684,7632,5612
+,8413,9915,1194,11443,8328,11638,4986
-,269,7311,2494,2655,6452,7601,1809
+,9557,8668,12130,9590,11748,11094,5160
+,858,4168,4081,9451,7249,5666,7350
-,33,2165,3660,2315,8877,2798,10384
+,12978,2389,5490,673,629,3695,5942
+,1423,3095,7184,11212,12989,8344,12085
-,9941,8280,10823,6628,8676,11443,9848
+,8859,3807,7336,5876,8041,3865,1107
+,3419,6044,7117,5891,5749,2345,8277
-,9083,9597,4041,3781,2616,8127,7043
+,11677,11829,3081,9706,4022,6552,4043
+,12706,669,7103,6326,1085,5881,2250
-,4609,8297,9049,5709,11433,9778,2933
+,4786,7321,11621,10553,2691,3033,430
+,2196,12040,10406,7705,11484,11973,4537
-,11763,12949,2200,9145,9977,8840,9382
+,3888,2734,9882,4739,5057,1473,3962
+,12376,11913,10521,2639,10091,11404,11069
-,10049,6880,6405,5441,10138,5630,894
+,92,6428,6483,8282,7805,2808,5757
+,1878,9412,3087,3374,5483,536,6651
-,8245,5505,5087,4440,6722,7378,600
+,1908,4936,7546,8804,4248,12759,7849
+,8839,8066,12164,1266,4045,7331,10966
-,12898,8655,11328,8705,10945,5196,6735
+,12628,8959,7840,744,1979,764,10636
+,1125,6410,12450,552,71,4166,12025
-,12030,2948,8764,10938,5692,8917,10690
+,10367,6271,10803,12564,12214,4889,5381
+,1986,3944,6256,9965,7562,5113,2122
-,12045,6514,2073,245,12014,962,723
+,11838,4139,6795,7644,2857,3288,127
+,9660,3381,9501,4871,11034,9708,5470
-,11109,359,12401,12981,12201,6323,1274
+,2239,185,2380,194,3697,5927,11846
+,11634,5237,404,12989,792,9789,10960
-,8959,5072,5463,6898,7968,2215,1244
+,12334,4823,260,8766,1741,6567,8825
+,1851,7995,9777,9157,10765,5463,1117
-,4355,9960,5584,12646,2626,12489,7420
+,12339,7962,4692,2200,2781,8474,9778
+,7547,12721,5802,2352,4540,12658,11821
-,1611,12805,12593,7676,12615,11955,1219
+,8070,5830,12025,2400,12853,6228,9945
+,10446,3782,11590,5090,8337,12326,1848
-,11842,5178,10890,3712,2153,38,8499
+,3875,9556,7009,6499,7662,6224,2278
+,10836,2410,108,1321,7888,12879,9041
-,10561,3275,11035,9739,12235,2629,7890
+,12658,4849,1694,1232,12053,12840,7561
+,4053,12024,2356,9988,9029,7880,360
-,4684,9513,12009,10036,12897,9848,1193
+,5490,9896,3110,2469,8180,5981,2760
+,9278,7421,11352,4694,8554,6499,8017
-,10129,1005,11978,5398,6579,4600,2953
+,3800,4502,5747,12960,12735,6084,11866
+,3129,5979,9004,12097,2102,11599,4319
-,2723,13000,5859,9074,8883,10861,10525
+,12554,11785,7804,11753,2815,10420,8600
+,12711,12608,9874,10632,10495,11920,5417
-,11882,5940,11427,9121,4598,7163,1761
+,10452,4964,6551,6552,4956,5555,12545
+,2901,12263,8146,832,7157,3729,7859
-,4395,8749,9818,11224,2030,7227,7527
+,10993,2632,8824,2125,12883,313,8423
+,5330,7476,8369,4665,5130,2668,1413
-,10436,3925,4973,9614,4385,11091,199
+,1165,863,4825,1273,10764,6842,4141
+,6768,8024,6642,12288,11072,12100,10531
-,12298,9643,12472,2115,12556,12607,1519
+,9896,1097,6634,1185,6449,5775,2450
+,1850,6864,4110,6277,6484,8598,5114
-,5756,4780,5255,862,6736,1339,1165
+,7309,9620,12546,8310,12641,5108,5114
+,5967,2491,3445,4002,9469,3504,3653
-,342,7675,8680,637,8154,3683,9299
+,4547,270,12609,3232,12484,3102,628
+,10722,12602,761,3663,12268,6236,1049
-,10571,5577,12864,1538,7536,7977,5135
+,10826,8493,12439,911,6036,8955,8784
+,6882,1108,10190,3174,1990,10111,9467
-,11838,4139,6795,7644,2857,3288,127
+,851,7802,6566,672,7892,2981,10798
+,5793,12698,8817,11500,3525,1314,8477
-,411,8679,240,8886,9501,7271,9253
+,1198,12315,5685,5525,995,1422,3023
+,271,10889,11926,11534,5603,8575,6926
-,7498,6842,2040,11997,1299,6056,5421
+,9947,9393,7433,9991,10753,12570,11079
+,7116,5832,1171,2031,2167,7340,8400
-,3947,4549,5457,7572,12763,5957,2269
+,4112,6569,6424,5227,9015,6048,11485
+,8543,4399,12183,3944,3111,10127,9763
-,11143,1297,11546,11802,4763,9826,4068
+,5948,8743,6611,4086,5762,2401,7370
+,1024,10711,10084,2893,3547,488,10037
-,195,7768,11327,11579,6705,7503,435
+,12532,4116,2224,5630,8959,9349,11318
+,3958,3234,2880,12373,9962,5344,1510
-,4636,10818,9076,8242,5573,2689,9808
+,7452,7709,7548,479,9818,11135,9332
+,10194,640,9046,7740,11467,5068,7153
-,11759,5939,4456,4454,24,9576,387
+,9553,6528,1225,2647,12810,2657,6792
+,4530,11027,12593,8750,10875,12426,36
-,9877,11620,5693,8926,7451,334,10082
+,6289,6049,6353,8291,226,6003,12282
+,11282,7985,9657,8121,2423,1964,1129
-,4399,12837,163,712,197,10386,6393
+,9827,3957,5119,5796,8531,5295,10511
+,9224,2077,353,7909,757,10016,10038
-,5899,2789,3259,7795,12939,1096,12705
+,3370,12544,4740,11051,10280,5163,8804
+,11753,2019,8190,9091,4225,10601,8619
-,10387,2613,11166,11060,11096,5069,1988
+,9848,1661,2770,9307,2589,8584,11351
+,11825,1566,2089,10738,7370,2447,10926
-,2224,5460,9232,1744,11602,8988,10226
+,3744,11029,2036,2849,4396,2966,530
+,4130,3759,9004,2272,10378,7393,12446
-,1664,6738,657,8384,598,11496,5829
+,11533,9701,8844,11996,10217,2144,8825
+,10338,748,3347,3926,12041,7790,1781
-,11786,12733,3434,5181,10750,12026,3627
+,6745,12835,7886,357,4139,2662,4791
+,85,10130,5099,6997,11755,3868,10881
-,9798,8120,9273,10676,2052,5929,7702
+,10992,1009,12120,1138,12352,9300,2954
+,1624,875,6816,6022,7335,4133,8593
-,12569,11380,746,12735,4957,3280,1196
+,2815,2213,4158,2012,8094,7196,3490
+,2925,10958,8167,10386,7562,5366,3522
-,12139,8938,1822,10266,5899,11065,12079
+,10296,11954,9033,8536,4239,1186,7922
+,5289,7161,4547,9819,11795,12812,8084
-,1870,11484,4413,10645,6517,10247,10246
+,7395,12860,12603,9137,1721,4450,8884
+,8484,9899,8443,10976,10145,10198,9892
-,7403,2690,11070,3094,12327,8275,11039
+,8604,531,12338,4527,4316,6147,11951
+,907,7459,5812,5605,612,10763,12277
-,8573,6626,7117,4714,2091,11729,9252
+,3047,6650,1004,5741,9971,60,2179
+,7139,5808,674,12319,5145,7722,1633
-,5126,10696,1383,10215,8271,3706,10815
+,7681,8749,7417,12393,3576,2053,6279
+,10595,3344,5685,7736,3911,9461,11456
-,8112,3878,4016,10754,3484,10837,1351
+,6885,6296,8666,5619,1270,9153,3562
+,11487,1722,3687,396,8509,2034,7819
-,3335,3159,11922,12433,4069,7314,6072
+,11604,8771,7928,854,12229,4388,4043
+,2442,7747,4573,10369,163,8578,8785
-,4923,10260,3783,5255,4925,2646,12102
+,245,5123,3971,11638,1625,10667,10564
+,5679,1733,853,11475,721,2235,1328
-,2956,10945,11123,1791,6241,5833,6678
+,1644,8157,749,11351,2327,12201,6277
+,2203,5443,4944,517,6867,2892,12722
-,10808,9933,6758,4452,1400,1067,4881
+,7206,3669,3833,11355,4994,10444,11115
+,2637,8977,2873,7095,12958,11385,4569
-,9293,379,8154,5202,932,1791,6982
+,1679,12841,41,6450,10087,978,7069
+,10112,7702,10071,9574,3879,8846,9038
-,7694,7834,10178,8462,6533,6555,5902
+,6277,12286,2131,3243,9219,7194,3294
+,262,3580,4799,9605,5659,7885,10602
-,9408,621,10379,3426,2309,9425,10051
+,11956,11961,4868,9360,782,2636,7670
+,1703,7170,3736,1051,5457,11544,8856
-,9822,1059,8924,2562,120,11976,9651
+,10751,9421,12029,1460,4830,5400,3429
+,1980,5445,6188,8586,1279,7337,4693
-,11891,10378,9688,12664,11924,428,804
+,5140,8824,11746,9900,2421,11626,3253
+,7783,2051,10990,8640,8360,12462,8431
-,11491,3364,2446,5378,9844,764,4800
+,5339,8519,1324,8968,5828,7306,9928
+,961,2815,4135,3398,8871,11387,6669
-,171,11687,457,4969,3082,6118,1292
+,12134,10942,4324,7762,781,9276,10299
+,11527,4168,9302,5903,10590,9847,5716
-,3877,9053,1160,8893,9345,3548,378
+,6244,928,4680,7016,8340,10680,4953
+,10741,5096,2819,5350,8182,10444,9290
-,5965,4116,2797,3604,2450,9911,11469
+,13,11959,9752,9076,12050,1531,9221
+,11801,12741,7823,11502,2070,10425,8127
-,12726,4672,7394,12214,10471,384,12894
+,2859,12806,1559,9834,969,6125,3064
+,4138,4272,1518,6497,6291,10896,6877
-,2929,6462,9594,10055,11532,10649,265
+,3661,6134,4710,1723,858,12494,12398
+,12716,97,11280,5090,2738,10256,12806
-,9829,2378,8059,221,11177,1016,2525
+,8822,11800,11118,8462,5893,4873,8037
+,12503,11218,3886,6635,7191,291,10379
-,1514,8867,12110,11891,3800,5532,5803
+,11999,9287,6522,11253,2453,12611,4889
+,5201,8874,3044,9312,9307,10816,1143
-,8744,9751,3280,7223,6784,5907,4584
+,2171,12770,4892,2138,8961,3111,7413
+,4995,1717,5991,3793,1364,11058,6611
-,10557,11132,2043,5046,4876,4239,10645
+,5337,10195,1802,6365,10214,9447,1078
+,3231,10344,11661,4526,11170,10886,2816
-,2993,8443,3358,8201,9506,12459,303
+,14,2977,4195,5500,10229,2004,412
+,594,1430,12380,2150,4883,7099,4011
-,10711,12994,4201,12954,11715,5785,8518
+,2932,7476,5791,8922,6400,12821,11528
+,1266,12810,5755,6993,4243,9967,1652
-,6607,1142,11886,8039,7204,11438,6244
+,1617,7004,3894,9878,2033,853,11464
+,12547,11756,1185,3291,11885,3577,1108
-,3429,5588,3093,3044,9125,11819,3861
+,10893,3682,2124,376,1320,2633,4743
+,1142,5648,8105,7817,5442,11206,2749
-,6818,6693,6371,6082,5455,3708,9322
+,6938,3859,12547,3143,2283,1305,8724
+,8556,9957,2732,1022,5238,1353,2067
-,4000,4789,4597,2532,9782,1117,8004
+,9236,4825,1830,10450,7529,101,652
+,9641,9495,3082,4486,8860,10242,2464
-,10468,2965,9217,5196,63,2891,12963
+,5064,8128,7376,7239,986,431,3520
+,8558,11994,1494,5818,945,294,4912
-,1444,1976,1915,9205,3458,11723,3406
+,1091,4889,3764,2956,8708,2646,9285
+,4279,11904,10267,6868,7531,11100,11458
-,827,11618,8357,9155,3500,9932,2324
+,1380,11521,4019,547,7086,12501,3704
+,1762,9120,9740,6876,1873,1696,6816
-,9756,8107,6340,11150,7094,10919,8297
+,497,12235,4586,5799,452,8599,5375
+,10002,6803,217,8072,10201,9668,12478
-,12650,5336,8699,11147,9101,4819,12515
+,4706,2255,11549,9509,9306,7546,12885
+,8733,10436,9156,164,7133,169,10113
-,386,7463,11584,708,9115,1264,3989
+,9562,2226,10831,8197,10009,4056,5166
+,2008,3273,4115,4488,4635,9979,7352
-,6733,11965,9991,9536,2695,8518,9547
+,484,5317,3815,1716,8152,343,5685
+,448,7368,9902,3364,558,6802,6163
-,11825,1566,2089,10738,7370,2447,10926
+,7361,5383,4525,4203,9071,2091,8344
+,3693,4988,6194,12571,10667,12080,9425
-,1321,4529,10407,5150,5612,4536,4572
+,5329,382,5414,12925,11980,4321,3714
+,3631,10167,3228,4866,3320,7380,166
-,9856,9271,12918,5645,11629,2435,8703
+,6548,12905,4421,6730,12056,3320,3311
+,6668,3387,8158,6240,3481,6095,8260
-,1699,3218,7195,12512,10665,7720,11383
+,3308,9047,12156,11755,5588,512,3619
+,3071,9983,8091,2137,11370,5716,1083
-,5037,11905,6831,2712,12717,10463,2315
+,6054,8906,5050,2351,2713,5013,2311
+,5218,2643,7122,925,11138,190,10161
-,11889,3811,4917,897,955,5197,2595
+,9228,2135,12524,5871,6025,8383,6531
+,6951,2781,1866,1256,1949,229,1842
-,10158,6502,3091,5241,12808,4370,2090
+,6097,10852,5812,8074,10159,6427,6158
+,8794,7334,2193,4187,11084,6468,10954
-,2346,12518,11312,8797,2623,1112,1892
+,2617,5477,5862,6910,8752,7065,11079
+,12937,9278,5955,579,1481,6824,7722
-,7977,3004,556,5062,10258,8192,834
+,4679,12679,8850,6343,1080,4279,5113
+,7653,8570,7275,8249,4518,12786,701
-,302,2148,6445,12640,9758,3194,12836
+,12135,9529,12168,5828,5474,7801,1327
+,12084,163,8056,4184,561,4026,9980
-,10741,5096,2819,5350,8182,10444,9290
+,9200,8594,9609,2881,5814,11997,2314
+,11954,11929,10650,5941,148,5235,7409
-,9238,12205,994,4292,12930,12462,2112
+,7510,12080,6080,660,3516,10483,8018
+,11874,5945,2077,1609,10610,10098,3766
-,7719,11618,3690,3568,3252,10079,5002
+,6019,10941,3396,11038,9156,2278,23
+,11153,2135,6984,4485,847,3632,10680
-,68,1349,7294,4391,7139,3794,3157
+,4184,11763,635,973,2136,10196,6334
+,12741,2781,4528,781,3072,8303,1519
-,5710,9218,6416,8830,11421,12972,658
+,2000,7780,7672,4901,9346,3968,7284
+,12435,4537,10372,6739,4301,2041,11925
-,11826,8724,4603,12320,8690,414,8540
+,3939,5565,11115,2493,5760,9051,3812
+,11303,7799,11732,4520,2240,4145,3284
-,11559,29,12772,4915,1824,2843,12287
+,12041,841,12765,11163,4665,1384,4461
+,7641,4884,10915,5568,8288,987,10920
-,12787,11642,7532,373,4125,11150,1042
+,3738,8569,8767,5734,10188,10562,8158
+,5031,1037,11873,5265,9078,8604,1819
-,4262,10842,1573,2580,327,8338,4517
+,10065,12923,12792,7248,9558,959,4497
+,7921,2721,12885,1101,1290,4350,2647
-,7003,10949,6854,5728,496,6998,2154
+,10966,10319,9660,3905,410,9096,2326
+,6886,2137,3107,7807,4994,12635,9368
-,2487,8625,2312,9078,1247,1329,9175
+,3708,7213,4797,2634,12840,685,10853
+,10796,11254,6182,11570,8919,3450,3226
-,11104,6651,9640,10948,4863,10226,11632
+,4063,2822,787,11717,12953,9866,8500
+,4208,534,11893,12921,8349,2069,11644
-,7247,7283,11798,4137,8946,11221,5102
+,5646,1959,4049,12965,1433,8457,9902
+,6225,2165,6893,5205,2188,5952,10911
-,3194,5381,5811,11566,8767,11770,12474
+,6446,205,7351,5365,1084,8558,2624
+,2311,2546,12452,2828,9310,6071,12170
-,2348,2857,1264,8610,539,8456,901
+,278,9493,1701,1673,6302,9238,10477
+,1704,7417,8490,6860,8362,10763,4264
-,7365,7707,12741,603,6385,4689,12150
+,2226,3857,3981,5330,7248,2248,2236
+,9788,10666,10346,6377,7022,8752,12094
-,1732,1470,11369,1970,5658,5568,5535
+,3164,11406,2094,5029,10285,1353,4014
+,1557,6729,863,4525,1937,12470,9616
-,7783,2051,10990,8640,8360,12462,8431
+,5102,11555,2294,1650,3194,1961,11268
+,5492,3489,8414,10409,11502,3386,9094
-,6488,9569,4340,1783,12732,12860,4498
+,3316,10900,824,88,7676,12513,4270
+,8224,7010,5964,3059,6729,10247,9675
-,2654,5853,12286,126,9428,5203,4953
+,5368,873,12088,8569,4761,907,5654
+,3490,3853,1244,6567,153,1019,5593
-,5111,5964,7754,12099,4586,2199,6910
+,6481,417,8318,5743,3367,10675,11567
+,2225,909,307,1468,6390,5173,6091
-,1598,7222,3905,930,7307,6878,12766
+,10413,9465,1892,11258,1779,579,5194
+,12662,11586,2831,7675,3263,6184,10570
-,9091,9095,1997,4386,9101,7859,402
+,2290,418,2455,4325,10391,204,10286
+,4779,8360,9205,4951,8826,682,11510
-,2756,4145,1802,12105,23,2693,11
+,12609,2520,11644,12490,1447,8425,2922
+,3179,2285,12255,9317,1393,10489,854
-,6556,1042,8457,8926,6559,4481,4233
+,11296,1172,11318,8584,8911,840,6294
+,6975,11643,11965,1523,7686,12888,3923
-,528,11693,8491,9723,5783,7759,8751
+,7802,6724,12919,8908,8269,9033,11004
+,2337,10231,1920,6067,7633,4119,7052
-,3379,1832,10912,5908,2103,4119,2544
+,5781,357,10243,596,10081,12050,7052
+,3185,11649,11076,9335,1915,7249,2396
