OP,A1,A2,A3,A4,A5,A6,A7
+,6615,11510,5833,11907,213,5276,4308
+,5821,1885,10699,11640,745,2480,1703
+,2317,11830,4509,3545,3012,4117,10354
-,3258,11565,92,3021,10870,1696,499
+,11937,3629,8361,4955,12576,2511,3977
+,5204,10433,3703,1830,1460,10670,3000
+,3829,7599,7581,8099,6440,11993,2460
+,4506,4094,3566,4969,8375,8285,3590
+,8619,5643,9144,4817,3700,12862,12067
+,11642,2509,2113,3608,2043,5858,4230
+,612,5859,11971,12872,11685,3581,6075
+,3031,12434,6054,558,1280,8954,11753
+,9586,4057,8035,12470,10027,10666,1531
+,6929,9885,5355,7102,1088,10125,12938
+,8476,7396,325,12662,1153,1458,12284
+,9460,6657,10564,2855,6713,6336,1420
+,2300,7618,12112,1145,6071,572,3995
-,9848,5738,10088,12448,8494,630,7137
+,12786,7249,10582,3768,6515,8193,9019
+,11963,10492,527,8192,2928,7392,4955
+,4114,1079,1013,3639,7076,1633,8625
+,12512,7488,11848,9923,11324,12771,615
+,2971,8749,8740,4854,2342,11403,11391
+,10999,8819,8996,7907,650,7478,4107
+,12942,2899,2355,10747,7083,2759,2154
+,494,4725,149,11278,9382,8608,4158
+,6876,6410,6292,474,6170,626,5699
+,8340,6778,9927,9337,12013,12943,2427
+,6547,5558,11224,2443,8704,7803,4796
+,9676,5400,8863,2481,7991,8437,8105
+,9368,6509,2533,344,11928,11966,8368
-,3087,8665,12139,4368,3880,11145,11167
+,1460,3653,6606,10477,4128,4333,289
+,3107,8405,2295,10731,6236,12120,8844
+,11370,8445,5700,9860,3369,9763,6757
+,330,8537,5230,162,9801,360,883
+,11197,3328,6844,7827,4019,8777,706
+,3249,12575,6927,12102,2330,551,3171
+,7880,7288,7913,9503,4507,5870,2988
+,4875,5660,6678,7661,9567,8440,8298
+,5447,8584,7517,4090,4930,768,9216
+,1514,5673,10028,3685,3738,2856,7055
+,4246,12488,255,2418,3900,711,2331
+,8097,5579,1366,9627,3283,12366,1984
+,4362,8836,12319,10770,1825,6352,2279
-,6062,10576,2452,12912,10853,1138,132
+,2454,4707,8817,12811,4361,8732,2326
+,8167,5541,5354,6268,1320,11504,837
+,673,12714,8525,7809,1110,12457,11456
+,7725,1747,8939,6330,3488,6514,9706
+,4520,3587,9721,9614,11001,11744,7862
+,1042,3184,3121,132,4492,8486,2031
+,5620,5254,10233,9162,8537,6232,5698
+,295,4952,12811,2774,5443,12325,4774
+,11413,5181,1061,8850,3407,9893,3517
+,2518,5685,4010,12162,1320,11490,7234
+,12958,11164,3208,10456,8251,6195,9396
+,4189,4058,7956,1485,5111,849,1033
+,1053,5669,2664,791,12608,187,7558
-,12128,7316,10993,781,255,8917,7774
+,4070,5360,6774,4602,10671,6245,9090
+,6582,7448,6700,5226,431,9019,8441
+,1616,6055,8132,2233,10840,7139,3837
+,10739,3633,11468,5513,8844,369,4445
+,7755,8621,6872,5194,3372,2876,4463
+,8076,9862,2559,1478,397,2038,7722
+,4158,11414,1711,1122,1925,3216,4435
+,7291,10377,8701,6674,12108,2792,12492
+,11180,5441,9108,2079,3984,10782,3491
+,7663,4842,2898,10515,2500,3633,1920
+,11264,1600,9936,9759,10079,9764,8753
+,1936,7665,6725,11884,6004,968,10137
+,8191,5136,5847,3816,5537,6302,4417
-,1760,5060,8976,6553,1155,4217,9081
+,4326,10348,3963,676,12667,279,939
+,11238,2687,2283,632,9001,10255,1491
+,2594,9970,10749,5418,709,12740,10177
+,936,10736,2097,3558,1245,11264,6032
+,12532,1209,2221,811,11130,10013,8210
+,12502,5226,1497,5942,3563,11012,7587
+,416,5802,3723,4926,5957,5532,12233
+,6340,9126,4552,4728,1131,2893,3975
+,6507,3104,4439,6181,3842,5193,11813
+,9855,451,3411,11726,9588,6627,5910
+,6581,11282,11810,11371,4028,4741,7041
+,11045,9728,1166,12863,4673,11228,6602
+,11053,10084,2251,10372,8133,1544,270
-,8864,4748,772,7950,4043,3038,6263
+,10504,2795,11605,1620,9264,9695,8196
+,7564,8739,7536,7679,12449,8214,12111
+,10429,3232,9074,4606,7282,735,1401
+,10339,3334,11678,11755,2426,6057,8291
+,1115,7447,5677,12074,284,5620,10174
+,1010,1328,10781,2839,1967,3460,279
+,9760,4409,6933,5407,9408,11852,3596
+,5664,10869,2885,9167,10065,9338,8766
+,12753,4761,6742,925,1182,9774,10857
+,11488,5185,6756,12669,4789,1203,3159
+,7061,1168,5239,5240,790,10223,7468
+,5232,10419,7114,7948,5818,993,4417
+,12842,10934,11882,7652,12231,936,6838
-,3897,640,2505,8610,3191,4504,1057
+,3380,8472,4587,547,9226,915,1026
+,11504,12805,2366,11390,10659,12810,3138
+,3993,7708,12934,10469,12881,554,5337
+,6387,3572,8089,6973,4547,1827,1146
+,5838,2942,9659,10342,11986,7783,8095
+,9562,9907,4246,1178,3313,958,4574
+,11619,10013,5970,987,4869,1637,957
+,2722,10354,12465,4539,5274,8608,10888
+,1411,7336,4301,6959,5872,8127,6746
+,2735,316,4988,3110,9443,2635,1107
+,10512,5552,9511,5855,12038,11932,7167
+,10823,3108,11132,7584,4891,10231,6604
+,11070,1748,9198,4091,7889,4771,12542
-,7546,4001,3113,917,6185,9839,2602
+,1756,5683,7290,12368,5123,1188,7854
+,5765,4639,9361,12877,1043,10357,10482
+,12314,1429,9877,3085,11757,12232,5479
+,4085,3296,580,293,5803,11030,3859
+,12643,4700,1380,3649,2047,11647,7365
+,1649,1404,11142,6865,3869,357,3952
+,12107,2340,11809,10158,11158,455,29
+,133,1326,5473,719,12568,2690,5943
+,9384,4385,1674,11019,4121,8416,543
+,9928,6644,6528,3996,6802,8016,10132
+,6508,175,9588,7712,9268,11275,6687
+,3948,10735,11384,5548,10551,5499,7430
+,11483,2128,4558,4554,950,4518,3628
-,11809,10763,7800,7310,362,10668,6654
+,10811,780,12743,7123,4353,9631,6278
+,11241,5655,3397,11278,4483,10776,12865
+,7106,10756,2446,8513,8794,12670,9205
+,6403,3881,4657,1639,10125,6418,1203
+,2243,6462,12956,11745,6492,1339,5761
+,12547,6385,7321,7490,6003,4145,3339
+,7550,7717,4283,8663,6145,8186,1377
+,3185,9379,867,5521,2822,2426,2173
+,2084,11379,2588,5179,7444,2158,5382
+,3556,5507,6976,8272,4812,5709,843
+,9378,11984,8102,9708,4244,7179,8882
+,4465,2610,6093,3539,105,11178,9348
+,3947,5694,8772,237,3585,4474,660
-,8900,11220,3416,10985,3287,4043,644
+,7826,6584,10668,5448,10214,8917,10358
+,2607,3915,3984,64,5481,3934,8438
+,12165,4799,3999,762,6106,9406,5206
+,10833,12787,10311,2311,2175,9104,10183
+,9455,11911,9667,11325,12466,6109,6805
+,12429,5700,1479,1449,4013,9236,9055
+,11323,12234,2898,612,8819,6325,7014
+,8551,7864,4375,9932,10901,10986,6222
+,1432,11706,10761,6137,6997,8030,3766
+,10281,5563,4820,5398,5809,3252,10364
+,3938,2035,7999,1396,3885,8938,9964
+,2459,323,11142,6911,11511,204,362
+,1190,7693,873,6144,4600,7636,2096
-,5687,8679,5362,602,7795,12001,10310
+,7518,12840,1468,10145,12188,3563,6550
+,2760,8949,7845,8249,9565,2993,12551
+,9876,3978,7035,2661,2771,8793,5355
+,3026,4603,8700,2694,802,8128,12863
+,9842,11776,10035,4941,8656,6917,6225
+,1976,9754,1388,1950,629,8521,12943
+,11814,3444,6169,8328,9751,6613,9449
+,7282,8383,7251,7426,8494,6260,1448
+,7598,4500,4834,2482,9186,3185,7901
+,7356,12441,8152,6684,1148,3640,5903
+,2689,5030,1766,4644,6168,1290,1629
+,4196,660,4229,5970,7448,9253,3499
+,9234,7393,12684,3651,312,8930,5689
-,2218,1877,5930,6406,3654,8055,9315
+,8704,2033,12537,1224,745,802,6075
+,6540,11465,6586,1293,11843,12648,12420
+,12549,3585,3763,11179,1241,1677,6649
+,1320,9853,6322,2644,12077,7166,8894
+,3160,471,6401,5729,3196,3942,3555
+,7349,4171,5685,79,7897,4559,7693
+,908,10968,7022,7815,274,12248,3685
+,6479,10188,12615,1584,9836,7945,1973
+,4758,4980,4772,785,8192,7126,2489
+,11219,5039,10263,5241,10334,7227,4737
+,4388,5739,8664,10775,6963,7533,375
+,3047,4306,12553,1009,11881,3609,12999
+,7063,2443,1248,4816,656,3662,9452
-,2971,8749,8740,4854,2342,11403,11391
+,11674,11775,10854,6854,8600,1938,10490
+,7421,4225,11080,1568,3230,10349,6162
+,9881,1329,7722,3198,7369,1993,7111
+,8357,2437,8688,4359,4725,10668,9941
+,9082,12980,7571,7516,907,5414,9327
+,1288,12968,3535,3000,1019,9263,11263
+,1383,4853,12419,3726,3942,6363,9001
+,12,609,1717,8618,12643,3383,9491
+,7889,6562,6848,1478,8741,10803,12333
+,12724,1429,10908,7135,335,6805,2904
+,597,11752,9308,9380,7599,11106,10249
+,10011,454,6685,5035,5171,5657,8220
+,7818,6388,8401,4539,230,829,1255
-,1726,12855,8289,10268,12821,1579,5722
+,9348,3029,4272,9949,6988,2860,2802
+,11890,12568,9912,3714,2775,11075,3489
+,5649,1324,7787,7058,6988,146,12237
+,6972,226,3819,2606,11238,7820,4498
+,3077,7627,8265,3002,11491,8106,8394
+,8366,12581,10215,5789,1044,10112,6557
+,11638,2998,12347,2175,11504,7331,2159
+,2268,9690,743,1838,6558,12752,4996
+,9911,11669,4147,219,12894,6944,12923
+,3827,12342,5725,7823,9208,11975,9978
+,10923,8761,844,10995,5098,4455,12737
+,773,4210,11143,12792,11011,11200,871
+,3995,9856,7575,10475,8900,12376,4615
-,5338,10971,11399,12155,9802,5898,7983
+,3303,9505,8530,10779,7052,257,7390
+,3836,12005,10640,10347,8261,9532,9462
+,7434,10762,1694,2108,2641,12730,4477
+,5477,10275,10281,9955,8744,2031,1617
+,7005,7419,1947,8457,314,4717,10416
+,10881,5322,12654,3629,12349,8409,4825
+,10710,8385,1395,9031,5682,8433,3262
+,5198,10863,5453,2390,11931,5013,11769
+,10826,6475,9944,3510,10070,11666,10398
+,1231,12250,560,9713,6569,12229,1818
+,8659,3694,11715,6610,5258,7653,4563
+,11730,8932,12741,3636,10573,12954,12854
+,10195,9689,3917,2415,10790,12965,11773
-,10267,1486,11259,2123,7714,6373,11981
+,10580,703,7536,2508,10754,5296,3555
+,7509,1885,4763,1711,11143,8342,5139
+,1800,7407,910,3926,1178,413,2902
+,9026,12993,8056,1955,2883,4493,3153
+,5948,9562,1339,606,9116,12007,727
+,1372,10327,2247,11983,11787,2518,7760
+,131,9719,3786,11317,8334,1362,12313
+,3222,12334,6234,1017,1533,3584,7929
+,9547,7134,10434,12230,12106,12574,925
+,876,10389,4988,10345,1415,317,11358
+,5803,7369,10977,1927,1558,1159,6773
+,10973,499,6231,338,7918,8117,7194
+,4720,4975,11909,1204,3122,7415,7208
-,3312,2862,9468,4756,11960,254,3058
+,3384,2394,11237,8048,1955,6957,5722
+,11181,6987,7127,9990,12534,7268,4973
+,12708,6330,11965,4726,3107,8114,6136
+,1150,5812,7037,6587,3231,9366,9255
+,6297,10062,3103,7034,4468,6986,7641
+,5776,5099,5258,57,3486,10441,2922
+,10737,5274,2500,1556,4632,9444,6320
+,9452,7510,4818,3413,1833,2183,1045
+,7201,3829,3699,1132,1267,10163,8699
+,9325,6851,8491,12636,12984,12387,5647
+,7112,5398,10412,6424,2703,4550,8170
+,6677,6150,6192,10164,6165,78,1668
+,9443,449,1551,11433,11510,4558,8423
-,12728,2603,9023,1648,10707,7103,2929
+,11673,11999,12856,1902,11592,5058,9725
+,1007,5783,10104,6987,145,4337,7977
+,12517,2737,8210,11961,4777,1979,6860
+,11196,10643,1758,2979,2078,3250,12765
+,836,12237,3976,2921,1359,10710,11277
+,7121,5300,12279,2160,5251,10571,6655
+,10486,12592,5377,7632,1433,9355,3439
+,3401,6923,12888,1341,11416,7212,11773
+,12976,10310,8115,7657,7628,8966,11432
+,8705,9757,1352,12242,9361,11237,8832
+,8967,6094,8341,1434,11797,7873,4358
+,100,12193,2126,9585,12758,7791,7461
+,6699,10127,1681,8911,888,9043,896
-,4831,2638,8401,5335,11674,8668,12941
+,12664,5974,1621,8346,11771,7869,12976
+,10334,217,1123,25,7901,11326,9721
+,10276,2689,7703,10247,3847,5158,3540
+,2808,2207,5425,12429,380,12117,10539
+,11112,11222,12163,878,8114,1194,9191
+,12875,3931,5154,3551,9843,5567,5843
+,1300,12679,6302,4751,1369,3209,8292
+,11509,5355,9503,1690,2969,11844,10062
+,11760,8292,5755,7463,8378,6590,4323
+,3311,11595,3835,8382,7157,10217,6769
+,6954,3917,1316,11141,996,1685,8337
+,9041,264,4227,4932,9922,12998,457
+,2075,10220,1595,3445,7777,1361,9581
-,1447,12297,6723,1349,4281,6779,2644
+,3323,5877,12344,8667,9746,910,12228
+,1517,5819,7221,11309,10828,11615,800
+,3560,8662,892,12849,2085,11429,11416
+,12164,2662,4168,2271,3694,5254,5525
+,8985,7425,12809,2202,12642,7235,12785
+,3917,5449,11237,8901,9434,4293,6022
+,5625,6471,4634,11522,12100,5232,8640
+,8175,11639,2272,6543,6388,793,7017
+,6461,10804,4796,1877,9337,10246,3504
+,5910,7448,1203,7559,1036,8340,5610
+,11527,7280,5321,2729,8566,12290,4451
+,8221,8948,693,7340,1368,2123,4078
+,4931,8880,1344,1469,8623,7978,4518
-,568,10438,2163,11734,5179,1664,941
+,11910,6352,225,1032,9135,1683,3516
+,10106,11476,10104,581,6640,964,4989
+,8355,5165,943,4810,315,10873,10084
+,8326,10508,2760,6405,4834,9144,6022
+,172,634,9911,1118,8269,8479,3821
+,4422,10133,4530,9903,12486,10720,9305
+,4555,892,12555,9535,9422,5944,7585
+,5641,2654,4017,12034,10616,12420,11801
+,3040,11942,3043,10398,1867,7096,12957
+,5713,3512,2764,12260,5697,9055,8244
+,721,8729,1475,5747,6330,12739,11581
+,12342,10872,7927,8697,7353,11001,4246
+,2798,10711,4110,7300,6708,3247,8623
-,2768,3776,8381,9794,2104,7179,226
+,7040,9368,8132,7981,2433,2141,7210
+,3572,3296,6197,1467,4963,1091,11889
+,8649,1447,5137,2623,2637,9040,3351
+,10234,7105,3324,9657,7954,3816,7130
+,4684,11236,2481,12592,12448,11788,7347
+,11258,9131,6365,11001,9856,3633,5668
+,10987,11129,10212,434,6839,7034,8833
+,204,2799,4870,11722,1070,7214,8662
+,1200,10554,9620,5816,4237,8148,749
+,3402,163,1354,9396,2803,174,10225
+,8754,9231,5739,5117,11327,4275,7737
+,11061,1114,10120,8421,12368,2991,7702
+,1009,5858,9016,4882,704,7950,3065
-,7432,2046,11775,2344,1078,10570,10266
+,12899,2110,757,4222,10647,5446,12010
+,3573,10362,12545,7267,12426,9914,10540
+,6177,8417,6536,7630,225,6573,12790
+,9874,8620,260,1744,7083,8804,10954
+,8897,3058,12901,10937,7165,5089,4702
+,4594,3856,11688,7784,947,11226,10097
+,5833,10081,5318,10974,12706,10889,2009
+,2631,1495,4848,7669,8358,615,1990
+,8118,10228,5315,10951,5243,9386,2712
+,6316,4886,1862,2856,7925,12983,11871
+,12778,164,11290,12956,12176,5413,660
+,9162,5450,1496,1792,4708,2496,5353
+,1727,2535,635,7930,9583,7248,769
-,7435,5984,7533,5789,7691,5837,8024
+,2603,9600,12149,6534,1655,3848,871
+,11621,11746,5474,12514,2987,10573,3362
+,10178,11055,2056,346,7957,524,1061
+,12403,9244,2731,3279,9279,6552,11646
+,6244,9806,10991,602,9519,8211,3685
+,11450,6064,9430,6115,6774,11629,10015
+,8475,10929,1763,12182,3875,9404,12927
+,5,11146,11458,2566,8109,291,5136
+,9823,3069,7101,6227,11439,1316,12562
+,5554,10317,6754,921,1159,12245,8341
+,11449,4090,1717,11692,9545,640,7805
+,2697,162,3509,4009,3832,7114,12502
+,12747,12334,6170,10860,908,8108,5174
-,2308,12907,3286,5611,11613,3262,4357
+,3983,1368,9311,12532,10027,11131,2656
+,7173,11838,5970,9157,12762,5358,8583
+,12011,4940,9359,2863,8276,11555,7187
+,12353,9038,7075,6156,7574,11988,6054
+,7711,10785,4688,6742,5201,4339,259
+,9613,151,8313,9901,4172,10497,12521
+,2097,7095,5099,2605,2313,5274,893
+,11420,9373,7300,2875,8041,1622,7452
+,5743,2823,3522,5710,9421,1948,5224
+,12562,10628,11131,3576,11184,6801,10951
+,1671,3777,11244,2418,1900,6164,392
+,4318,4760,7105,401,5380,8040,74
+,4447,4970,5957,7555,8813,6120,4229
-,3773,10649,12372,7619,8145,3073,6458
+,11867,391,723,7087,549,12965,10945
+,2068,10623,9286,7478,5674,2839,12636
+,7773,6424,7107,1366,7686,11912,2973
+,10511,8257,11858,1180,11083,12006,6691
+,4328,12840,4947,5929,2011,11599,6586
+,7996,12534,12277,8660,1719,3703,5224
+,1704,8089,1261,6947,614,2805,3548
+,10228,745,5543,1627,9950,8690,11461
+,5753,4478,7516,10920,7340,10123,10057
+,7516,6870,6411,12799,9608,2931,10835
+,12435,12591,3830,2267,12435,3994,8980
+,10897,10313,1397,625,539,9113,368
+,1860,2947,5130,9172,8206,2833,10610
-,10663,10344,11406,2275,5001,12621,4199
+,11000,7656,8684,10717,7923,11760,5495
+,9725,117,9406,11568,5587,6234,9023
+,591,9502,6492,9443,5188,620,10264
+,9626,4026,2131,9382,3900,12276,2438
+,7281,5793,10731,8629,9028,6203,2704
+,10124,3424,3139,815,7144,4650,11563
+,2982,9362,10141,10430,3110,8988,7352
+,12695,6113,9523,3670,4725,1610,9515
+,3879,7447,6378,11902,7160,2969,12158
+,10914,5661,7420,7401,7564,12990,199
+,12394,6904,10956,152,2320,8877,6047
+,8249,8017,6879,4165,4463,1375,5133
+,9000,7447,5349,8759,8741,3112,1977
-,5944,455,391,1463,1867,2101,3997
+,11460,9097,10889,3458,11441,6700,9211
+,12525,10222,2211,11913,8146,568,10549
+,11773,4997,9748,7692,11382,2225,880
+,5478,1586,1997,7791,9800,8732,4499
+,8893,9553,8924,7656,11060,9207,5836
+,7599,7975,8233,10187,9030,293,397
+,1032,4996,2387,1481,7687,7719,8615
+,7837,4815,1087,2223,9592,8290,11867
+,4134,10824,6114,1443,449,11556,12072
+,1781,9104,2429,8172,11085,11996,1864
+,11185,4216,6485,5069,441,9302,3683
+,6081,5029,6361,4123,5301,1365,10972
+,1486,3164,12916,744,5911,668,11816
-,447,8760,1315,9134,11359,8367,1544
+,8569,5822,6653,10379,7089,33,8117
+,6280,7877,4013,3574,8336,5354,1752
+,3677,6202,2532,7430,10128,3273,6232
+,8567,11122,11219,6686,1032,466,7890
+,12012,6541,8135,12294,12304,3206,9500
+,5922,7860,9579,8206,4371,7202,9324
+,6933,5022,2386,2781,11727,8200,1195
+,4473,5513,6583,10165,10225,757,8381
+,6509,11458,1171,5567,122,8036,10272
+,2821,651,10127,96,10458,686,8292
+,12137,10713,2584,5828,10271,8007,12914
+,10579,9443,8608,4083,2679,8208,11106
+,10325,7626,3251,5379,1026,11343,6836
-,404,3827,1251,5995,7475,749,1989
+,12072,4763,2978,11617,7694,8084,2729
+,5043,10035,4816,2500,7054,7301,11452
+,2417,2226,6890,851,3480,10776,6273
+,12442,4858,3347,12653,7623,2559,11817
+,7279,9470,9976,12818,8634,10190,7262
+,11595,10029,8262,8857,2798,7545,2672
+,2370,12342,8905,9184,1290,2598,699
+,9339,3498,5240,11374,12744,1053,10765
+,2469,1403,7765,10441,6982,4955,3049
+,8021,9061,2078,1504,7775,8645,169
+,11117,9728,4368,5996,9757,10061,3691
+,12806,8951,6401,11860,11897,5783,8272
+,11920,8427,3629,10440,1110,7828,5901
-,12084,6487,3631,9824,6921,3316,4569
+,4844,4991,6815,10019,7804,7712,9014
+,11639,7722,12720,12680,3032,7969,11743
+,2830,9543,4131,5461,5844,3531,8730
+,5540,1088,4506,11431,7227,10263,9072
+,966,11227,10560,11581,10891,12760,433
+,7842,1131,5874,606,5053,353,2761
+,1488,8189,9300,6024,10631,7660,9394
+,10319,6116,9944,5316,10173,6152,10887
+,10947,4122,10709,1729,12155,11441,7059
+,4928,5976,1141,4794,9569,624,10776
+,2586,7339,45,7775,7657,3129,6740
+,6871,9692,3887,4809,7853,6631,1025
+,11254,11432,11730,10299,4198,8949,7684
-,4861,3165,10505,12580,11806,12117,10847
+,9420,11971,8280,2864,1794,10485,9584
+,32,523,8013,6199,9533,4400,7140
+,1321,1460,11456,7733,12142,5590,6352
+,3664,10642,8489,799,4535,3629,5103
+,8783,5444,3480,2212,12679,8670,908
+,4119,3192,8685,2121,2761,4470,7874
+,7899,6241,10603,4411,3911,12023,11846
+,12254,10974,8067,4046,10191,12820,3950
+,2884,4507,12854,6341,7178,3743,11271
+,12181,8174,1103,1085,880,9422,5858
+,754,865,8069,12240,3542,12393,3673
+,12416,2775,3783,7172,7418,6386,12438
+,7023,11170,9407,10229,293,413,11637
-,11655,10526,8991,1341,3979,12968,7610
+,3566,11073,11234,6448,5183,11441,10690
+,4839,4426,852,1966,6254,12382,8902
+,3389,8158,3021,12983,3128,1519,7998
+,12823,9889,7169,12425,12377,4130,9087
+,1367,1172,8459,9884,4608,3,8459
+,6556,6451,1990,9118,11948,12265,10770
+,1102,6671,943,12260,11259,12690,12522
+,1223,4222,7180,6686,5726,6303,2037
+,10208,11264,7843,11983,8,3386,9297
+,1961,9108,1590,7138,3938,2221,10816
+,7418,5817,3180,3765,8291,6890,2557
+,12605,4769,303,11651,6458,8946,4190
+,5179,4705,3860,3640,4433,7344,8213
-,10815,3087,6367,2393,5116,554,1528
+,8320,5298,12839,7945,1725,5730,1920
+,3707,6237,3064,6834,6978,12032,4837
+,3059,4244,9112,2866,10124,11795,12416
+,12035,10273,9393,10348,1217,9541,2098
+,439,8578,5612,2665,8089,2082,6826
+,757,3191,5908,3524,11831,901,5055
+,12985,5506,170,3219,10549,9612,3408
+,1717,10063,3089,8647,7934,5350,1345
+,1695,8553,6815,1559,8698,9545,10332
+,2688,10363,10282,5476,7673,6061,6620
+,3,6581,4858,1764,6807,8883,66
+,7393,8186,6353,3125,6315,10828,12243
+,10646,12889,8329,3644,5026,8274,270
-,2786,3022,3872,11603,1487,6545,6947
+,267,4036,9950,9012,1170,10519,529
+,10177,12328,7803,1331,5205,11716,3045
+,5745,12104,1515,1538,6834,12875,6930
+,7995,5136,12977,2431,6604,9920,12720
+,9657,7256,825,6554,168,6358,9530
+,4691,1450,6702,5334,12407,5397,955
+,8887,8126,7528,10139,7126,10564,10457
+,10383,3046,896,9324,9015,6364,2444
+,11521,5157,2842,3624,6541,387,393
+,6152,7840,2515,11187,8868,4384,358
+,12279,753,8759,7435,3060,11113,1593
+,7685,7343,7648,11572,9138,12334,9849
+,11670,4068,7029,2498,1437,4821,8417
-,12538,12684,1614,7134,5807,9268,7330
+,2679,4802,4923,9350,5744,6202,6742
+,2882,9492,10516,462,12071,9835,5980
+,2537,4571,6980,1790,1592,8500,9364
+,4864,5812,8696,9681,12041,8139,3173
+,3621,12076,5026,1203,9990,5964,5899
+,1412,9242,1459,6969,6010,8828,7549
+,10934,6628,12054,11394,10457,7353,9098
+,11236,5855,7608,5483,12889,3993,970
+,3102,11556,7838,3539,12835,5403,11905
+,6373,7552,777,7399,3590,10930,4089
+,1421,3187,9824,4785,12771,6960,2480
+,3152,4264,2322,9838,7765,4952,6623
+,12989,10071,7796,7634,6996,8765,12220
-,757,3191,5908,3524,11831,901,5055
+,2149,8630,8931,2361,5844,2674,524
+,1664,4097,8352,11888,3779,3948,9590
+,7872,11034,11440,5963,4324,3225,3555
+,5059,8642,7405,12879,1280,5637,241
+,6109,6522,5496,11436,12183,1943,2777
+,9969,1969,2402,11681,6918,9998,11394
+,2395,7903,7725,7265,10871,4354,8553
+,6732,8622,6330,9919,10850,1399,2846
+,2622,2131,12126,5672,3556,2753,610
+,2675,1915,4916,7975,10632,9879,10268
+,9682,1291,9143,5705,5304,58,8289
+,5099,759,9142,6579,7110,1522,5362
+,2019,4186,3876,1509,6287,8480,7260
-,4684,11236,2481,12592,12448,11788,7347
+,12425,1486,1299,2214,12792,4622,9754
+,9242,12742,7068,12361,2697,2180,162
+,10093,11658,12095,2763,4720,3292,12920
+,6766,1400,7519,6192,2631,6759,11851
+,12274,10324,12981,1807,12468,10879,6940
+,8256,1843,12701,647,3725,3884,7218
+,8731,8245,12548,9092,7818,1915,5729
+,6887,4824,9292,8528,8912,5050,7094
+,3533,5633,3583,2386,6950,11860,5630
+,9883,2974,4467,11419,9151,7539,12215
+,11644,1858,7584,9666,12539,3228,1375
+,5014,11803,7165,6753,12716,5142,10526
+,8813,8976,12271,6498,5642,6029,11387
-,3152,4264,2322,9838,7765,4952,6623
+,11382,3280,1076,3507,1108,3771,4478
+,3073,1731,12812,3641,2039,10231,9414
+,8718,12249,4921,5450,3483,960,5087
+,5487,3974,5728,7936,2719,9874,7249
+,7278,45,9726,8960,7315,3564,12370
+,1972,7519,3009,6314,1571,9704,5418
+,9289,7767,10714,813,9259,3233,7844
+,3433,3486,11262,5192,2502,2809,6826
+,6956,7020,6715,200,8076,7118,12749
+,5298,5814,2246,3005,381,10755,9129
+,2190,1987,12621,2500,12464,5110,11109
+,6905,8416,3258,2848,10994,9578,5581
+,1249,1761,4541,12680,10703,2816,5189
-,12394,6904,10956,152,2320,8877,6047
+,1414,4829,7751,9985,2871,3128,3773
+,564,9872,9064,9644,5434,2535,10846
+,10661,12643,10734,1466,11420,317,6488
+,6549,780,2604,1373,7407,2032,2709
+,2753,8800,6976,77,10681,6989,2641
+,10889,4731,11369,113,7192,5508,6022
+,10368,12290,9039,9609,3272,2530,5165
+,7247,10215,6277,1333,5690,12393,12315
+,10126,4900,5796,952,10952,8543,29
+,4924,10234,3551,6272,2823,6802,158
+,7405,3856,5073,5156,2078,11902,6962
+,6790,1194,11371,9067,12878,7739,3936
+,3689,7701,3141,146,4088,2944,1555
-,100,12193,2126,9585,12758,7791,7461
+,2042,5596,10861,10906,2323,7713,7326
+,5412,10095,3022,1369,644,12125,466
+,8983,3597,3150,7845,2079,2464,11318
+,5173,7311,9134,7994,4808,10113,1681
+,4192,12644,8952,2159,7574,691,1839
+,10340,1037,557,534,6764,10807,11123
+,2224,11968,11542,217,539,11588,11489
+,5933,1004,7035,191,2750,5720,7755
+,8441,8034,11953,7748,2904,1478,10969
+,8345,6321,6990,7651,4345,10354,10840
+,617,4517,8114,9761,5097,4810,1026
+,10049,457,8682,4393,9690,6343,10742
+,7313,3672,12623,12059,7496,9926,2460
-,5606,12322,9791,7941,3729,2425,4318
+,10103,11462,715,5668,6021,9158,11887
+,5754,29,6077,9866,5274,1504,8918
+,6383,2099,1522,2622,11056,4231,1628
+,4251,11968,9669,7021,6314,7044,7279
+,4619,3041,10635,9346,9848,4950,165
+,6388,8329,265,1423,4944,6018,4351
+,5345,2154,6276,8242,2229,11697,9451
+,6237,5440,6740,4696,5645,12955,12618
+,7510,7665,6728,3643,1863,11015,517
+,10693,7639,12540,4420,551,1698,5625
+,12232,3656,1667,12570,6637,9128,8930
+,9129,9921,10387,6987,9867,372,11543
+,3464,7447,3934,4517,3991,743,12362
-,653,11380,8784,6648,3168,4640,1208
+,10615,1512,1254,12740,4180,4211,8902
+,12894,9011,1677,4168,9503,11154,2647
+,3413,1886,3102,12934,5901,1817,179
+,11991,93,8990,45,9507,11942,2207
+,6947,6180,9279,176,9910,5432,6009
+,4944,5880,319,10752,6213,8139,5170
+,10024,10272,640,7751,253,6966,9250
+,1773,12154,9147,2177,1292,11010,3213
+,10246,7359,12054,7914,12592,7084,7068
+,988,6343,411,7423,8824,643,10236
+,11839,12284,10077,12466,6744,5153,10031
+,3628,11590,557,5861,12222,2906,12336
+,921,6014,3900,186,9961,8727,10246
-,3384,2394,11237,8048,1955,6957,5722
+,2857,3002,9776,4524,5041,11812,8970
+,225,8215,2615,2188,8032,10465,4114
