OP,A1,A2,A3,A4,A5,A6,A7
+,10975,12767,7873,6912,3709,2534,5099
-,8508,3954,6733,12335,8768,10932,12248
+,11867,11960,10758,8112,7045,11580,2527
+,8830,8430,7759,1729,9683,188,4399
+,9637,5821,7189,8526,8881,2832,3753
+,1546,1414,154,8514,2785,11909,2179
-,11664,12689,9625,4529,11768,11217,50
+,12057,314,11982,132,12950,3541,4930
+,971,2422,6852,6131,4679,2404,7969
+,9605,2755,7378,8317,1758,10697,5758
+,5133,10714,1502,9569,2074,2949,4033
-,6224,4508,7636,823,4635,4100,5758
+,1583,3735,11842,11501,8895,2067,1281
+,3395,12227,1858,4545,11798,12000,5664
+,643,8832,6101,7808,4934,10449,12288
+,12079,1456,1948,8614,9556,753,6951
-,12706,1908,47,10133,3563,1742,5026
+,11409,575,295,8450,10561,1916,6399
+,4475,1271,122,2114,5901,4738,8443
+,6947,2295,5890,764,5123,10160,1725
+,4496,9611,6960,11176,4557,8909,5705
-,8020,10798,5115,2282,7365,11771,3847
+,1365,7702,959,11872,10345,12554,1267
+,6856,8924,6932,12920,3242,12985,10840
+,11258,7875,7704,1916,10525,7325,7403
+,1244,8955,1537,9080,2561,2315,7425
-,12308,664,4031,1976,5618,9418,10247
+,11416,1429,7006,9689,11662,11767,8969
+,6731,4187,5502,10987,12816,3983,8585
+,7987,553,5760,11239,8199,3098,12308
+,11566,2760,5918,7064,8644,12488,7018
-,12722,4189,625,1767,2674,6648,11788
+,1460,6019,12232,3783,2697,4854,10869
+,12827,7928,8462,11883,7491,9966,8032
+,724,1932,4839,2419,6805,12109,5550
+,8278,12254,6932,9486,12414,2988,5088
-,3226,9606,6050,3198,10225,116,6939
+,3729,1857,3711,12837,3764,2478,12515
+,10915,3856,11624,1419,6231,6795,1387
+,1160,4619,10029,10264,6272,10896,986
+,11215,9889,6963,8255,2412,7878,4602
-,11920,2978,11691,1682,4907,3592,6347
+,5391,10907,7746,10510,2151,7092,10427
+,2558,12392,4299,9999,12049,3208,2931
+,8611,4100,10046,1954,8181,317,2655
+,7567,10215,7990,3812,4892,11413,5792
-,2635,1775,5626,5361,8429,10580,8644
+,3827,735,1799,3159,9711,9955,3367
+,3822,4411,12834,3363,8922,114,9536
+,6013,9373,5224,6053,8515,11641,12325
+,12359,5666,5119,8931,9129,512,7470
-,2806,6494,8790,12585,6999,8911,6125
+,7962,1714,1338,1336,8195,6550,10037
+,10216,4866,622,4779,1929,342,11482
+,1861,10382,9543,9332,4276,10256,4747
+,9684,153,7066,8854,10300,9416,9225
-,4819,5080,3872,6311,11703,3379,918
+,6759,8005,5442,10649,6428,6028,9589
+,12711,10305,10589,9949,12891,1168,10754
+,3650,6649,7810,1383,1021,12161,4004
+,1758,4866,483,785,3937,9839,12383
-,7758,7203,7270,1347,8602,6234,12711
+,1903,2687,1305,7443,7263,6421,6234
+,11679,8764,8916,12190,7810,6852,9239
+,595,11835,7096,9839,664,1560,664
+,7736,8420,5918,6315,4704,8164,10635
-,8829,10899,11172,8224,5309,8046,5177
+,12982,3519,1592,8091,6314,9103,8502
+,11193,4110,11595,3957,12712,7188,8500
+,9589,11697,11443,1869,9550,5516,8509
+,9561,9185,12607,11994,9197,8910,11645
-,2336,9605,10835,3405,10569,8381,12292
+,9959,326,7630,12742,8672,7971,8845
+,3916,5765,8763,12936,961,3158,497
+,10890,5147,5242,12472,8778,7592,10673
+,4594,3584,7407,492,1398,2957,9742
-,2105,11538,10362,2688,8072,12068,3348
+,9225,12568,7383,1408,5680,2232,9380
+,3092,9961,11524,8875,6530,9081,8355
+,6542,6622,2882,12419,7220,9087,3921
+,7956,10958,2271,11623,11765,5855,581
-,6235,11802,2346,10704,12325,6438,1316
+,5732,10818,8858,7410,11395,1515,3502
+,4142,5708,2695,5981,8795,2690,2749
+,5495,73,3211,11865,10043,9397,12733
+,2254,2448,12941,12402,4773,10441,12514
-,8623,2198,5762,4148,12005,10899,11414
+,4268,6366,2066,11744,11083,5425,10540
+,8732,11910,7505,10488,5337,4766,9361
+,12498,10440,7084,11000,12951,3056,6418
+,10666,5864,3577,3293,816,8725,12285
-,10078,4527,764,6635,12659,4181,8828
+,8529,9422,5901,7105,5395,1258,9837
+,7374,4889,10076,2767,5989,8015,4011
+,8845,3764,10390,3505,9205,1711,4638
+,5093,8777,453,653,6401,1422,8718
-,7434,9815,2273,21,6701,6389,9011
+,9720,9791,12881,834,2474,3039,8046
+,7818,979,6040,283,10451,5541,934
+,1154,3273,9631,4954,12778,12636,2753
+,3073,4483,3646,5397,3856,4482,5945
-,4932,4607,3169,2652,4204,4684,8124
+,8451,11887,10431,8239,7094,11396,10493
+,5769,8159,10013,5236,7176,9752,10422
+,2209,3334,10046,1834,12848,1317,6459
+,717,8859,875,1347,105,12371,5348
-,805,9145,12793,5234,1270,9395,10811
+,6288,39,2452,10696,1169,2792,11152
+,5180,11986,5558,5624,9930,10123,4056
+,11835,9474,2786,2535,926,8728,8631
+,2322,3274,2777,5784,8946,11060,4986
-,12930,11017,11058,12699,1591,785,7804
+,2034,4241,6631,9820,6476,2714,1105
+,9186,9073,9291,6753,11724,3403,7498
+,11192,5141,5435,4134,2131,22,5229
+,5664,4510,8697,5170,10419,8922,12930
-,2145,9253,12715,3640,2868,6307,9054
+,280,2135,8939,926,11481,1730,9405
+,6794,4339,900,2715,11490,3339,8499
+,10099,11474,10702,7379,5045,6065,11202
+,1963,18,994,11900,7140,12388,3625
-,9490,926,2139,327,7864,12495,7262
+,11231,9362,12665,3186,1226,8924,8617
+,670,6559,5069,4704,6370,9119,5802
+,11554,10201,7025,2344,8034,343,738
+,10098,12850,6399,12813,10346,8009,12062
-,428,8608,10100,4002,10073,4337,11796
+,5937,12657,10897,1590,2560,5478,4962
+,6484,2225,3931,908,3597,10090,8678
+,9159,93,12434,10416,9042,11236,6887
+,8011,2592,1236,8990,2780,1171,7339
-,5430,12925,11690,11961,697,9203,5990
+,5107,11209,12466,1234,6533,3216,479
+,5543,9051,8470,9970,10219,5953,6795
+,6009,1200,5659,12908,9291,2204,10273
+,414,305,9690,8720,7491,8527,5529
-,10756,10454,5782,2986,8422,972,3877
+,107,9144,9694,6858,12572,9890,8574
+,6600,1909,12718,1937,8762,6342,11739
+,10673,12978,12285,11478,1064,7583,10322
+,2695,3437,11915,12296,5618,7774,5068
-,10382,719,8738,8871,9436,5528,11070
+,6121,4329,6654,3303,6889,8640,2767
+,2718,9780,1660,10334,1628,7267,9339
+,6210,12035,12595,3153,2837,8865,3737
+,961,12392,11694,9423,11893,10875,4896
-,3994,2705,1996,5318,4819,9154,11182
+,4913,8247,6157,347,7271,10320,5554
+,10703,6060,4863,11090,8028,9400,8967
+,6798,2835,1702,11010,12648,10717,4177
+,2716,11908,9320,4858,5900,1117,3725
-,2570,12432,3050,11265,1292,1264,10881
+,6911,705,4491,8768,4216,8888,10654
+,11823,10218,916,5383,5906,8664,7437
+,5694,8389,8817,2523,11312,9909,5588
+,5386,6230,9996,10691,1646,9068,2819
-,2193,3844,1050,1301,2597,988,6590
+,12462,919,4355,341,10119,2593,2463
+,663,9085,11328,4075,4929,9641,4580
+,11065,9964,11558,6161,6739,10192,10470
+,3418,10745,10806,4004,12132,5910,2169
-,2254,2448,12941,12402,4773,10441,12514
+,8793,6053,7577,983,3041,2300,271
+,7268,9187,8503,11323,4902,9515,12412
+,7203,1503,2893,12830,1138,7206,1835
+,1111,2441,4465,11003,5651,1171,4462
-,582,251,1966,5752,11662,8106,4898
+,8324,3460,3201,7810,235,4261,7157
+,545,4421,12526,9528,9102,12734,4429
+,10597,8171,12514,6531,1647,1501,1030
+,11343,1329,5955,7685,8294,7597,3973
-,6147,10160,8661,4276,1447,10970,12497
+,8122,7221,10324,11646,2191,1322,3725
+,3414,2249,7965,12462,2869,8883,2485
+,12552,11398,6172,5190,12813,4929,10665
+,2221,8791,5439,10928,3221,1077,12062
-,5404,11073,12403,11806,10487,5029,8878
+,10872,1705,7162,6389,6788,297,3355
+,4415,10578,9470,5002,2877,5549,9524
+,11595,9850,10956,99,6486,258,7189
+,12439,1629,8347,4935,3060,5260,6194
-,7377,3737,3084,12621,5104,5701,1887
+,2523,3978,6070,5350,5254,1156,3095
+,3246,1097,8442,4858,1833,2176,5949
+,2856,7524,8508,11448,1497,846,2513
+,7386,12305,1276,1768,2510,1392,1095
-,10670,11589,3750,7138,5607,7596,5594
+,7528,11273,8975,1457,7456,2621,2578
+,9651,6183,11113,7172,2478,11695,3581
+,5354,657,6650,12057,4015,4324,10369
+,5548,11519,2063,8535,608,5819,11939
-,8339,9076,7441,6139,6473,12593,6703
+,8762,12078,7740,4568,7149,3514,468
+,11581,3817,10684,1015,6077,12657,6901
+,8186,12400,2838,10057,9999,5634,6437
+,11877,10394,12547,9369,6597,12309,3383
-,2204,12970,5827,10256,9753,2066,9814
+,5867,1645,12731,1336,12442,2927,7415
+,9601,2054,5336,4279,571,11397,6427
+,12054,3618,1773,2105,4703,8045,12764
+,247,2310,6780,8614,386,6528,1164
-,4504,12030,8503,11127,5577,9441,8417
+,7698,12592,7973,2955,3857,3178,12666
+,11524,4396,3918,12770,2993,6740,11276
+,1538,1238,8782,5026,8100,4272,6687
+,11457,3584,7239,11011,10040,5201,9762
-,10982,7298,289,1493,11951,8434,8112
+,149,7521,4535,6842,2894,4046,10471
+,7342,10390,11958,5099,6084,3800,6315
+,5998,5301,1876,5737,11565,5306,11683
+,1973,12720,6447,11322,8328,197,5726
-,3840,6373,9376,2296,12273,171,8246
+,8415,7857,4101,12650,8660,12626,1827
+,1763,4760,5358,1623,10644,1390,6151
+,8240,3549,8751,4518,12490,10124,7015
+,4524,8233,656,1302,2422,8912,6935
-,12125,10184,1831,12267,8787,11706,7224
+,1924,12499,7197,8413,2548,3090,7230
+,1649,1241,5518,3939,6471,5673,9707
+,10557,4679,10332,5122,7160,11344,10536
+,12421,931,4982,3154,6637,2855,9572
-,9903,7891,5273,10820,12818,10080,68
+,8989,1551,4052,710,9560,8233,9332
+,12739,8954,10086,8565,10277,5394,1015
+,4782,8317,10885,635,10316,7253,7103
+,7663,12858,9236,10687,2845,5470,10333
-,12363,12952,7812,500,8499,8053,5773
+,10308,8243,2151,11892,3617,2686,8439
+,12523,5953,5640,9108,1472,3999,10699
+,4421,1796,1917,7692,5156,5276,8143
+,10676,7453,4593,6876,7057,7034,3059
-,2300,4426,10777,12869,9846,12222,1108
+,7814,9036,11473,11954,3541,509,1398
+,6886,6825,4392,10232,10570,6260,9990
+,4928,4975,3776,6932,5155,8854,7113
+,7988,3554,10538,1020,7179,10354,978
-,11987,8622,2066,62,1978,12069,1205
+,1958,112,290,11184,5480,3198,1877
+,498,2712,89,5561,7324,787,1413
+,812,3102,8223,11836,8102,5146,11757
+,2122,5463,8149,2873,8055,11725,10934
-,4989,4466,8442,12290,1527,6596,12306
+,163,8176,3379,9766,4010,4518,2760
+,1186,814,810,10410,848,6040,12573
+,1650,2020,12992,4925,9903,1956,5273
+,2688,6418,8477,4232,11206,4182,10622
-,9006,3931,12172,12847,5037,9539,7815
+,6064,8645,12743,9466,4668,1728,2821
+,9549,8309,12020,772,9644,1467,7628
+,6589,8395,10780,2669,7849,9967,9051
+,8617,12114,6743,4450,10826,2205,7225
-,1055,4080,6174,11082,4199,11845,9020
+,10432,4947,6333,6234,6203,7602,10172
+,7693,8785,4435,8878,7062,77,4049
+,6440,2805,5213,1162,6671,7093,9734
+,1215,4202,12344,8560,7365,1909,4098
-,11741,1073,12317,5318,5635,2453,1863
+,5681,5062,5411,8243,7876,12816,5394
+,2757,8954,11001,10236,11159,10530,6438
+,10386,8207,750,7698,3344,5925,5956
+,9349,11912,10623,11884,8336,9552,9227
-,12462,919,4355,341,10119,2593,2463
+,7175,1259,3106,560,9112,6105,4995
+,1688,10883,2735,1835,4774,12715,5224
+,119,11250,12781,6614,11196,4045,2708
+,4660,7566,6447,8391,500,10395,5960
-,9648,5282,12655,2251,12353,12016,10483
+,1978,9341,10831,12958,861,5013,11442
+,2248,618,10666,3189,11582,12930,9684
+,12010,4789,9431,5873,6797,6521,9561
+,6469,8314,5513,11666,9791,11403,11164
-,1775,11457,11503,1059,3335,8727,956
+,12630,12797,12824,12352,11481,8832,12250
+,3270,6252,10226,4173,10557,2496,2197
+,7660,9947,6829,1187,11567,7775,5277
+,113,11647,6124,12441,7448,1417,8890
-,10004,2577,8209,1361,3830,1074,4967
+,5729,7911,10051,6459,8755,8653,4968
+,12750,8220,12652,10120,4677,9649,749
+,11496,8362,5281,8327,1204,12273,7071
+,7646,1302,11055,8901,6313,524,2267
-,4215,11449,9510,6947,4532,6466,2500
+,7786,9017,124,2239,6739,3658,11371
+,11136,7035,9975,10156,12656,5883,9318
+,5712,759,7693,7459,10415,12342,2016
+,2832,5369,7534,4704,11534,5547,12022
-,9381,1557,752,5256,8417,3990,4967
+,7780,5506,6041,1004,2969,11605,11992
+,5772,6881,6770,4936,5070,7413,11439
+,10111,12669,11285,157,8702,7776,11137
+,11893,3742,10525,2495,4536,10232,11668
-,5522,10320,5623,5357,9056,10120,9277
+,2058,1394,1179,5412,6570,5445,12215
+,12494,6672,8569,1926,8188,8022,506
+,801,10047,3243,3294,9362,10348,9603
+,6602,2828,195,4407,8165,8631,11840
-,5185,11385,6340,6531,3056,12419,3065
+,7801,12986,3630,6657,8211,9965,10052
+,5703,5781,634,11111,6680,7593,12437
+,12228,3672,4646,8825,1641,1821,3235
+,9134,3419,10646,385,8,318,11245
-,12630,12797,12824,12352,11481,8832,12250
+,7883,8627,2320,6271,9796,9643,7423
+,7711,9692,880,9885,3386,10627,8313
+,10345,10379,4608,6909,6501,10341,10164
+,7458,661,3215,3486,4861,3124,335
-,249,12681,7137,6772,1234,2956,9246
+,5665,5807,189,4602,11850,6598,5591
+,4732,9543,193,7081,9854,4642,11119
+,12861,11546,210,1191,8734,3206,10170
+,5069,10512,7246,6934,11941,1982,11431
-,5244,10634,8560,288,11171,3367,5520
+,12703,3749,900,2641,10417,5298,4428
+,5348,9899,7177,9397,11516,3052,4163
+,868,725,2356,5353,12500,6463,394
+,6006,8574,11422,2120,10958,6379,12436
-,3683,2348,10558,1594,11864,12682,4001
+,833,6888,2533,10492,2863,7026,11914
+,3113,1586,1689,5499,3719,10945,6147
+,10360,9146,8601,4713,10862,6883,619
+,9403,4623,12715,3059,2671,2991,1299
-,280,2135,8939,926,11481,1730,9405
+,5128,3180,12527,7051,3882,5531,1026
+,7216,12667,4762,6545,5242,6580,12259
+,11917,4295,9703,95,4430,1750,10161
+,598,10788,5863,5239,4859,5197,5438
-,4195,9825,6299,3794,2080,10608,7859
+,3054,6758,7019,12142,5378,12916,7916
+,8318,4997,2899,8539,7785,6044,7255
+,2271,3175,865,7001,9842,1967,7643
+,2878,5151,4286,3117,10213,7918,2365
-,9189,1306,7239,6277,3339,6113,1727
+,6487,220,10218,5345,279,10388,7962
+,10443,10701,6367,11304,3216,2382,12040
+,10997,1707,3763,9911,9325,3845,5613
+,4026,6523,11816,6326,12256,5937,7832
-,4837,11741,3163,7617,7421,3483,11790
+,4243,9412,7012,4610,2931,2302,10098
+,4179,8150,10676,11384,3672,3159,6033
+,61,10793,7483,6457,9511,4650,9359
+,11832,8157,11726,12540,877,9108,11209
-,2993,8399,11137,2940,6131,3515,12502
+,8488,9628,1216,8146,548,7189,2766
+,382,4647,1953,11514,190,4888,8617
+,714,5262,1905,2620,7555,4679,10154
+,1339,1139,12786,156,7887,2314,2612
-,11915,9162,12124,6455,8117,7276,3391
+,3041,814,5150,11550,3011,5280,2797
+,11211,9704,11300,933,4195,7869,1775
+,8664,6565,4886,12370,4287,2091,12292
+,689,10638,2631,9486,5970,7651,3112
-,10307,4313,8808,602,3408,623,4996
+,5959,11830,1927,8950,1495,6737,1242
+,3057,6254,7389,3895,2047,11155,7737
+,4631,4471,10748,10408,12160,5657,10123
+,4218,6373,4417,10091,9024,6220,11568
-,7686,12526,7507,9628,11468,2054,9833
+,549,8744,6080,8588,899,5001,5525
+,10928,9301,4148,5148,796,7684,11754
+,6920,180,7501,9526,6780,3307,8186
+,193,2200,762,10406,9278,3272,2302
-,10347,11185,11672,12656,7314,7462,6921
+,9119,1744,3643,11727,11406,11501,10833
+,12661,8900,4320,527,1693,11921,6050
+,10279,5521,8955,9005,2457,8747,1540
+,12767,7778,5237,273,2928,7037,12193
-,12861,11546,210,1191,8734,3206,10170
+,1464,11399,5619,11941,9114,5296,11081
+,2045,2342,2564,1543,3702,10815,6700
+,10600,7698,10564,1372,4181,4015,2515
+,10426,9721,1986,9329,8916,3960,12053
-,3501,2903,1229,7385,12184,11871,142
+,2605,10959,6713,4153,6343,4408,1551
+,8741,7605,5651,7077,2816,1725,2022
+,7957,10178,1494,10144,7138,334,6158
+,7724,4121,12595,1611,9744,8470,11000
-,4255,11070,8172,7785,6302,1531,3798
+,1312,10213,12739,8859,7421,8885,9460
+,11957,5031,595,8171,5851,2423,1302
+,2812,10974,7546,1415,8758,374,2975
+,155,1138,4446,10073,350,6678,1843
-,4765,12737,2957,8814,1881,8946,11908
+,11238,832,12203,10556,8188,10218,7297
+,10152,10026,2989,1951,11442,8549,10380
+,6068,8628,1935,8335,4970,2489,1405
+,7456,1606,8582,178,9548,1290,10024
-,10415,1014,2911,1838,204,8692,4795
+,3634,11398,10198,10851,3605,12584,5685
+,8363,10291,259,3166,715,2813,4680
+,733,105,5384,8455,3951,11732,428
+,4545,5437,11601,2167,5707,698,1138
-,3041,814,5150,11550,3011,5280,2797
+,1204,8119,3362,5729,4086,8655,9773
+,2334,5045,8335,3363,3285,2496,6109
+,8188,2921,1756,5553,8128,6639,2331
+,1594,11082,2060,2070,10753,7005,5969
-,5334,6215,4655,9723,11300,4113,7556
+,10706,6578,7110,5855,8089,771,7381
+,9616,12708,3665,445,11541,12746,10130
+,6326,4142,12868,4886,8822,63,10793
+,2246,10600,11274,6686,5307,6993,3033
-,12815,7546,2955,11176,4429,12222,1197
+,6591,9419,7454,3146,50,7356,9632
+,4456,4516,3275,1825,707,2650,3628
+,877,2190,2563,12586,2186,7730,11287
+,11024,2464,9668,3396,1552,2012,10833
-,1174,12027,3286,12518,3659,11527,12269
+,4611,4576,8113,3437,12992,2667,11578
+,11558,8590,179,10781,1435,12429,12625
+,3510,9726,7026,56,6843,3368,10881
+,687,1471,7578,5898,12942,5848,4526
-,3098,2833,3782,2144,4922,9663,12939
+,264,12580,1631,4168,3687,288,5983
+,1931,2482,5748,1228,2357,8802,3209
+,4376,2139,12285,2544,7105,9293,1493
+,8708,4698,6457,9150,10468,3377,12826
-,11224,6779,6586,9832,7319,8940,3979
+,10758,3193,1439,3760,9228,4468,4065
+,5129,5242,6720,8622,7376,6156,5534
+,2785,994,888,2064,4820,9303,7752
+,8899,5947,12197,2180,7618,9686,5521
-,120,6800,2279,3329,4643,10907,10674
+,7326,8288,8739,5947,2973,1093,7809
+,5631,6428,7258,7596,3463,9870,3627
+,10723,11977,11140,967,8179,11492,9454
+,9800,4214,1302,6335,11215,2360,8202
-,3692,5538,385,6251,8389,10507,6257
+,12253,10131,5810,4297,3926,6174,10429
+,10284,12614,8079,485,3412,2724,10397
+,10173,2932,11652,731,2308,7173,4246
+,4708,11080,8927,2040,10861,1858,11380
-,9651,6183,11113,7172,2478,11695,3581
+,11801,9258,7248,5786,6337,5854,9646
+,11986,9962,2480,2448,1261,7742,11217
+,11329,12293,4978,3455,4686,10485,5937
+,8356,10002,8168,1655,8210,6046,4454
-,8605,5890,6997,4286,9080,12564,10990
+,6175,2714,12459,5134,3932,8732,4513
+,12976,5813,12803,12279,1328,958,4634
+,2781,8413,1242,11248,1211,4425,815
+,5167,3784,4637,12215,3366,6005,10097
-,6933,9409,11417,8638,1082,1280,12311
+,1148,846,12673,6239,12407,12374,8619
+,6571,2237,3392,402,11559,1168,8455
+,1101,1659,10562,701,5723,11971,3535
+,11442,11136,4331,11264,12821,9066,9947
-,12899,9878,6721,1706,11374,7710,3652
+,11840,11079,8210,4361,12696,2725,1713
+,1651,8494,11088,9595,7185,4425,1094
+,10472,11889,6186,1765,8071,12,670
+,11278,11787,4970,11329,2292,12381,4348
-,11602,3764,11299,10096,2882,2470,8327
+,9271,6508,991,5700,9468,7793,8100
+,11640,11066,5425,8534,10789,10279,11699
+,6316,192,6791,9007,2820,9415,724
+,12173,12813,6286,1690,4563,12193,161
-,5093,8777,453,653,6401,1422,8718
+,10885,10970,5584,7454,10550,9479,11980
+,9002,9777,6204,6411,989,6833,12363
+,9359,9280,3893,4940,12864,9331,1963
+,7505,6448,12840,64,8754,9544,3149
-,12909,7419,358,4873,4576,11790,10498
+,2772,520,7407,6098,4840,1002,8344
+,9363,10008,8833,5842,8925,10634,2189
+,172,2346,1676,4269,10862,11938,2897
+,5666,4868,8688,10358,470,10795,4340
-,5301,9162,801,6368,12170,3396,756
+,7045,8076,3366,11533,5617,4441,8764
+,1350,2354,8007,5351,4557,8363,10564
+,10260,11390,3641,340,12915,1969,8274
+,12075,4083,10855,10468,3173,8814,3650
-,1973,12720,6447,11322,8328,197,5726
+,6583,2135,4463,1097,10879,6450,5810
+,12189,6563,7354,4129,3507,1064,1298
+,251,4156,199,8095,1697,12735,9142
+,6680,1960,5651,12251,4650,1145,2037
-,4272,3743,12865,11672,10822,7355,4865
+,12115,2038,2833,7129,6250,7843,7933
+,9681,8304,1052,7682,573,7228,6728
+,7927,7637,887,8356,7620,10190,8142
+,8503,7608,4666,3787,967,10249,10243
-,9403,4623,12715,3059,2671,2991,1299
+,9131,10647,11443,9521,6423,1373,12523
+,1909,1927,12368,1044,3673,3502,4463
+,10586,10111,5808,6784,2335,4356,6245
+,2673,7147,2835,5359,7480,7427,5282
-,1650,2020,12992,4925,9903,1956,5273
+,6914,7673,2081,2475,188,5188,80
+,5191,7614,11698,7161,7336,1149,4129
+,11644,11229,12926,3613,8832,9377,5564
+,9743,12461,8750,12957,8367,7598,11340
-,11193,4110,11595,3957,12712,7188,8500
+,3302,4475,7475,4122,10279,12368,12859
+,1776,1871,10111,3358,1262,7115,12612
+,7596,2331,9728,12732,1257,1675,1425
+,11012,846,2744,12917,3930,243,6604
-,2334,5045,8335,3363,3285,2496,6109
+,1894,1140,7558,6519,4025,6715,5897
+,3540,374,6385,749,8766,2313,5160
+,1729,10876,12460,3500,7176,6893,9956
+,3296,8591,2575,12194,640,12967,1081
-,7721,12535,8918,2586,2463,3163,8569
+,12414,1047,132,9300,4960,9629,7429
+,8035,5787,5907,6465,9773,642,7656
+,12956,3403,12581,5057,9738,5061,12897
+,10661,7488,2632,11765,11301,3685,11237
-,6302,2435,8608,11926,12340,6246,1693
+,9402,9540,8667,11741,3296,12458,3298
+,1377,2734,905,1285,1153,3708,898
+,140,12772,8960,2836,6744,11345,2965
+,9610,12243,12740,12166,818,2848,1734
-,3414,2249,7965,12462,2869,8883,2485
+,123,10757,10932,3073,974,9835,4145
+,5923,756,5834,5089,10754,11627,8695
+,888,8777,5528,8179,11748,5110,3141
+,8195,2036,12609,5118,10759,7779,2445
-,1099,12130,6580,7692,4629,3437,3042
+,5073,11078,1808,11664,606,4773,11002
+,3028,12490,11857,2323,12662,11461,1457
+,8053,9333,1935,2500,2229,3842,1656
+,9918,10804,12126,3835,421,2112,5525
-,6035,4595,11016,9474,12737,11783,5634
+,6953,4968,2846,7068,6996,11939,11330
+,5033,8921,11731,11866,4185,8966,10105
+,7262,4864,5172,4616,2625,3247,11755
+,6306,5292,1695,2569,5571,10818,8737
-,8611,4100,10046,1954,8181,317,2655
+,4804,2792,7970,6773,11859,4678,5653
+,5966,10267,8350,12402,6963,5730,200
+,7239,12888,7703,64,932,12385,1749
+,9044,6128,12703,12926,11822,171,2192
-,5631,6428,7258,7596,3463,9870,3627
+,4202,10332,3853,390,979,7172,8637
+,3515,10696,1062,2935,6290,6573,8325
+,10531,6967,2123,1760,9802,4082,6379
+,11617,7247,4185,8663,3641,9855,5700
-,5406,2173,328,11200,11912,5531,836
+,5018,9694,747,2123,5512,579,12514
+,7043,5309,7763,10221,8506,8492,763
+,2984,9493,5416,1080,11861,3041,8943
+,1589,1964,2836,6086,46,5944,223
-,11957,5031,595,8171,5851,2423,1302
+,9407,10065,5537,11307,11163,5623,1110
+,11367,7690,5339,2250,498,9293,11682
+,7511,8863,9889,5038,12636,10800,3266
+,1060,375,9783,9998,2030,12689,11524
-,7492,3378,238,9641,7840,4025,6360
+,11407,115,6734,4388,2904,11441,8818
+,10378,9348,5852,2944,5558,12076,7745
+,12535,6452,5398,12674,7940,8077,8492
+,11043,10372,12809,4942,8079,2787,6728
-,7470,3439,3654,6257,8245,5530,9730
+,7348,7986,2740,5835,12130,5472,12036
+,3165,9505,8447,9263,2481,11636,638
+,932,12704,4311,4886,9533,6501,12422
+,540,5951,7600,44,9036,3188,1600
-,8309,9068,1325,9600,2980,5054,8188
+,1798,5875,10599,7236,9622,10731,775
+,8048,2617,9117,8406,12689,12921,2017
+,4312,12642,2019,2768,783,11226,2802
+,5095,6305,2900,644,12393,550,4845
-,7927,7637,887,8356,7620,10190,8142
+,3632,7873,1172,3651,9458,5975,12314
+,11271,2973,7238,6393,4629,6308,2935
+,7636,4871,1458,1739,2889,4975,3507
+,3299,3348,1812,87,6733,9892,318
-,1060,375,9783,9998,2030,12689,11524
+,4985,4725,12539,5405,2439,10607,3668
+,6679,5001,10800,9480,11470,2267,7612
+,8076,1395,664,3359,10600,11394,5284
+,8480,8808,10874,2846,7279,8693,801
-,5905,9286,12109,11172,9847,1508,1709
+,9108,2839,7427,6186,3801,4190,4755
+,3848,11052,11052,10166,4681,6038,11798
+,6622,208,2049,5258,11255,2154,9672
+,10790,9480,12896,11310,8997,2072,5921
-,5344,1613,2248,9766,12679,4019,424
+,8366,9098,5723,2286,1542,10037,821
+,10807,6162,5254,6831,4510,11774,7067
+,680,11755,4140,12207,4526,1779,5099
+,5700,5447,8991,5689,2713,1568,817
-,12697,12105,8394,4759,12802,8785,7193
+,1756,12890,12734,2651,3143,2435,767
+,3801,582,7808,6852,7047,10571,10455
+,96,217,1815,5333,2881,2193,5472
+,12530,2706,2002,2029,6757,3123,4226
-,1736,1479,10421,2761,8615,8682,12553
+,5184,5030,7625,6773,11467,2937,11365
+,9986,9102,4507,6863,1823,6685,6677
+,10965,9283,6447,9093,7765,9121,6003
+,11436,570,11178,175,6338,335,4392
-,2597,8818,2537,2226,8937,11234,867
+,238,9757,6484,8492,1962,3876,8307
+,10088,12191,5185,9081,12370,5691,7773
+,9160,9857,5217,11398,12111,5003,401
+,10598,5232,11159,2825,7272,11695,2744
-,11550,4460,10610,3896,10259,6892,9971
+,12583,3890,24,1961,2765,438,7754
+,5927,10473,4191,9089,3027,10370,3250
+,7946,8961,12,11151,3388,12809,9597
+,7503,4664,6793,5024,5507,3986,10611
-,3822,4411,12834,3363,8922,114,9536
+,4297,12973,2402,5303,3810,4827,2752
+,110,8382,2308,2483,9529,8683,7925
+,9985,2143,9983,9101,7179,4725,4037
+,5994,8590,1913,7376,1919,3366,2497
-,9419,8060,3959,3231,53,4609,9594
+,3677,4647,8839,3322,3860,7907,2215
+,5106,3123,9562,8616,6689,2645,4398
+,11432,11194,2,12630,8780,645,5628
+,5355,1364,1157,3435,4425,496,9464
-,4742,6337,2768,5968,10952,9941,4262
+,7913,9674,11094,12332,3621,2122,508
+,5572,857,12857,704,12754,5170,1480
+,12448,3651,1444,5083,11259,11762,12284
+,1048,12333,9871,39,4155,233,12250
-,6673,11638,7674,1384,3606,10696,1175
+,6298,7489,3833,6986,1472,3626,10959
+,6580,4415,903,7239,7152,5067,10300
+,10528,5415,10814,4676,5339,6152,8290
+,819,5487,8826,2329,319,7438,2150
-,5979,7622,11689,7714,8092,2192,3868
