OP,A1,A2,A3,A4,A5,A6,A7
+,5680,9974,1401,12811,9997,7211,285
-,7718,4382,10050,9604,9008,9388,3005
+,12466,4937,11437,7224,1163,1494,1232
+,8786,2261,8893,8315,7859,850,9786
+,11292,8730,12796,6329,5660,3313,4991
-,11292,8730,12796,6329,5660,3313,4991
+,11548,12717,4623,9962,4958,6162,7974
+,2129,12433,4475,3247,7808,9443,10683
+,1953,2761,6202,10285,5636,11407,9848
-,7076,4572,1917,10284,8695,2960,11206
+,1604,1910,4117,5747,12396,3837,7479
+,2829,9236,11776,1687,5625,3399,8593
+,8262,1092,2435,7104,10384,735,12199
-,11408,11979,8759,9684,10229,2048,66
+,88,12604,11241,1073,8943,7764,5779
+,531,7944,12191,2527,7856,8608,12354
+,5889,3742,5283,6643,12917,6042,10334
-,4313,4003,2655,9593,4611,5323,6828
+,8116,514,1756,1606,2782,6549,10083
+,12632,5225,10335,10071,3560,11376,10115
+,10706,10021,387,263,1975,1563,12091
-,8901,7051,2102,12928,10785,2132,7126
+,12180,4173,12782,7706,510,12355,12646
+,9826,4039,12751,1029,4376,4196,2436
+,3949,498,7023,5390,11233,2312,8952
-,607,5401,12971,3810,8920,2848,2018
+,7933,6661,315,12921,573,12969,9767
+,7712,5715,12414,9531,5585,1412,7253
+,390,12343,1007,10913,2693,6471,821
-,1950,3481,8325,8024,4613,6502,12740
+,93,6230,10443,12269,1486,10622,11057
+,12134,4273,9699,11508,9870,9016,10898
+,9767,5987,11164,8307,10586,3450,10924
-,2012,3561,4224,11939,9298,5921,3876
+,8803,5087,1554,741,10378,4973,2964
+,7604,5217,2129,4576,11619,5093,6083
+,8890,9426,9759,12310,9009,5675,9273
-,1280,4396,6685,3347,3446,2887,9218
+,898,517,3545,2600,3698,11842,6154
+,10746,10283,3578,9848,2683,12966,6181
+,5255,2946,11622,4173,12623,10783,2361
-,6661,4846,7654,363,3036,9321,10266
+,1331,4317,9361,11014,9374,71,12127
+,78,11755,9429,6994,81,12395,12644
+,12546,8412,7174,4932,6236,6873,9556
-,8405,4152,2125,9504,7841,9387,4016
+,10194,2462,11381,7261,5589,11735,7437
+,5854,8859,1180,1264,2706,9263,9869
+,7245,3414,2703,12263,6762,10129,356
-,11359,8699,6555,7999,3990,12015,6821
+,9828,3320,66,8897,3046,7775,8559
+,10824,6251,11976,2715,3486,2798,6312
+,10789,11646,6844,2513,7371,8902,3925
-,10690,3100,6043,1162,3185,4054,9864
+,2763,10547,3919,7685,7739,8470,1050
+,7727,4717,7917,9684,7659,8605,367
+,7492,2358,10945,6736,12601,11043,6134
-,7208,8082,5732,4775,11394,121,1056
+,863,2187,8598,11630,6641,10707,5832
+,8223,6235,797,1949,11913,8056,10453
+,9554,5644,7542,604,3781,5992,11038
-,3726,12900,10519,478,10622,9812,1434
+,1390,12067,12779,12043,5067,9505,374
+,5070,12979,3673,7804,6849,84,7171
+,625,8018,8556,5685,5625,12428,12562
-,3199,6037,7434,8421,2645,5085,5420
+,6027,6890,10351,10957,6059,11840,7919
+,733,996,6840,7874,5574,2710,977
+,11462,12128,5970,1569,5773,5114,2550
-,6641,3001,11422,3272,4029,12762,3254
+,6963,11186,9029,3275,7139,4447,6902
+,7301,8245,2675,8235,481,9079,4182
+,9129,4162,3243,12581,2746,6241,10254
-,1428,12000,1462,10164,11088,9636,11
+,9076,2239,4634,9055,9058,6700,12008
+,11772,12933,4744,7096,4217,8023,1087
+,1662,6911,2569,11607,11273,10180,6590
-,9399,473,5979,7255,10575,1113,6859
+,3136,8561,665,1293,6061,633,2568
+,275,12285,82,3735,2913,1162,1525
+,3597,8859,7168,1446,7462,2013,3997
-,6195,11405,6598,8364,12927,12548,11367
+,1680,8704,9254,12861,2104,9569,6278
+,7133,128,9918,10365,2435,3186,762
+,4577,7557,5104,3593,5714,2951,12343
-,10626,5161,7395,865,6600,9006,8057
+,9360,10852,2157,341,12954,7453,10596
+,5929,4827,7127,1375,2929,9674,6405
+,10460,1830,8505,9664,1593,1608,4119
-,3440,7587,5265,8800,1006,7391,722
+,6682,3431,4446,10167,1237,5055,2132
+,2241,12101,11289,4730,3678,6176,10778
+,11698,4740,2723,12953,11015,2114,2489
-,2129,12433,4475,3247,7808,9443,10683
+,8221,1988,5309,545,1968,4635,9504
+,12716,10313,10374,3500,552,1760,8086
+,6004,8129,8678,6736,4646,12225,2924
-,11772,12933,4744,7096,4217,8023,1087
+,944,5055,3825,10902,3546,4702,12421
+,3734,3350,3942,8491,8923,11409,5069
+,5458,2941,1792,10337,6078,4720,4068
-,5787,3452,2974,9785,6844,1498,3604
+,1359,5838,12125,1670,7933,4819,6496
+,1492,12896,9830,1147,9546,11802,5468
+,7227,11010,6332,4701,7626,740,1915
-,2105,2667,7239,210,9026,12254,2195
+,2244,9127,5474,9855,12461,11531,436
+,4064,12891,6626,7352,831,7491,5955
+,808,2104,12870,6958,7427,12218,3527
-,476,2365,8280,2632,9860,10870,1512
+,2876,9476,9825,245,1243,8223,6046
+,7226,2134,8365,8681,2569,2386,214
+,10033,535,9202,10482,1749,10829,9206
-,313,366,8079,4523,215,6398,2994
+,8015,8993,6621,8248,1833,11364,10044
+,4194,1867,11403,4679,10202,12046,6433
+,8929,1335,12264,9516,12968,5846,9631
-,11787,7662,630,4982,10699,6509,6228
+,10994,2970,10328,6470,10353,4820,9222
+,10988,9118,3429,8810,7577,8967,10026
+,8737,2316,3008,9910,9880,4757,7179
-,7758,4932,9487,2381,5792,8245,5806
+,178,1336,5673,4916,12425,4561,7803
+,3683,5018,1984,3635,11562,3516,9674
+,4621,10787,39,11750,6455,5612,6854
-,8306,5169,257,8074,3338,505,2307
+,4184,4249,646,1854,6403,11304,3885
+,9323,10668,3145,6972,9752,3892,6550
+,208,9437,8518,5740,7592,10140,4686
-,8509,2235,9506,5216,3054,754,6288
+,10643,5196,8411,10742,4083,6037,565
+,5964,175,11800,3896,12808,9153,12527
+,6870,9008,9885,10426,1481,11414,10532
-,5565,11342,8,686,8259,4919,7656
+,6267,13000,777,3275,4969,8230,11016
+,5345,10873,1332,9266,8856,3806,11542
+,5940,794,2527,2207,4885,1288,3801
-,2273,462,7784,2514,7085,4452,8220
+,6924,10666,1774,12175,9871,9124,5426
+,6571,5688,1559,12140,4597,12159,788
+,2869,8267,648,9779,10781,3552,2646
-,5612,0,11449,11234,5917,11469,10526
+,1765,3976,3493,759,8845,7669,6533
+,1858,3251,8523,4036,6098,4558,6681
+,1895,10225,8112,3002,3710,12988,10825
-,9381,2988,6236,7509,11296,9250,5346
+,12909,277,6276,5771,1872,10283,11276
+,366,628,7171,9736,3594,4103,642
+,2036,5016,868,1801,6433,11389,629
-,5861,3669,9285,8919,10672,9026,8957
+,12508,6550,8338,8209,3731,4478,5270
+,7424,8286,7726,6592,12724,6006,2350
+,2287,5881,9865,10799,7252,2071,7959
-,12963,9524,12965,12911,2482,7408,6111
+,6178,11740,6449,6189,2242,3574,12563
+,11637,23,1014,2974,4579,2921,9881
+,2998,3198,2827,6595,1143,12444,3573
-,1920,796,9923,8875,5666,1189,265
+,3560,7058,198,7563,1634,277,4409
+,6728,9445,11076,12658,10641,3138,12683
+,6416,11175,9572,11589,10315,3469,973
-,9164,12914,11629,1075,9005,2313,3326
+,9878,2814,7538,7288,321,458,5590
+,5986,10132,12197,6043,476,9256,6278
+,3552,321,3079,7067,9819,1441,4391
-,10947,8721,2896,3561,9792,3432,2676
+,6049,1512,3892,10786,6040,5375,10099
+,3832,11826,6954,4549,8419,4857,9336
+,3896,3005,8084,7674,2459,9704,8494
-,2603,3675,10222,6878,2429,9167,5891
+,4369,1180,11943,12960,7910,12342,6864
+,272,9845,3478,4915,7406,7242,1272
+,6344,7154,5749,1815,1375,734,5319
-,5566,6670,3914,11478,9155,3586,12973
+,8898,3619,9912,6537,2950,3232,8435
+,8261,5843,11861,754,5851,2797,19
+,11906,9248,6184,5637,8112,6403,12923
-,362,4917,7599,8727,8057,3652,2719
+,11845,6325,2099,5944,2756,9072,7896
+,12052,5627,9112,8574,11777,8940,951
+,7730,8290,8771,1275,11562,120,3943
-,3819,1267,9840,11636,9625,10926,9644
+,6329,12178,3551,513,12601,9191,3893
+,3011,2476,6129,6559,10207,10417,11465
+,11491,11537,9874,3646,8490,5048,3944
-,3313,9900,10398,273,9104,11386,3006
+,6903,2999,5875,1098,11702,11577,4702
+,5692,7545,3964,8735,2084,895,5231
+,2713,865,11061,10613,4331,2568,8220
-,9204,12218,4363,6359,444,10903,5241
+,4601,1970,6979,10465,7480,1019,10428
+,8361,10175,9043,5595,12725,11287,12508
+,4933,12040,8927,8633,8412,10404,287
-,105,6703,12969,6914,2343,7330,6440
+,1652,2029,11009,9648,6082,11221,4282
+,8124,4818,10592,12022,10397,2800,712
+,6706,9724,10290,12806,12631,2937,12471
-,6816,8646,4375,2162,10371,3694,8364
+,1905,2143,5542,8083,2199,6798,1517
+,324,6856,3318,6667,6516,1571,5833
+,9050,2791,4002,11624,9675,12050,11346
-,10853,7529,432,10033,6729,3611,4684
+,5095,8986,8158,986,3929,196,2605
+,481,2383,4591,9222,7892,928,8661
+,1932,9198,5296,2570,11849,3579,8523
-,4859,7237,10448,6829,832,5682,4328
+,10820,2761,6220,8401,6164,3158,6535
+,967,4070,3378,5508,9374,5771,8906
+,12114,10857,9221,7813,10158,10372,5370
-,3308,8671,743,11352,8777,4427,1815
+,2262,12279,7941,10356,1280,8271,3476
+,7945,3583,9807,12932,5162,8050,5177
+,2230,5976,4424,10705,6428,837,6003
-,770,2701,10310,3270,9365,6370,4065
+,2121,6785,9467,9648,2378,1500,11680
+,3386,7413,11696,9350,10616,220,5764
+,8819,1931,8175,5625,8913,856,9117
-,188,6434,8424,12288,1803,11106,3246
+,11463,1641,8598,6184,11898,4607,7705
+,4092,3833,910,10874,4135,122,845
+,12685,5161,8480,2920,5385,4178,11835
-,3434,10037,9298,12071,7516,1587,4658
+,12417,10426,2002,7819,3226,5465,7434
+,2336,10584,10253,4086,5044,623,4122
+,8821,6925,6586,2337,2266,9918,10649
-,11016,3236,4872,11307,8828,4870,9634
+,1144,5537,6329,9905,8626,6550,5249
+,11189,5632,2641,3089,3014,11702,11278
+,12786,699,11910,3269,10254,4850,3509
-,11841,11470,2598,1176,10182,7426,11031
+,9612,11366,6767,11003,8565,4967,9238
+,5268,8894,6612,3005,2691,1798,11351
+,2140,6950,8042,6504,7804,446,8541
-,8676,12902,9022,4333,9747,12248,2390
+,8658,8236,10831,5499,4602,12011,6871
+,2147,4026,11327,708,8925,12948,11453
+,4341,5716,9385,12969,6234,11253,8206
-,9363,4489,11485,1122,10018,12981,1015
+,1217,10849,7867,4666,7894,5165,4931
+,242,10168,2056,416,5594,2038,9972
+,6949,12900,182,3993,8017,10013,8451
-,6110,2160,2525,4255,7766,12633,1115
+,9103,9556,2327,8635,7202,3250,2127
+,4899,5350,11254,8942,10033,10997,179
+,6936,3435,960,511,9706,11447,1502
-,4278,9545,7104,11190,2257,4291,160
+,6053,99,11320,222,5463,8523,266
+,6964,9560,4492,5186,12496,11781,10336
+,10318,12081,3934,5658,8395,8563,4313
-,6510,1022,11161,1956,8596,3510,8273
+,6583,11054,12772,6297,8899,3117,9983
+,1298,9401,9537,12776,7933,9635,2096
+,6021,9352,8395,10101,8583,6021,9491
-,8298,3686,5537,6147,2644,11418,4484
+,9604,3211,10236,4325,6055,8621,8800
+,11421,1880,1872,6638,4915,8567,4187
+,2438,2701,10785,2062,6963,6256,7907
-,3761,1581,11651,11713,7107,7818,10562
+,7766,11855,12451,1784,7364,2524,4121
+,4687,8107,9004,12622,5318,12075,4604
+,7448,718,7420,4593,1726,5795,9000
-,11645,7425,2560,11942,3156,934,6369
+,9482,1562,10702,9070,6417,10270,1567
+,2678,4194,4391,5701,6755,11319,8280
+,1944,9406,12731,1389,3475,11824,1377
-,6728,9445,11076,12658,10641,3138,12683
+,10987,3933,6167,7614,3557,9969,3039
+,9733,8398,12222,11372,9912,6474,2244
+,12863,1556,5094,563,10400,8432,12063
-,11906,9248,6184,5637,8112,6403,12923
+,559,2994,2251,10267,5668,10311,1146
+,5969,3689,1733,9518,8825,9254,8866
+,6139,7008,2161,3476,828,3551,11048
-,3461,9447,3151,8257,3102,459,3753
+,9400,11333,3428,3990,6917,8452,11786
+,7238,10405,533,6555,486,3367,8027
+,5572,8514,4744,7850,4079,4080,2004
-,1213,11795,6824,10587,4826,1104,5759
+,7834,6738,6615,11071,505,3209,3202
+,6958,7741,5946,7618,5338,4740,12636
+,5480,923,2395,12076,5172,1303,12484
-,4579,1689,12268,3724,2429,1336,8478
+,11201,5412,3102,3132,10864,3365,3639
+,571,9912,11732,4848,7913,5272,11257
+,6040,1322,4130,12336,8791,2735,9955
-,5073,9472,10857,1873,5298,592,5100
+,8461,11470,11115,5354,6509,5388,11947
+,522,65,11265,10860,3773,6663,2234
+,2912,2789,1234,3255,4053,9307,6023
-,7168,7251,11272,1770,7686,11212,7994
+,4674,2549,9916,12445,5527,3659,988
+,1659,2323,977,11204,775,4932,12666
+,9774,7137,964,1211,9638,12104,12282
-,151,2459,8297,6155,3585,3201,7583
+,2488,7555,11904,742,9490,8725,9242
+,50,10648,1070,172,4917,9641,11177
+,6115,12279,4114,4454,10881,5547,12098
-,10161,2720,7240,10896,2037,2553,1661
+,11813,5080,7242,3766,1569,6577,3169
+,7785,7595,12797,5157,6743,5015,12284
+,8129,1081,3097,4692,11558,10322,3973
-,9029,6114,9119,12722,5090,12254,4591
+,5416,6053,2797,5626,11964,8587,10631
+,12529,11102,9712,1009,11595,9734,2262
+,12556,9695,5802,1190,7967,7657,7649
-,2593,7375,10263,12027,6190,4007,8683
+,6439,2259,3415,9608,9917,4809,11056
+,9007,392,12580,11420,2120,11475,11246
+,5237,10024,6709,3745,12904,8208,8387
-,2780,1747,168,9089,4367,11223,9464
+,2319,5401,2568,10495,11936,8117,7846
+,12638,11370,7217,8594,8587,12206,8052
+,716,3668,5118,6493,10549,10396,3870
-,5572,8514,4744,7850,4079,4080,2004
+,2916,11768,5196,12982,10083,11967,4275
+,5196,9713,8731,9512,11368,6151,9769
+,4990,11959,6048,11173,10435,12264,10168
-,8496,10410,8542,9899,9394,3591,3956
+,11037,12737,2422,3522,6029,5936,1307
+,1822,3847,9473,979,3714,1684,4461
+,7621,2155,4858,4257,12531,5815,5790
-,6222,4493,10330,2915,856,3328,2188
+,11984,8072,1177,182,3815,6852,738
+,8862,6044,4532,5424,4942,8926,12353
+,11822,10641,11752,11366,2251,1153,8001
-,8376,4922,3033,7266,6353,9521,4918
+,7333,7576,2764,307,7075,12030,12737
+,8008,2181,8998,5540,3670,12429,7907
+,1515,10785,12653,1778,3191,10811,2146
-,12128,9715,1326,5781,7049,7976,2514
+,2857,586,12554,10455,860,11604,4500
+,960,11678,12845,6840,5925,10711,2351
+,5571,4978,7380,8065,2089,11407,3187
-,12778,990,7619,7896,6848,2008,11222
+,12626,10952,10818,4324,208,10699,7592
+,9695,2225,7874,7234,10774,9446,148
+,11859,3872,2002,11941,12445,4131,7927
-,12309,1390,7066,11131,9133,2186,7370
+,6783,9040,8046,3518,5742,9205,5936
+,8115,10534,2013,1860,11730,5825,8954
+,7672,2088,4492,9873,2111,12358,3206
-,339,1553,11926,6710,5871,12855,12467
+,11504,12782,4116,5243,8267,8381,11151
+,10889,6802,10474,8101,5450,2116,8077
+,12628,10915,4259,12789,278,9588,5108
-,9104,12746,10090,8274,1389,9253,7256
+,7385,5603,7937,3460,2666,12235,2510
+,3841,5067,6967,12209,6907,12758,9656
+,8199,1255,2095,10081,6940,7903,6627
-,4853,6049,8570,5569,10763,1758,4074
+,750,1363,10413,8549,544,2538,6240
+,10552,3498,3582,10142,2715,12058,12613
+,612,12085,3830,2745,2244,308,9550
-,11718,8064,4453,2947,6691,9857,10019
+,1421,11985,10968,9804,2481,12074,3006
+,4099,374,5634,5497,643,5715,4528
+,2961,12873,4346,6006,11361,498,1992
-,6033,5024,5615,2228,6298,7238,5957
+,1387,6026,3541,8837,5102,5358,11787
+,9685,12635,405,1172,6928,2631,8095
+,11868,2458,9371,886,4080,2922,4170
-,10083,12367,9155,8694,6307,1612,4665
+,5093,9580,9064,9980,2477,3346,643
+,3097,7321,8643,11386,6168,12953,3262
+,7642,2072,9002,9520,2209,9010,12455
-,178,1336,5673,4916,12425,4561,7803
+,9657,7140,764,11947,12553,5881,10
+,10868,1195,10608,1317,6682,10453,2754
+,11768,9919,2034,3239,11238,11592,1075
-,3925,2312,10173,3686,4960,3373,11261
+,1715,6125,8008,6108,12485,1951,9486
+,4426,10839,1221,4205,12185,935,11912
+,1788,11468,3964,6796,4499,12979,9094
-,3281,6235,10859,2825,3816,11414,6580
+,289,12689,4159,1007,7252,3667,2956
+,9442,406,12814,10926,7142,12168,12653
+,1453,7831,2964,1087,4154,10833,10259
-,2704,8351,12429,3838,5751,3824,11497
+,8408,10424,6059,1995,8192,255,5913
+,11981,6809,2077,12205,582,529,5177
+,9149,3084,12986,12956,10688,11800,6717
-,9879,10241,6044,4671,945,2198,6866
+,6738,3868,9039,9482,8751,1543,4432
+,9787,12517,12506,8964,2707,6096,7006
+,10162,9083,10166,10921,71,4756,2786
-,7642,2072,9002,9520,2209,9010,12455
+,7060,4639,1145,8067,11232,1537,11536
+,8856,8050,11212,862,11895,10465,8239
+,3569,1767,5808,2285,8433,6274,2799
-,6055,1658,7991,10974,4967,6830,654
+,3213,9398,8987,374,7537,9761,7147
+,6442,2872,11511,3831,11385,10454,9892
+,12479,5461,2152,10720,2442,4638,1954
-,3387,1706,6826,7564,5533,6478,5245
+,4779,9049,7303,5918,10335,451,7661
+,11569,8219,297,8802,1932,3855,5816
+,12834,4490,9937,9997,1213,4243,8092
-,546,9479,620,12341,2506,4379,12511
+,3451,2983,12713,5043,7492,6724,12995
+,6477,6669,9778,5241,9502,1535,3988
+,75,3363,12063,9642,2207,5065,643
-,12533,6135,5691,6479,5759,9537,12510
+,1911,11739,3413,11468,1455,9653,6674
+,9552,5619,8726,5739,6351,6023,10199
+,587,11407,2568,5908,4855,1516,4557
-,2885,12262,1922,3498,5153,1813,12314
+,12787,6962,10385,5231,10122,6467,6765
+,5380,11042,2948,3877,5345,8198,11752
+,408,12197,984,12335,4784,1119,440
-,263,7931,8932,6264,12739,9268,7459
+,1817,10882,9989,5476,5559,9539,4235
+,9392,11153,5921,6949,2469,873,9260
+,3796,6269,815,12054,10214,6258,5020
-,6556,907,214,6620,4046,9057,3345
+,1403,11591,4184,12444,3165,7884,2248
+,1647,6375,11962,12828,11941,11652,235
+,7669,3494,11665,7009,11450,11043,4802
-,9813,8043,6984,1572,458,3795,5156
+,6194,5217,6298,11146,12109,2736,10867
+,11224,3864,4495,9183,3305,8661,9086
+,8472,9448,348,2420,7849,12278,5586
-,8436,1516,6687,10267,9215,3271,9794
+,7996,6147,11679,4813,3068,11864,12407
+,4374,8434,9501,3711,8023,2592,12893
+,4420,5685,3772,10762,4752,598,7243
-,9883,4449,10324,3371,9356,10677,12468
+,7428,8079,4101,328,2007,2880,4775
+,11742,5464,2148,4381,10478,1298,11434
+,1752,10439,1019,6863,5869,9021,9325
-,3505,4353,659,5939,10651,5704,10744
+,2441,3269,6010,10725,7084,11636,11325
+,10700,6317,6196,5477,8670,5901,1792
+,7519,3602,762,807,8060,6610,7636
-,5912,8116,2976,12854,11973,9199,8279
+,6931,2816,1751,4142,4589,324,6634
+,3657,5218,7012,11812,8372,456,4552
+,12553,9512,197,5504,3193,8281,11594
-,3183,2110,11646,3894,11321,3333,5761
+,11755,5151,2461,7575,10963,7816,8710
+,6429,4371,6459,3898,11403,10510,2994
+,7891,3699,10517,9313,751,11846,4417
-,10622,4105,8586,1933,7805,6921,10370
+,4928,8286,11132,11722,11877,2267,2264
+,12442,3986,12716,9768,10285,8489,3763
+,9115,9229,7686,1580,1206,12715,5759
-,1905,2143,5542,8083,2199,6798,1517
+,7211,12426,221,7256,509,4039,7595
+,7509,7973,10105,2697,5825,2172,7920
+,12745,7651,10106,9845,12098,4558,9526
-,5957,10896,3252,8467,5211,7368,5365
+,6236,5187,10950,9378,2984,8431,9764
+,11146,9805,662,9153,4110,1151,4764
+,9984,1162,3558,4772,5862,756,5539
-,11845,6325,2099,5944,2756,9072,7896
+,1746,8279,329,10038,1945,12798,11458
+,11697,11561,5053,8347,5472,5117,10590
+,5618,4129,4804,6726,3140,7073,5602
-,4508,3570,1554,10755,5832,6125,5294
+,20,3232,273,3339,8356,9731,1461
+,1618,1956,11680,12139,6448,4339,556
+,5788,11493,2270,10349,11671,12251,12764
-,4360,3507,5921,10413,7849,9319,12335
+,4008,5159,8880,11087,11953,2421,705
+,300,9615,9715,5143,556,2047,10220
+,6082,5901,9150,9068,6485,8122,3526
-,4160,3130,6206,11103,806,8801,9533
+,9450,12584,6563,6384,10976,4542,5816
+,1733,2242,11692,7739,5642,10628,12504
+,2252,10567,5190,11091,2465,8066,10114
-,3904,5501,6899,10083,11793,1511,9365
+,11470,6017,43,7119,3347,3078,7623
+,2329,1554,8435,11075,11111,5216,9635
+,8097,3452,3883,8124,10694,4807,10969
-,606,2052,5635,2888,5645,2134,12041
+,9269,114,222,10615,1914,10956,5014
+,3690,4039,236,5211,12787,3655,10780
+,1926,12837,7787,12613,6666,5440,11676
-,9984,1162,3558,4772,5862,756,5539
+,2126,1394,12489,8991,4273,2870,1018
+,1731,6757,4523,7847,6218,12578,2244
+,6933,1169,11476,4680,6973,7525,921
-,7259,1970,9700,5473,9855,1959,5223
+,7596,10511,9644,11819,6522,11907,12671
+,1221,8725,10394,2740,11349,7392,10613
+,4944,5989,12461,6763,8142,7226,8418
-,5671,7035,7738,4965,8000,3004,414
+,6124,8595,3001,10176,2713,2759,4131
+,11250,160,3542,192,10939,5986,9840
+,2783,1854,2358,11835,10616,3208,5246
-,1492,12896,9830,1147,9546,11802,5468
+,7590,1155,5824,147,2920,6496,10599
+,1354,744,1960,2474,11840,8800,1861
+,6653,1544,6092,6405,6882,6666,9879
-,6021,9352,8395,10101,8583,6021,9491
+,8343,10475,12220,11501,12560,6177,8070
+,2437,11288,10485,2941,2343,12156,1050
+,6892,7860,4074,3857,4519,189,12743
-,3850,10691,2491,8622,8481,4676,1332
+,8842,11947,5977,8383,7300,9597,12344
+,6651,1782,11155,5235,840,6098,4277
+,4423,7860,6043,1304,7424,9192,3468
-,3473,9533,6318,730,4844,6505,12276
+,7886,10929,10089,7244,10056,10728,8284
+,2192,4841,9700,10413,976,1106,10725
+,3926,6930,6437,11379,12636,7448,2416
-,2998,3198,2827,6595,1143,12444,3573
+,3952,3379,11560,1876,8933,7806,3400
+,2149,8175,12166,12596,424,6813,2309
+,12735,8813,12039,8441,273,5044,2289
-,7140,885,112,11612,12965,3057,8575
+,3377,10053,9024,3673,1912,3858,9567
+,7729,454,9337,259,6725,3852,6238
+,12446,4814,12161,2377,8073,10365,2594
-,6832,3802,12350,8814,7116,3168,8092
+,6016,3465,2412,9521,3258,7822,2679
+,5010,11954,993,11481,7917,757,10167
+,2551,5051,10901,7212,6568,2097,3216
-,5747,2209,10351,6106,5369,2181,4982
+,662,4726,12075,1054,166,4691,2993
+,6925,2401,4037,6346,6031,2637,10804
+,11007,11106,7390,11997,3592,12432,2668
-,7745,9757,8302,12555,9448,3830,2668
+,1535,463,1284,12,1938,8418,12326
+,7598,9180,1520,1109,12051,11971,139
+,1325,8709,12379,9998,12007,10535,9897
-,5513,1996,3317,11150,10569,8405,9697
+,9419,12389,1504,3356,8306,8723,9433
+,11919,6321,1224,1825,1864,3640,5306
+,11951,2252,5248,10669,137,1634,3382
-,10774,1566,11540,8346,9692,10634,9800
+,12535,1181,7120,12499,2456,6863,2992
+,802,12527,5000,8938,4052,11064,3088
+,6704,9100,8149,12939,12013,1991,1700
-,3926,6930,6437,11379,12636,7448,2416
+,6084,6430,10857,12800,12741,11997,12844
+,1550,11457,12756,8348,5835,2293,5580
+,8314,8006,8664,106,3413,12548,9606
-,6452,11894,6203,771,7017,6228,12707
+,6271,5548,8635,267,8044,8867,9707
+,3642,9809,172,12189,12250,3139,8485
+,9974,6585,3151,6019,1272,11599,10157
-,6276,5104,12322,12764,2615,2926,2891
+,7052,3520,8586,417,692,4373,8336
+,8515,7457,7426,12979,2326,11424,11899
+,12984,280,11666,5,9494,1149,956
-,3931,8536,11467,10958,4763,2826,7838
+,1339,1781,11587,12644,1768,12669,1053
+,12232,3108,10106,1545,4140,10286,5680
+,5405,10240,6142,746,1221,8148,4208
-,1313,11453,683,11825,2482,4534,3828
+,11027,9554,374,9821,5417,7656,6866
+,12476,7676,312,12155,3728,11816,7930
+,7050,1296,5729,1238,7584,5222,5709
-,7620,9626,5047,4906,9871,2461,2598
+,1161,6051,4703,2057,1762,8135,4108
+,1234,2886,3744,3869,9829,7591,12790
+,1706,7566,7131,10843,12274,10019,2878
-,4810,12129,4370,8627,8035,3961,270
+,3602,10023,11497,142,12292,7698,3936
+,10045,12910,9399,11175,6910,6300,8104
+,11204,1654,2728,2259,5613,5780,4096
-,12631,4407,3747,7264,4126,6465,86
+,7845,1198,814,4426,4789,7302,4049
+,12790,4139,4107,10915,7214,5967,6209
+,8480,9831,3338,1107,12456,7797,8041
-,1606,4788,7493,9113,1622,3585,5354
+,4457,1153,1623,11878,9346,7013,7239
+,12650,3230,9685,8711,3169,11880,1582
+,2725,7083,9662,9879,4632,8216,3617
-,2817,4034,12694,1441,3401,2089,5212
+,5792,10533,7262,2339,8150,5855,11694
+,9331,12223,12735,1870,7546,3768,11120
+,10877,1018,1085,7704,5005,11752,5326
-,10548,9206,6352,11272,6932,11444,6196
+,11061,3869,7922,12914,3712,5703,4050
+,5801,11362,5870,11931,2466,8742,7036
+,10037,877,12717,843,2088,4808,9466
-,4674,2549,9916,12445,5527,3659,988
+,3311,4135,10817,2859,2789,6463,8492
+,9453,8386,5688,9384,11021,6734,3079
+,9616,11799,11422,11108,11340,3336,5350
-,8453,7725,6663,9715,424,6973,1344
+,10316,3996,12385,1830,8410,2032,4957
+,4005,2577,12393,5690,6519,9411,10419
+,1177,6570,11086,6802,7898,7164,666
-,9561,10970,12306,3219,12133,142,2771
+,8444,5093,5951,2560,2721,11843,12523
+,6551,1804,10430,2380,8876,9828,276
+,9243,1004,12552,1090,10675,10803,11062
-,9240,7926,1965,7289,7428,6724,24
+,5590,1128,8367,2876,7870,2552,7189
+,8557,5048,10376,2672,6647,12624,1854
+,10268,3886,11072,3994,2924,3736,7246
-,1420,7104,1040,11375,7890,259,10284
+,597,9583,697,3505,11609,2175,9445
+,209,9052,1212,10123,2984,1624,10599
+,7764,4469,12158,6641,5124,11386,405
-,307,712,852,8538,11705,5469,4489
+,3209,9713,7331,9953,9996,2372,1208
+,5043,7922,7915,8651,11133,9459,11844
+,10547,12607,10834,6553,3045,9611,9234
-,1498,559,2323,9563,9036,12800,10487
+,4475,10975,9387,12233,3128,10852,1840
+,5085,5141,7732,4835,400,8167,1571
+,1526,7637,3745,11681,4015,1993,8061
-,8020,1067,1226,8438,7016,7078,12995
+,12827,3301,6051,8058,10647,8221,3202
+,1693,904,7511,7556,3953,7261,1577
+,8745,11139,1094,9831,11255,5076,9903
-,7729,454,9337,259,6725,3852,6238
+,4056,9727,7184,12976,3475,3767,2722
+,10526,4084,1053,12175,8684,9914,441
+,10483,8904,5272,12204,3380,4427,1556
-,4953,63,12071,10034,2007,7474,5923
+,12361,32,2331,8625,5310,387,3578
+,5502,6481,1412,4231,1745,11586,12806
+,11779,8841,9502,3356,7001,2165,9090
-,7870,3549,12318,12281,4558,11544,6243
+,9768,42,12865,3227,4512,9209,11523
+,3894,7288,6347,11114,12778,5519,415
+,9436,1687,3052,11735,12022,4183,4868
