OP,A1,A2,A3,A4,A5,A6,A7
-,8358,1934,5571,1720,5814,1478,11481
+,6089,3834,1892,6851,9458,5355,6653
+,3359,2968,3528,8981,11062,7781,10024
+,11125,10147,6304,10579,12345,566,4098
-,2241,2419,2807,7573,5217,9314,6397
+,7669,12829,12720,556,9351,5821,9393
+,897,12079,11684,4764,3967,4252,651
+,5359,754,1920,4890,955,10590,7186
-,12352,12714,12449,10649,11724,3586,4238
+,8185,2668,4328,4389,212,11019,5277
+,1970,7338,8069,6845,2253,8953,5905
+,444,12240,11706,2880,10844,11913,589
-,7579,315,1987,7894,7486,5689,11977
+,10663,10327,744,11579,5671,1441,8571
+,9900,1220,784,2191,9593,7961,12445
+,11871,11464,12405,9364,9811,2134,5393
-,1950,9659,10338,12447,3152,4632,11542
+,12112,4796,5693,12703,9970,7504,1185
+,3933,3871,212,2225,639,11210,1864
+,7152,374,11157,1721,2397,728,1222
-,12683,5736,831,443,4731,3347,9757
+,2553,10809,9888,2497,5197,1606,9644
+,2589,11503,12420,4090,3060,1419,5696
+,11346,486,4012,8460,10000,11287,12696
-,10440,5730,6070,3512,9175,12708,426
+,73,5539,5233,5406,12367,906,6866
+,11836,12395,7473,4956,7763,2598,9415
+,8840,8526,1662,9994,3581,5911,11165
-,4304,9336,11351,7526,3815,973,9611
+,6270,8697,5456,10575,11852,2469,1394
+,5314,11031,2410,7752,5314,10317,8206
+,1633,3506,12816,7824,11888,6775,11321
-,11639,1629,9223,6587,12293,8804,10826
+,490,8134,3269,8406,796,5989,2231
+,7809,4436,2757,5393,12179,7093,12093
+,9598,12953,12267,4489,11871,10118,5541
-,1223,3218,4483,3480,3135,6840,1297
+,9281,8325,2773,9961,950,8016,12528
+,4836,5959,4976,4430,7280,3377,10191
+,5518,10478,5521,11947,12167,12195,7933
-,5050,3900,2511,3584,1772,7143,9107
+,12740,5285,2289,9735,7318,4352,11714
+,8284,2576,3076,12792,4734,6961,2615
+,12033,10162,5887,3243,5821,818,6435
-,10138,1065,304,5963,7604,5353,57
+,10294,11681,10714,5,11543,2869,1495
+,11970,2978,3791,3830,1688,12473,1272
+,2180,5280,1713,5312,3801,5130,955
-,5718,9327,1101,9885,10423,7591,6659
+,9417,1792,831,946,11590,1386,11353
+,491,7748,10278,11964,645,5829,12104
+,2242,11298,4863,10045,425,8723,4923
-,5748,2785,8236,2804,9259,7606,8921
+,5408,3306,4658,2331,1309,890,2105
+,7251,10983,2213,5810,7956,7595,11827
+,5596,4120,66,7337,7745,1643,4534
-,8531,4863,8135,12522,9107,7925,4965
+,5360,7495,5814,11950,4398,3574,12601
+,246,1663,3310,12650,1908,11828,8444
+,8570,3465,2520,11415,8926,12588,574
-,9820,2975,8338,5072,7111,1876,4988
+,2485,5053,10850,4355,6045,5112,10251
+,6552,9615,9465,1279,5336,7476,8468
+,9495,8982,1920,1518,3004,1912,3032
-,4278,8716,3712,358,312,3519,3072
+,8164,8933,4173,6514,381,337,7627
+,2892,8926,8439,8301,8090,2902,1707
+,4446,8190,10667,10270,6036,8418,5738
-,5482,5698,6548,8507,7729,604,11300
+,4843,9330,12013,7882,681,3360,11403
+,12,7818,12768,9295,8454,11292,6687
+,4825,12003,8902,11831,3481,6015,2582
-,2268,6557,2441,3734,7453,1796,10644
+,8514,5530,721,1272,3482,1128,4154
+,2319,9662,522,6704,11737,3305,6638
+,8098,4084,6375,8433,2403,10018,1811
-,11340,2322,12476,6072,450,3259,7557
+,1795,317,11612,9814,6634,6599,9064
+,2578,12594,5940,10061,10825,1522,1336
+,161,9325,6033,2837,10382,4098,6750
-,4625,4020,11782,8641,4686,2909,1514
+,1684,5746,2653,7312,5468,5994,2034
+,6460,8609,11447,8789,7083,12346,12581
+,7920,12042,12174,10,7683,6694,8837
-,4965,8052,7324,11643,6706,8714,10531
+,6163,4314,4492,8699,5457,1490,9583
+,12539,851,3500,8999,10218,11247,2031
+,12849,4915,1572,6945,5622,5764,7855
-,9873,3752,2935,2290,6411,12569,866
+,12127,11994,11425,1688,11188,6900,7249
+,11915,7290,3248,12571,8945,9101,12601
+,5559,9391,3371,9901,10339,12559,10087
-,1979,1046,1869,7593,9285,3789,9580
+,11859,1808,7766,7907,4010,1458,3663
+,7047,4031,11855,6334,4629,4648,3086
+,3751,4818,7209,3008,8067,12801,2229
-,12535,9110,10072,6051,6224,1169,11690
+,8452,2770,621,2853,7114,2062,921
+,11805,8149,5352,12253,4664,12927,11791
+,1572,10249,2161,4645,4507,5089,915
-,1725,4991,9991,2491,632,163,9271
+,2702,4764,7624,4751,6210,11129,9686
+,4586,945,1253,6533,11501,9288,9831
+,1368,10134,2028,3457,6606,12002,12077
-,7583,12838,1680,6490,3995,215,9090
+,8362,10170,5183,7094,6170,9336,1803
+,5821,9406,5271,5907,12312,400,5051
+,1724,7665,6738,8697,4348,156,12748
-,11815,5587,5793,7190,12506,1608,32
+,12761,5042,8385,12693,2057,2569,12273
+,8380,11922,8087,8743,7325,508,11810
+,8138,5127,8563,7882,12402,7701,5648
-,10413,4202,1516,6193,11511,9854,4936
+,6453,3257,11861,7735,2082,12754,1990
+,3575,8995,7913,12275,1413,1301,3911
+,4128,8795,2806,7163,4853,9604,1933
-,11301,10847,2852,9378,9443,8496,8740
+,6012,8272,6283,4253,8939,5632,6345
+,8481,9070,9432,2061,5568,2329,463
+,6020,11860,6072,6849,3791,4035,10104
-,9495,8982,1920,1518,3004,1912,3032
+,8494,3434,9035,4977,10201,1106,12559
+,12239,2969,3337,8779,12370,8905,11545
+,9628,1070,9414,12473,10462,1478,49
-,4042,5283,2132,8845,7125,11985,782
+,10332,4193,5056,499,6313,4087,11886
+,9780,3059,3954,11097,10986,4893,8323
+,26,10800,11930,10503,1947,4386,1241
-,4022,10010,4668,6482,4773,2850,9792
+,9188,4203,3856,6094,6802,6349,2689
+,4071,5283,10076,1423,2496,4204,12938
+,9560,8487,10145,11391,1028,8972,6441
-,2561,9505,2847,4176,6571,9594,6553
+,10657,3726,6859,4535,12899,9861,3560
+,3381,7273,10659,12958,1190,11798,8810
+,2475,10066,5819,6924,10707,3615,12635
-,4867,6559,1255,3379,11076,1888,2428
+,10534,7463,9617,9017,9929,8485,725
+,10303,8642,7150,6047,4447,9628,131
+,2487,6568,12089,6340,7380,7440,10413
-,9011,3765,10116,11426,11887,8878,1493
+,1340,12424,1707,1529,11970,2753,7028
+,12983,10143,6673,8884,10965,8419,1905
+,1230,10309,5004,3424,7438,10126,12333
-,6514,9511,7539,4231,2350,835,1280
+,8473,2188,2715,4491,12189,9519,3637
+,7262,6420,6470,2923,4007,9514,7721
+,1865,3322,2948,3790,10791,12661,12231
-,5502,6678,6305,4828,3133,3469,2298
+,10151,12807,1183,10799,2105,8684,1631
+,3769,2509,3408,5952,9555,2818,4488
+,5884,4496,10599,9859,954,2366,12167
-,9187,7741,11278,12887,8568,6338,8830
+,6818,3784,6505,9451,9916,10386,4330
+,12203,4095,8697,5178,788,3268,11673
+,6238,5328,12099,10949,11931,2196,3479
-,9559,5259,6375,8100,5059,11528,8366
+,1798,3751,1236,10516,9317,5819,4100
+,8563,6707,6523,3686,10089,2507,3196
+,10724,10168,11448,3795,2221,4026,12915
-,12173,6717,5093,6696,1584,225,3853
+,8224,2178,5608,10729,11370,1993,5087
+,6142,4088,10670,10590,12795,11135,9061
+,9493,3226,7707,10325,3022,2470,1296
-,5452,12397,7207,4800,4079,4996,10889
+,12567,12707,7158,3113,4316,1220,8540
+,10922,6683,3699,5804,6779,7147,7007
+,6506,7165,10950,8128,6575,5383,6811
-,7524,3185,9709,2455,5293,10147,12455
+,11380,8996,3924,5813,2931,10850,7318
+,2762,71,6757,9038,1766,3139,5747
+,3830,1031,7092,2804,12152,3990,9645
-,780,8155,12369,12998,2162,12275,1940
+,4620,8705,10738,8272,3042,6913,10692
+,4539,1938,9413,2171,2928,12082,5494
+,631,8527,3957,9527,6867,6001,4972
-,10728,9770,3219,4467,1316,11968,11769
+,8137,9874,4332,11349,11074,10604,3870
+,9582,10344,6267,6214,1532,7267,12069
+,3858,10498,5915,12501,3345,6760,11762
-,5392,7217,4258,5370,8171,12925,3211
+,6025,3606,10760,10327,1306,1166,9240
+,10779,8388,7143,9653,2117,11794,2016
+,5136,1867,8441,7536,3832,10620,7384
-,9933,10000,2637,893,2777,9675,12611
+,1260,9320,3318,165,7173,9280,5568
+,12985,1758,1779,7764,805,4809,10156
+,3245,11936,10190,4937,4167,2389,696
-,8860,12284,10649,1750,5897,5181,8487
+,9767,5331,11417,3386,12699,1340,9388
+,2494,5554,6143,4802,9186,2799,2475
+,8477,6368,10928,10217,12218,9280,421
-,2354,9807,3213,7291,10867,7749,11090
+,3104,10299,5358,4175,4234,7435,11488
+,7147,4098,9432,2268,74,6263,2994
+,8151,4244,7961,10750,12206,3099,12310
-,4493,262,7511,9469,9046,10125,1853
+,6505,1755,3615,3918,652,10987,9444
+,56,102,1784,6166,1343,11183,4744
+,4026,9832,1418,8724,11832,10019,4984
-,523,514,665,2114,4358,7371,10115
+,2927,6097,4660,372,8871,3082,7126
+,4327,2088,578,8371,8253,5124,7745
+,12595,9494,12553,5944,7772,11587,8886
-,3328,6705,6839,8524,2470,1718,9222
+,7442,664,10870,12671,8421,6912,2312
+,4116,8925,9150,10804,5917,12336,7820
+,5084,5745,4128,11358,4125,6416,3961
-,3719,12471,12709,7925,10706,10638,9105
+,3835,1382,7126,1303,4512,9759,257
+,135,108,2658,12279,2682,5399,9075
+,6060,10134,6365,781,10626,4418,486
-,8741,9402,2933,10854,9599,6036,6355
+,8890,3151,6105,10431,1455,2676,9334
+,3227,8601,5173,2190,3521,9374,813
+,99,8765,6413,12842,758,1497,5877
-,3186,1949,10384,10977,10242,9235,3788
+,8184,6764,5149,11659,12291,12132,10091
+,10602,2933,6583,8415,9101,10203,3851
+,7822,9968,6652,816,12345,2824,1944
-,4566,202,10397,441,8900,4231,12165
+,6369,1807,2809,10671,5562,5147,2171
+,477,64,3891,4284,4203,10447,9433
+,10675,2585,1297,5340,4230,3324,8721
-,6202,6115,6546,3563,4802,3384,4171
+,5364,9146,12823,2672,11093,7104,6075
+,2901,3868,6371,10582,10482,4536,1553
+,7349,4714,3356,1905,2736,1185,1083
-,2242,11298,4863,10045,425,8723,4923
+,4801,10774,6038,877,4827,4577,9604
+,4184,11111,10833,5937,462,11338,4169
+,8600,7112,9024,12546,7825,375,1905
-,10006,1408,12504,4204,12362,2304,4246
+,10149,784,3035,6894,1428,9681,4543
+,5652,2347,1887,9641,2313,7863,10752
+,9059,9643,11215,12277,10200,8139,5375
-,6344,2780,2564,9411,10787,1674,8373
+,6288,6866,5172,7507,2241,11206,7257
+,6199,7928,6301,7005,9411,6447,8543
+,7390,1255,11619,10155,9124,12175,3918
-,4452,3335,3617,11774,2,10097,8409
+,5975,12198,4391,12914,12008,12780,2600
+,12980,12481,7903,2519,1135,3868,6938
+,3812,4308,7489,8059,578,10255,3079
-,8380,11922,8087,8743,7325,508,11810
+,1477,2572,753,7780,4668,4078,5444
+,11747,12473,4207,267,11587,5859,4156
+,235,7742,9449,7196,9496,3997,12953
-,8395,10643,6812,6087,1199,11239,4679
+,9307,11977,6296,11240,3245,3560,10538
+,2042,9122,12493,5943,6102,12201,6269
+,11391,5465,8130,5903,2292,2611,6696
-,6182,2246,8676,2442,5002,1915,5909
+,1133,3781,9786,8935,7179,12448,2410
+,5455,6679,7090,4843,3280,7281,2939
+,6644,3950,6525,9414,3855,2624,10397
-,243,3079,2733,1130,3847,7627,8371
+,4410,5811,4308,5010,789,6461,3365
+,4,1824,12148,7130,10488,2258,4544
+,2414,5993,9264,11396,818,11695,2469
-,7473,4292,4742,4660,11588,7924,6753
+,3653,8122,5,2261,11226,5282,103
+,6119,8196,7878,4591,7007,5879,3794
+,6773,10072,3483,7497,8059,12181,8894
-,7536,5382,3846,4841,11597,6030,9250
+,7243,5140,12567,1197,8649,2680,5197
+,5691,6445,12609,11888,5221,10558,5724
+,2348,7014,8925,9049,3748,2354,3804
-,10025,8185,7080,11782,719,7479,1602
+,9450,4417,11789,2134,11180,5179,4313
+,2983,11947,7588,12895,676,5063,11907
+,8524,4274,12970,85,12504,8265,5723
-,2074,4057,8400,5821,2299,9299,7879
+,1154,11211,8099,332,5119,5101,6937
+,9511,9723,1082,6679,4084,7754,12893
+,5224,2143,4466,1554,757,10805,4450
-,12985,1758,1779,7764,805,4809,10156
+,1570,11512,8094,10488,11917,5862,5702
+,12762,5211,2750,8984,7342,39,3521
+,12976,3243,11495,5487,2345,6515,11781
-,3898,581,12742,2735,5330,10263,6294
+,2823,11206,11391,7707,1927,700,1985
+,8648,10499,6807,11634,11445,12206,11009
+,12519,5026,4125,3224,6812,5646,5005
-,1155,2883,6678,4500,10650,8082,12976
+,1294,12713,6034,8928,4259,237,10272
+,1048,7503,2790,9989,56,4965,2694
+,8680,8070,7963,9250,11677,6470,1944
-,8205,12049,1886,11333,3730,11679,2247
+,11863,3051,12755,1336,183,12390,3495
+,8101,10314,12431,7072,5363,3586,11375
+,4028,6690,9440,64,5586,7693,8253
-,643,11723,1323,2884,9788,8769,6168
+,11143,12362,12781,10790,7474,12208,7647
+,4982,10060,6904,9800,3555,4408,388
+,245,4597,10918,3623,12118,12732,10365
-,1238,2818,6501,4278,4099,7467,55
+,5096,6480,9363,2983,1598,3362,8149
+,4551,10301,7786,12046,5758,12247,11591
+,8807,9563,7011,1223,3336,5407,5871
-,5596,4120,66,7337,7745,1643,4534
+,11981,4057,10323,8154,1326,5230,10202
+,7197,2981,11767,6289,6217,764,7148
+,2460,11511,6826,7740,5261,3832,708
-,7223,5360,11097,6854,664,1902,4547
+,10255,5665,2367,2992,12360,2570,9171
+,11851,3992,4981,11591,5670,5157,1501
+,8472,9905,2032,11451,8957,6670,7252
-,6089,3834,1892,6851,9458,5355,6653
+,10921,12283,1181,3098,1262,10454,3173
+,4604,11089,12913,9656,6647,1245,4116
+,11534,9774,10701,10864,8960,6467,7945
-,10255,5665,2367,2992,12360,2570,9171
+,8322,5850,9554,6428,9183,8847,12239
+,7654,5511,5881,12897,393,7909,3752
+,8411,10316,12017,6611,12398,271,4386
-,10041,4030,4220,9926,8510,3319,9139
+,849,4577,4015,8724,5973,10099,10194
+,11345,9229,2508,194,12447,4043,2016
+,9532,5253,7063,12513,5807,2001,3758
-,2086,10616,4555,3170,11755,6976,4201
+,7351,4268,12520,4081,9626,3038,656
+,2293,1904,11128,12352,4604,1129,4825
+,1546,12408,3707,1338,4248,8807,2812
-,8898,6098,3690,4658,9093,11387,1057
+,1236,5430,6545,3717,10044,11349,9360
+,5321,6309,11029,7842,9545,9705,12980
+,623,9770,6389,4238,12484,3688,11657
-,7686,3136,10202,10798,2285,10001,5311
+,8815,968,4482,446,1076,1086,7021
+,5162,2363,6262,1283,3147,11634,11429
+,5510,3953,5370,12507,2588,12516,9659
-,3023,8918,5187,10559,10467,1760,4551
+,10966,6637,12387,7314,741,4539,9266
+,5453,3521,8699,1135,9948,3523,1759
+,3184,7958,3586,11070,2609,6231,2137
-,11121,11834,11925,4389,6970,7254,4147
+,5585,11755,8292,7723,12798,726,4573
+,10016,3491,3804,8717,1385,9587,11703
+,6597,8817,700,39,9477,7527,12244
-,6145,12166,3750,3812,9895,3267,6979
+,1837,8389,7563,10389,8722,2138,6747
+,9464,7170,4427,4275,684,4067,10820
+,9768,2004,11430,5060,5159,12609,1718
-,6943,7952,3344,5753,10762,10805,12960
+,185,8978,4445,4760,7440,7581,9784
+,1326,10222,9807,10617,6136,4715,4734
+,7628,2126,12122,6029,5732,252,2206
-,5360,7495,5814,11950,4398,3574,12601
+,2854,4497,4589,7535,1306,5916,1887
+,4628,7131,8445,6721,5045,2362,2519
+,5125,4661,4330,6290,9434,7766,2832
-,2240,2268,8620,9821,2305,9171,9170
+,5130,1081,3104,12622,894,3541,10977
+,11276,225,3182,7262,8350,3733,4638
+,206,2855,7540,6949,12806,4327,11963
-,11913,4372,6927,3208,10477,493,5745
+,8251,4492,10335,3,12596,9739,2374
+,8035,9108,10132,3554,1610,10359,913
+,3182,5330,5510,12468,3725,10552,11727
-,5880,6184,2266,12813,8016,7912,2615
+,12503,8033,153,3985,6008,4282,5778
+,1742,88,1165,8198,11391,4894,2932
+,1039,7924,3896,9597,11909,7974,6542
-,9486,4578,2395,10901,839,4320,914
+,12073,2618,1983,6174,1166,4578,2273
+,9995,4621,2820,6383,3008,3957,6869
+,9468,9812,8182,8673,4568,8351,857
-,12175,11574,12348,7034,153,4200,1963
+,7218,1846,10833,3051,5778,6101,8486
+,7706,2768,7221,4630,4554,3261,11353
+,6862,11056,1977,10872,12226,2908,3216
-,6331,246,11675,10994,3148,6298,11742
+,12477,8846,3405,4893,7084,11733,4137
+,2767,4259,4000,8057,7999,1115,5671
+,713,12131,10053,11216,2889,8712,6447
-,1129,9222,3124,12990,1081,1688,7141
+,2820,12714,1356,8601,12812,9599,37
+,12504,3267,12663,6879,9371,10293,10886
+,1416,1842,6645,7587,2968,197,9949
-,7762,7127,6432,4240,5622,378,1837
+,2279,9995,11513,5064,11540,8576,8624
+,12971,960,4115,10272,9115,2124,6693
+,7276,8732,8699,12386,6276,5663,6535
-,6957,4306,914,8586,12239,5155,2017
+,11779,4078,9905,11015,11631,7708,5368
+,1834,791,3498,8660,11986,3736,3578
+,1428,3459,9558,11609,6628,7718,1160
-,7166,862,1509,5873,440,7047,8978
+,66,9526,5053,9029,6569,12476,12421
+,7800,1217,5539,927,4915,11875,1631
+,3649,2855,7656,7678,2901,12434,5545
-,561,3172,718,4323,5595,809,10132
+,7334,4755,11532,5040,11238,10035,10628
+,10340,2309,2886,11812,2896,7984,1370
+,4321,2076,6217,3839,2078,2224,12813
-,8384,6482,11691,6705,3967,11353,11502
+,6961,6132,3428,12792,5802,7375,5929
+,1947,9919,3610,12882,3014,12122,6611
+,7266,3127,9279,5794,47,2814,6039
-,4127,12028,2223,8300,11547,7461,9687
+,2935,7230,8299,12395,11430,6028,2974
+,8432,971,9681,1037,8430,1219,7132
+,699,10148,6980,3033,4388,8728,4760
-,12057,2712,10449,1830,11175,6686,7119
+,4357,10074,4544,9642,1191,1703,8947
+,7981,11319,1358,2177,7070,7440,503
+,8096,12775,11795,12077,9945,11141,630
-,11619,779,8146,8566,1665,4051,8098
+,10126,2089,8588,5994,12051,4637,4623
+,7272,3722,3957,5879,12875,8661,5014
+,5943,534,4567,1156,288,9412,12525
-,9751,6032,11414,922,4526,4001,8534
+,11271,5323,5521,8688,842,5415,7892
+,10664,12048,971,9944,3990,12728,405
+,10648,11895,6056,1520,12265,11738,11456
-,12023,4076,5615,8835,11245,7888,2309
+,12314,9048,8052,8050,12326,196,2119
+,10049,9339,10970,11441,10546,8673,953
+,74,8385,11290,10269,8239,10373,10182
-,5425,6465,10666,9846,10135,6350,12096
+,1163,9797,6756,3520,2267,4815,5333
+,5573,8320,7424,9743,6950,5893,11184
+,12945,11631,389,10605,10143,3049,1821
-,12251,667,3362,7774,4523,8701,12990
+,7007,1860,5590,4044,3926,2387,2967
+,570,2019,3808,1299,10291,5004,5720
+,3205,8409,9750,8183,6650,9230,7290
-,11779,4078,9905,11015,11631,7708,5368
+,11411,10290,3005,1468,11485,4609,2012
+,9504,4580,5370,7043,8122,1658,4454
+,1638,4364,3841,10407,3913,10189,1565
-,1834,791,3498,8660,11986,3736,3578
+,2798,8327,753,502,9522,9758,6544
+,875,10223,5703,6685,6281,9852,6642
+,9903,8720,3234,3698,1972,6901,4882
-,1934,7113,1008,7096,3496,1688,8913
+,1004,3246,5119,12845,12035,12665,6321
+,5292,11470,10627,805,3501,12634,11115
+,1090,1428,6951,5036,9077,10652,1688
-,6752,4718,1407,6907,12731,7026,8997
+,2493,12142,10743,1386,12919,7014,9177
+,9473,8576,2820,374,8744,3133,6159
+,10428,4024,7408,11961,6003,3572,7360
-,444,12240,11706,2880,10844,11913,589
+,3059,10825,8530,11952,3215,4751,3395
+,9589,9310,11887,816,3560,12828,12236
+,6623,2230,11399,4085,10401,1016,8245
-,8712,8269,5240,3838,7748,2035,2414
+,2463,4665,8353,3970,12207,12054,4960
+,5919,3165,5453,8444,416,1092,8168
+,9227,7126,12535,6889,3043,12400,1275
-,8139,8664,1312,7928,8052,12995,3065
+,12031,3408,5991,7606,750,10673,4372
+,6979,2986,790,8366,7775,2331,1166
+,9156,769,10523,5019,7334,6453,7428
-,10341,10814,3076,1329,6302,4387,639
+,1595,1613,3801,12136,8758,7375,10081
+,3847,681,7931,3217,3966,2450,12598
+,11223,10971,1311,6401,5089,12722,10214
-,11635,2547,7009,12173,12850,1798,1843
+,2462,3967,7988,9989,11402,8860,4837
+,10947,8736,2658,4836,3255,5601,7172
+,7021,2796,8857,6022,5021,8287,1235
-,7023,1870,456,11248,6734,11183,5976
+,5067,5368,9846,11529,10144,576,9528
+,10348,2590,7722,8119,1762,8693,502
+,5109,2428,8693,6610,4899,5962,6180
-,12870,5021,8703,2100,2269,3918,2918
+,855,13000,4517,754,1124,10664,3163
+,4055,7283,6662,9665,12625,2018,10886
+,11247,9470,6025,68,2618,3434,3452
-,5994,6346,5919,11256,6954,6408,9574
+,6694,5255,5850,7488,9507,2487,1025
+,645,7636,871,9124,8353,3387,11243
+,2813,9261,6570,1026,2350,6780,8094
-,1179,9245,9312,7251,2884,11295,10022
+,7660,7969,3174,1490,3809,7744,10874
+,1630,11671,10768,12948,1283,2317,4664
+,3272,7785,12253,7435,7982,6229,2731
-,2890,4215,3878,3939,2864,4948,9207
+,2987,1188,10770,5482,2240,6980,5848
+,611,12176,9172,8293,8203,2958,478
+,8617,12871,7750,3839,4399,5437,5150
-,7962,8128,8556,12633,10742,6902,9345
+,11754,11255,12511,9420,12698,4894,8400
+,3525,11698,2838,3054,4907,4303,11416
+,3484,2099,5886,537,9963,7997,2354
-,2737,11665,3433,5235,1222,8852,128
+,1964,3553,11250,8857,12039,11322,7917
+,10827,1873,10432,9900,205,9416,9277
+,6310,12876,602,9714,7105,3565,8251
-,11893,1851,646,660,3003,1997,9720
+,9264,1672,8046,2773,11228,7702,7645
+,11658,4828,10227,6556,12177,6172,4584
+,3033,12037,3934,4620,4986,6066,4623
-,3140,12880,3392,5505,4865,472,521
+,7943,8629,12002,1322,5439,12824,6152
+,149,3668,5262,5309,10904,10541,11993
+,9032,2713,756,3541,2717,11556,3915
-,11754,11255,12511,9420,12698,4894,8400
+,12734,1943,3355,10380,8124,2970,12923
+,2791,4208,6661,3412,11899,9801,5654
+,429,2322,6494,9772,5059,312,516
-,10098,1865,7714,1100,9129,2073,7158
+,8291,498,9202,12072,11636,10915,165
+,4204,8348,7981,9304,840,3832,7194
+,7295,2565,10248,8534,5714,12191,5743
-,8007,4731,7816,3850,7436,9758,12974
+,1126,11204,11990,680,12318,1314,5817
+,2840,7147,8869,6653,9258,4819,4798
+,9363,2534,5166,3241,4728,9761,2456
-,8222,3511,685,4387,11006,2700,10586
+,2747,1037,450,11691,9265,2870,7487
+,4096,12884,11836,3268,12245,9710,7855
+,11566,6361,8034,3435,8293,438,440
-,7632,11488,4156,4390,10652,8333,8708
+,3048,5019,7855,8415,9935,11601,12023
+,156,2415,2441,3074,2776,4444,2814
+,3960,2455,10828,6036,6910,6544,1081
-,12787,3061,1278,6087,10256,7442,9333
+,5784,11391,1899,12035,10931,10312,488
+,3674,8847,4945,9842,7347,9,946
+,1603,243,385,799,4530,12917,5650
-,7862,7148,5055,10724,11021,6012,7722
+,1549,1241,9369,11816,10694,11671,3119
+,3568,5427,2095,6740,761,11728,1513
+,12068,8811,7080,9749,820,9983,10610
-,1154,11211,8099,332,5119,5101,6937
+,8433,40,5189,12293,6845,12943,10272
+,12928,3710,4470,11314,12801,11397,5584
+,3485,5554,10247,5369,9870,12183,5849
-,6725,8137,2414,3019,7065,12827,6481
+,2030,10086,12766,12675,10706,9883,979
+,3590,11034,11466,2360,4757,3549,9456
+,5035,9254,303,4831,9072,8866,250
-,3852,1229,194,8842,7758,3150,3802
+,7054,8549,8502,12728,6953,2997,4002
+,6120,11211,3194,1473,8496,7743,11784
+,12889,3688,8173,8555,12267,1729,8646
-,8177,10537,12393,6245,9887,2213,5547
+,2540,7495,6337,1908,115,5748,1807
+,9872,183,10660,11226,5328,234,12444
+,6564,4230,306,10967,20,1747,5164
-,11163,4398,2522,7572,9876,62,1312
+,7144,8898,9443,8072,6390,11965,3971
+,6335,1586,10148,3786,11823,7900,2576
+,4421,11653,1718,1812,2895,9613,7502
-,5047,6077,4969,10740,2934,1941,6568
+,8573,4942,10849,8451,4153,2587,6306
+,5996,2757,12730,9271,9922,7477,4625
+,6635,1602,10454,1650,9240,5158,5669
-,10428,4024,7408,11961,6003,3572,7360
+,554,7301,7479,3885,7652,10357,7767
+,847,12666,7064,8793,2518,4250,8152
+,9594,2836,8897,7504,2423,11783,7657
-,8962,7008,961,11279,11899,11455,9588
+,5362,2643,8794,3039,12569,3503,4152
+,1376,1761,6368,1289,10313,10663,8646
+,8344,8640,12259,5657,8188,7669,642
-,12346,10807,8032,3015,11221,6555,5878
+,974,12978,2662,9214,5813,4161,7746
+,4115,3889,2948,9841,6997,1104,12122
+,5841,12112,3575,645,4893,3619,10502
-,2302,3410,11382,5243,12528,12401,3483
+,11035,4721,9248,12037,8652,7339,2016
+,12050,8287,1816,5877,3512,4988,10633
+,8683,2752,10616,4446,258,498,9437
-,3324,5301,5801,5027,9878,6599,4086
+,7608,11838,2104,8227,7178,5134,10163
+,11556,1066,2453,8325,10631,3277,7366
+,6087,1805,5040,4512,9521,5528,33
-,8875,3526,11264,6105,9525,7582,12304
+,9585,4141,11320,7811,9393,1704,2815
+,10324,12625,5362,12455,8681,3462,12184
+,5437,9688,10897,3338,7503,11579,11838
-,3582,8598,5731,6607,10065,3495,8265
+,4417,7902,753,4594,1592,4892,8176
+,929,7485,2677,12468,7007,4602,11905
+,10028,5038,4037,5042,2320,3937,2794
-,6087,1805,5040,4512,9521,5528,33
+,6569,10417,10903,4488,624,1463,8155
+,12530,9274,6119,11564,2074,1565,5315
+,7717,7095,1947,2135,6714,3045,7218
-,7015,6903,8703,3868,1888,11795,3558
+,5973,9385,5385,5739,5110,337,7918
+,11825,12782,4488,11472,12340,7261,6329
+,6364,2519,473,10757,9687,4795,1429
-,3306,10300,5408,5631,338,2072,11982
+,2886,10549,7115,1544,7550,4820,3590
+,4710,8554,8550,12300,8023,469,1760
+,11843,1319,1677,4479,5147,3012,11988
-,6030,9164,10467,1379,525,1372,7446
+,6550,12655,5627,7679,9892,12044,8272
+,3138,6150,12728,4289,6843,5651,4088
+,5724,3867,5225,12760,2644,1895,12542
-,99,8765,6413,12842,758,1497,5877
+,1631,6861,8322,4109,9700,6899,5966
+,5777,12841,7303,410,4891,11276,6616
+,5254,6062,5267,4127,646,4801,4547
-,3354,8231,2065,6249,4894,10486,6019
+,9309,2237,180,11042,11035,3150,5293
+,3400,10756,4640,11016,11532,2288,1720
+,6420,2836,5237,4839,2814,1589,4735
-,62,2356,12777,7030,11807,10549,3305
+,10599,258,3767,10507,1527,4608,10793
+,12392,12522,11649,2211,10321,9504,9292
+,5488,12790,12679,7772,1517,6293,11296
-,7319,11603,5870,3503,7471,7250,4108
+,3808,3372,3054,8774,1336,3007,1166
+,1064,10069,9417,10068,2952,165,7084
+,11377,634,327,10826,5168,7358,5446
-,12330,9588,5580,4173,5209,4657,10887
+,12533,6263,9071,108,10138,4530,7945
+,9018,2937,12132,8152,11568,10244,10754
+,462,6586,3993,5418,799,6811,8511
-,7089,4621,2701,12034,2891,1527,6503
+,7285,4834,2457,8000,10412,481,8279
+,12773,12928,5896,11802,11147,12298,2204
+,820,5418,2153,7790,7318,2988,4420
-,11199,7713,3402,9153,6009,3680,6137
