OP,A1,A2,A3,A4,A5,A6,A7
-,5855,146,9111,9929,7219,11871,10855
+,11511,745,11462,6443,3048,5623,5551
+,3070,9388,3935,6964,7053,12356,8120
+,1472,3228,11984,1600,12820,1822,4670
+,11955,752,12063,9007,3926,5664,9984
+,9569,180,10529,3001,12249,10633,12707
+,3323,9639,3033,7796,2796,9905,2736
-,10954,753,6282,6536,12607,2465,12760
+,12745,11864,8544,12432,32,10014,1189
+,10236,3595,12758,9755,1855,4757,9710
+,10339,5798,8606,197,2913,4419,2699
+,3291,9566,3735,3145,4917,2662,2221
+,8716,6506,3542,200,7793,7240,8796
+,6459,8811,7679,3263,11089,6360,9020
-,6344,5414,9669,7084,12103,12826,4130
+,12473,2778,7678,4910,10196,4930,1175
+,2251,12065,4905,726,6633,12602,7277
+,1700,6170,3425,4618,6768,6314,4127
+,621,6282,11215,10853,3217,12252,9492
+,8162,487,1610,8516,11253,937,6707
+,10699,7354,9941,8367,1051,115,3739
-,4783,5465,5179,2878,5093,9916,176
+,8229,12656,1870,12501,2223,11500,9801
+,6748,11733,9976,9559,9992,1936,12117
+,10946,10361,7522,3304,1574,11775,3766
+,1282,11562,10138,4022,4846,10854,8093
+,1610,6530,6643,7792,4126,2969,4923
+,117,1375,10311,3178,1903,8891,4319
-,3643,6410,4320,3506,8206,5027,5115
+,12202,2823,3567,11084,11166,9188,322
+,8949,4012,7871,10858,6038,2197,725
+,4247,4316,6113,5778,8118,1343,4375
+,8251,8163,12376,5129,2985,3939,1353
+,502,5327,3500,9967,11212,5625,4419
+,11077,8183,6437,11103,5497,7312,6542
-,1952,749,9688,498,6820,10425,11777
+,9258,4531,11723,12735,8644,8442,10980
+,4744,8736,5549,5869,1378,12430,2668
+,257,2369,11296,557,1767,11439,8515
+,7259,10461,6280,326,6604,10556,6535
+,12012,8795,11650,7146,7653,8332,6778
+,2744,8099,9231,9427,7780,11248,9908
-,10207,6450,9348,3595,6409,5308,12689
+,5796,581,11006,4751,799,6335,5098
+,3831,5669,8741,6864,8541,4886,12243
+,8567,7605,1543,5302,9240,6933,6825
+,2608,4994,1990,8609,8340,713,2249
+,4888,8281,1841,11674,7076,4,2899
+,5429,6899,5069,11480,5050,3314,2567
-,9529,11704,11617,3475,1578,146,742
+,4672,7958,5564,2882,3756,9607,12454
+,12561,9931,2214,8027,9967,3300,6481
+,4316,1548,7049,5793,7893,9079,4792
+,1775,8323,1360,9584,4468,6502,12071
+,12754,10788,6120,316,9600,10505,3951
+,12071,4949,9821,2611,11892,7216,8228
-,8413,1641,6353,10912,1701,6918,2159
+,10079,2858,7310,9421,5954,12124,4260
+,11177,4589,2397,11829,2973,3823,2833
+,12526,12293,8684,4923,8318,11424,11577
+,10125,9251,2045,11846,10461,5170,9451
+,3267,4469,12434,1472,2587,9261,2070
+,454,2538,11425,1227,4646,5480,6595
-,4596,2470,4984,5603,3844,8248,172
+,4588,11668,11551,2934,3818,7630,3495
+,1174,4991,11127,793,10083,4875,9035
+,8357,6216,11532,7741,10720,8173,11931
+,6710,12316,7344,7203,2105,7674,8845
+,10823,5481,1017,10906,614,5064,3556
+,5882,7667,2934,12663,7461,5295,12788
-,8345,7030,4408,3365,9516,9299,1934
+,1855,10071,691,354,10097,2098,8204
+,7421,8900,9691,1066,296,5748,8409
+,5843,1341,571,3931,8850,7595,10324
+,7501,2980,479,8873,1886,4073,939
+,9999,9981,12773,9416,3890,7878,4101
+,4443,6123,6417,652,12554,1702,11810
-,1718,4538,6705,5048,4594,12411,12145
+,8834,2175,6688,10955,515,11662,675
+,12603,7743,5572,5503,4,8365,7049
+,8075,10125,9478,8655,4770,9337,12440
+,6264,5979,5431,10404,3388,4194,380
+,3300,5921,10653,5530,12912,1621,7486
+,2195,1347,10572,1497,8572,282,6678
-,12735,9453,8820,7198,7204,3070,4991
+,8597,209,4035,11558,1646,12376,4512
+,3832,6207,5560,4218,7220,1484,5487
+,6333,12757,1013,3191,10933,3062,9845
+,6881,2964,10217,5264,5098,5032,8010
+,10322,8383,6586,2322,2982,2180,10595
+,2489,8832,4261,4792,12864,5740,6915
-,1800,4515,9760,10713,7908,69,11670
+,8578,11494,11306,1554,2413,6518,3635
+,11148,3349,3934,2291,6098,7973,11616
+,4153,4981,11211,8980,292,6395,10273
+,12535,6563,4055,3375,4817,6301,3507
+,1001,8834,56,12377,2510,4895,6750
+,8889,843,8422,11327,1162,10759,5766
-,5195,1689,11673,6804,4625,5744,10880
+,1483,10548,11723,2192,10828,6069,195
+,11794,9517,859,2452,3115,4019,6737
+,891,11400,3897,6860,9432,772,1556
+,9596,7389,2180,9763,330,852,5592
+,11875,12137,1258,69,2428,5904,1093
+,6294,6744,8473,8573,3034,11753,11758
-,11690,1217,1551,6116,11518,887,12616
+,12972,2985,5866,12244,11825,8559,4293
+,10919,7154,1883,3782,10791,319,4010
+,5069,12397,1804,3069,698,6804,3225
+,6106,6473,921,9549,9803,12787,126
+,3392,4647,6551,10128,9246,3945,7162
+,2918,9049,5997,4718,11483,7366,4968
-,12786,7356,664,6768,6137,2025,10335
+,6320,6546,1427,10139,12884,7161,5712
+,9838,4037,7177,11004,9805,3920,12515
+,10844,5785,7375,1271,3304,5828,6720
+,5278,10077,4156,6402,11278,9624,5075
+,10960,11236,7141,2473,10724,12021,2332
+,10637,6978,401,2532,4597,5343,155
-,7618,11479,43,3202,1933,6833,587
+,10391,9754,7091,4689,2646,5436,4739
+,10728,12379,8495,12371,3036,5098,4619
+,9365,6370,11289,10539,1629,1759,12460
+,11242,9175,5750,920,10400,1726,12519
+,3274,3833,2628,12920,2015,8128,7885
+,2922,6672,11520,10920,11985,8102,9923
-,2076,7884,1948,7050,12912,11642,11705
+,9190,7802,1556,12447,11003,712,10623
+,4454,6707,4577,4235,4878,8397,1352
+,10598,858,1274,4832,1577,3352,10890
+,5601,8418,11763,6100,1952,4949,1559
+,11792,12613,11521,5348,1922,8964,10224
+,3076,8798,833,4516,12500,573,2362
-,8001,511,7652,1563,5393,5120,360
+,8216,3768,12347,49,11124,10325,11897
+,5965,4273,3408,11348,392,9600,9851
+,1401,1081,7566,9983,3695,3456,171
+,6319,112,6309,1993,3553,4701,11491
+,3456,5684,607,7234,2062,3554,10844
+,1724,9342,6340,7246,11396,8551,4679
-,8892,12871,4027,3376,685,559,12194
+,3719,6151,9666,1771,2082,2260,11438
+,161,2065,9571,186,11517,8688,1930
+,10007,9145,7745,9271,4133,1800,8915
+,4717,11046,1043,11936,2576,9305,1782
+,12423,11790,4455,12740,6295,8403,3665
+,5281,7438,910,2586,2380,3031,12447
-,756,1369,11256,3804,2368,2650,2121
+,11179,5953,8745,221,12902,10191,12938
+,7370,8689,12315,3173,9223,885,7381
+,9399,1345,5883,2835,1868,1272,5447
+,11483,7265,1879,2365,11197,10724,10980
+,1611,10872,2755,3340,364,11113,7994
+,1717,1268,7267,2973,569,4651,2205
-,10161,12089,1617,2192,746,8268,4736
+,6652,9889,5983,4732,2027,12760,3446
+,1546,10965,7424,7599,6858,1483,645
+,8610,6636,3430,12693,2902,7742,11430
+,2126,2484,7509,3582,2730,5779,596
+,1788,3118,11973,830,11775,8158,238
+,1754,5270,5679,6126,7733,10151,1624
-,11931,10426,2466,8439,11277,11274,6914
+,10226,3860,9375,9357,2314,11237,448
+,913,1693,6417,9916,5403,8175,8961
+,11915,12916,8373,8075,12902,2848,9722
+,786,12639,2217,9874,7659,3877,9064
+,9611,10913,12296,3601,3683,4859,711
+,10643,3418,3960,102,12031,3305,5039
-,3272,9569,9120,2236,10881,7495,2589
+,7925,9376,9989,4393,4009,12011,4090
+,7169,182,2791,9393,1293,8059,11474
+,2100,3452,10672,5313,8127,3945,12312
+,4584,7151,1214,4098,3638,9496,4589
+,8556,11470,7898,7382,7525,1912,12075
+,4011,7690,9008,3531,2195,3149,8291
-,12516,10644,558,12612,2718,4849,9856
+,8534,4767,7348,5163,9424,9328,2828
+,5113,1759,6610,9587,713,695,6309
+,2811,7498,242,3838,9536,4728,11590
+,10417,9237,9301,5956,7247,8446,6566
+,9893,6526,9837,7151,4829,4191,5664
+,5034,10622,2144,10249,5049,11558,12086
-,9011,7150,2318,10417,770,880,8040
+,6118,3970,10861,11417,11781,11783,4518
+,3253,8878,8974,8494,6798,2074,6914
+,11294,9979,12322,603,11324,12895,1473
+,1070,130,6923,8936,2949,5301,7369
+,5155,262,4538,7404,7050,2940,8445
+,1778,11241,8047,4893,9139,6097,3848
-,12442,8076,10528,10926,10887,187,6737
+,2874,10885,6261,12542,10759,11512,3180
+,5445,8404,9955,3721,10278,9463,8428
+,1875,3364,10278,2523,7102,135,4505
+,10073,10825,12696,10737,12051,5631,1533
+,7766,5298,10692,10309,2140,12432,6455
+,5964,5223,5917,190,2793,2542,11068
-,1778,11241,8047,4893,9139,6097,3848
+,10462,3606,6192,2762,3310,8755,5216
+,3849,9370,10797,3671,3798,2980,2881
+,7531,12454,7997,11938,6104,9540,3443
+,571,12003,2549,10359,108,12918,1680
+,6996,2499,5570,2480,8407,1579,9317
+,10472,9381,9843,8800,4909,8883,12502
-,10905,1550,6973,11140,9413,6279,7283
+,3791,2809,595,7243,2684,12485,5859
+,334,6343,5520,239,1047,9458,10205
+,2328,2616,11257,9628,9984,2280,7871
+,11568,5323,4661,8577,1066,7912,10286
+,9217,4985,11821,9669,2040,5857,8651
+,11499,10899,8954,839,9369,9631,580
-,9110,6353,12115,12541,463,6838,1190
+,947,2293,7365,2482,3852,1585,281
+,5534,2479,4710,1543,7177,2121,12822
+,4591,1638,9243,3357,9368,7634,477
+,8902,10846,4340,7946,747,5318,1746
+,8239,12413,3151,12547,7584,1879,11876
+,5402,5857,2141,9749,11519,11849,7830
-,4216,6710,6036,11630,3656,11470,7724
+,6016,10674,11489,6422,3557,3727,7800
+,1701,11489,10091,7848,8072,3573,9727
+,4808,2050,895,6341,8822,8634,11540
+,10323,11333,6026,10411,5292,3016,5212
+,1098,4749,4721,5237,904,6534,12885
+,9298,11428,794,4703,12080,2178,10319
-,11837,426,12412,12966,8251,9877,6543
+,11710,961,4256,8657,10945,476,2035
+,828,6841,7937,887,2887,7585,5238
+,239,9500,6334,709,4756,10266,221
+,8659,6175,10230,4587,3125,5179,3338
+,12996,7023,6517,10873,8587,8454,6363
+,3220,11488,5434,5667,8166,8826,581
-,11875,12137,1258,69,2428,5904,1093
+,11856,7274,1515,1793,376,7594,5654
+,4360,9956,4013,4286,1627,2918,1691
+,3959,1758,1911,1196,5180,1771,11253
+,4818,10687,6439,234,2239,3242,12646
+,6658,3784,3833,12649,207,10111,6425
+,3260,876,6202,11095,9747,9227,2345
-,786,12639,2217,9874,7659,3877,9064
+,10739,9316,785,12120,3486,12537,10396
+,2900,4250,10533,9742,10543,11976,4263
+,6003,5345,12112,4576,12172,11628,3442
+,3592,10308,1951,425,6671,10569,9656
+,11109,2880,406,6968,116,10708,1497
+,11304,6222,12915,7876,4475,276,12925
-,7760,10231,6770,9575,12746,858,10573
+,10020,7876,9255,9057,4420,1663,7052
+,1437,12830,7409,7132,12219,4812,10105
+,1602,8671,7095,5078,6824,8322,8608
+,4841,12332,9868,6133,7303,3494,9285
+,8737,5590,9152,1403,9077,2450,10172
+,9075,3247,11355,158,5290,10336,9701
-,5613,6802,10419,3219,1406,7118,12075
+,748,118,394,6702,5513,7416,3240
+,11978,9685,10270,620,3618,12914,1054
+,9339,2766,3326,3257,3853,955,2566
+,177,12227,10201,5743,10190,263,1476
+,10114,6664,7825,6500,6484,7878,4885
+,4075,4050,6913,4860,7668,1606,2312
-,3093,5488,12154,4600,6240,817,8249
+,9034,3685,2779,5607,9841,11910,7959
+,4805,5083,9134,5752,1287,12730,6816
+,11014,350,3481,8263,2074,7786,364
+,9264,12919,4423,10958,12874,8876,6612
+,10458,8742,6354,10693,12882,10408,4709
+,8975,7661,6726,2014,1257,6019,7660
-,6259,3968,2542,4129,10287,4236,6703
+,10670,7480,3729,11346,11154,12739,2024
+,10592,9735,10109,4963,12401,11382,1659
+,12075,11594,6715,3065,2539,8907,10970
+,11478,6755,6833,4283,12871,283,1967
+,5227,5843,8740,10719,8576,9918,2639
+,11080,4488,4352,6682,5574,2035,3229
-,5451,10157,8147,4523,4441,4159,9885
+,5469,2210,2535,2477,6980,4004,1403
+,1084,1313,1910,1892,9594,8714,709
+,7528,6895,3056,3027,828,11751,7211
+,4615,11809,2123,6376,12448,9258,7183
+,9094,2195,9537,3386,2797,790,4159
+,5168,5056,6113,10791,663,7659,10319
-,4614,6662,5678,8523,7814,10153,4939
+,592,11853,12626,3192,5010,4226,11859
+,10071,12829,8806,10881,11905,9809,12505
+,5974,6582,5647,7042,12662,6478,6940
+,2512,2102,6462,9091,2930,4475,8931
+,4664,11285,4679,1421,12222,3860,884
+,11220,11564,4560,516,11548,11621,2066
-,7825,2942,2846,12543,2122,969,847
+,6917,10819,4898,3912,9567,1792,8253
+,8372,8124,1944,8033,5032,12815,2792
+,983,4470,6883,4468,10979,5678,952
+,3604,12670,10225,7028,10418,7620,11168
+,7993,7562,8728,2476,11125,7041,9636
+,2444,12741,4834,3134,12277,7091,10667
-,4168,9306,10790,7567,10641,8544,11803
+,4910,11092,6609,3538,2200,7948,8119
+,3051,4516,4762,10225,3746,12103,5760
+,3365,2434,7064,12498,528,12496,9937
+,7361,7109,11855,3870,6730,10311,11856
+,8612,7453,1428,131,2764,5209,11442
+,3653,1916,7750,12680,8510,2694,1504
-,3292,564,11568,1064,10512,6578,12608
+,10799,1099,6955,6704,12188,11479,10461
+,4911,9982,3874,11572,12008,9975,8166
+,2858,10149,11955,1766,9721,3683,6188
+,914,12098,6159,3516,6797,9492,6638
+,12354,4228,4114,9332,5796,156,8836
+,1831,11153,9362,3702,6186,1846,9834
-,9801,10046,3490,4491,4028,3256,3750
+,5945,5189,12771,11135,3951,12163,11026
+,5585,6203,7922,3935,1423,1155,12143
+,1660,982,2963,4871,5710,7303,789
+,490,10295,1212,6983,6724,10021,4383
+,2155,3579,12832,800,2255,6789,10481
+,2656,9952,9276,11852,1535,11376,11223
-,3536,8231,9354,12218,4480,6948,2522
+,7938,8162,239,10088,4863,11576,8572
+,11744,5131,3681,11203,10481,11705,12750
+,9409,10011,3694,4235,1734,10976,5301
+,3662,6520,4857,10414,10759,6514,11651
+,7930,2776,3328,12165,2805,12649,586
+,7550,10309,10195,2060,2109,2809,11069
-,4486,1302,2680,11065,6326,6488,3877
+,520,7860,1970,1204,3392,11957,10122
+,9420,868,4611,1019,2467,12175,4401
+,11590,10324,5457,10355,5660,11642,12292
+,11785,5864,7297,3106,11098,4703,7313
+,2098,9969,1878,10449,8538,7306,136
+,3644,964,8550,483,10706,2019,10756
-,1314,11658,7100,6220,1566,2225,10896
+,12716,7195,6868,7784,3778,4460,10475
+,11398,6474,1542,1104,5407,11516,6079
+,6331,4959,1240,7063,8655,6945,5585
+,9977,8872,213,6173,4104,7362,10884
+,1769,10280,210,4595,2672,8595,5296
+,9336,3653,7347,5504,7594,10977,7234
-,9224,232,9062,2323,2752,3405,10893
+,3053,11867,8575,355,758,5380,3471
+,6281,11615,6691,10910,968,275,9427
+,6261,7865,4393,11907,2520,6594,7018
+,11058,7570,2047,10598,4238,455,12808
+,3642,4003,11885,7114,6512,4161,10616
+,10197,11207,4524,8889,10658,1775,11427
-,6665,2885,1648,11484,1169,3515,11112
+,8745,8720,846,8793,11500,11619,2709
+,12725,10169,12372,9793,10059,12848,12258
+,9650,8690,2184,4529,6849,4968,3476
+,6053,9643,2610,4941,8501,2121,1676
+,10575,12294,5145,10380,1712,11762,11956
+,11106,5901,10617,12533,10680,3119,10680
-,9569,180,10529,3001,12249,10633,12707
+,2672,7646,8326,2585,10505,2135,10457
+,10714,11623,11506,5056,2557,11460,10716
+,2082,12607,3663,923,4724,2548,7900
+,7717,12936,3552,1717,10995,10196,11264
+,956,11035,4528,142,5489,10580,7544
+,4266,12921,8107,7062,9632,2295,39
-,11468,3695,8307,3815,5594,12181,7503
+,6393,9877,5097,4639,8897,413,4762
+,3993,2997,1870,8431,11597,7142,7955
+,6643,9691,6010,12666,4963,11553,7678
+,4723,1294,3397,8846,6835,9215,3699
+,2947,6358,9700,6823,7949,4873,7416
+,3575,5841,7889,10922,10662,2431,3580
-,5238,12945,10758,12287,4462,320,4300
+,4078,7702,523,1907,4397,11404,1618
+,3103,2430,8331,3254,12193,12617,12367
+,4204,11321,11600,25,7157,3913,430
+,3808,12999,8007,312,8467,12358,9711
+,2074,10345,2381,7648,10708,7536,9614
+,8397,604,7180,1265,3278,8365,1808
-,11495,1477,5470,1629,8055,7535,9667
+,1469,4185,12812,2783,6022,8375,1905
+,11347,5906,5166,5333,4094,284,5530
+,7418,176,8647,12354,12231,7607,2176
+,4836,10600,11656,4070,6467,4662,1946
+,1638,6123,4236,8332,9630,6033,181
+,12707,2653,11018,11914,3583,8098,10709
-,11130,10698,2176,5953,4716,6264,5152
+,7457,4112,148,2585,4570,834,5163
+,12617,9705,726,5018,12771,8807,2724
+,8219,194,10005,3380,4293,5657,12531
+,4937,3894,4360,4363,5562,7258,12418
+,6387,11079,974,12840,6321,2908,11714
+,8248,865,2578,1425,5570,4238,12911
-,7493,3646,6596,2294,2006,9773,8171
+,7964,4043,11412,7250,9896,10425,10920
+,4542,266,872,9911,2028,7200,8293
+,5219,1160,7397,4808,4705,11904,1040
+,3484,4780,1966,5342,1507,12812,3988
+,2326,3961,10865,4130,8710,1822,1796
+,3054,6995,527,2487,10053,875,9071
-,2885,420,1945,10259,1427,9672,2854
+,9935,1605,5902,11771,10166,9466,7723
+,9525,3957,11920,10377,1755,9818,4265
+,4949,10067,8385,8416,7744,6309,7280
+,10463,1998,6544,3927,4825,3012,5608
+,8728,1917,606,8344,1966,9666,7032
+,5507,8374,6003,4352,12452,7541,1410
-,11439,11382,9596,6886,11570,9011,1480
+,12721,12051,4653,3359,11709,4710,12767
+,9574,1260,5782,2725,11082,4851,11288
+,925,672,2026,2979,3894,3071,5164
+,5904,10846,2087,7497,4646,1717,1614
+,8264,4004,11036,4765,8275,7906,3943
+,1495,10394,10456,5769,12394,5129,7654
-,10599,9530,5348,353,12138,11716,9584
+,8176,5198,11746,8034,5498,6169,10731
+,2915,410,6498,3879,9481,8487,6579
+,4135,3141,1227,7658,8970,8712,4470
+,729,457,12519,2439,6384,11464,3019
+,12743,938,3765,2704,5329,4221,10342
+,7201,8255,5462,1704,9553,11935,10878
-,5774,12950,7175,8441,9326,11886,1312
+,8558,12879,11435,435,27,6523,11246
+,3650,9333,8565,10922,5364,3416,4574
+,9133,7598,6982,35,365,4395,736
+,4766,4588,3962,10325,2971,9663,2821
+,11370,593,7287,4590,3095,8232,8361
+,4242,2255,11034,3509,11614,3126,11935
-,6677,8928,6292,10527,3270,6223,5429
+,9389,5452,1889,1849,4112,11192,1926
+,2648,2424,2620,9474,1692,3672,12091
+,6044,8658,5162,8051,10770,4042,12465
+,11718,7805,8495,6518,7656,2993,5530
+,1276,5473,7894,1016,7536,9718,3257
+,8362,8963,4077,2948,6161,2096,8929
-,8366,3057,1569,7516,6182,10079,10176
+,11279,5109,7315,8739,6963,5671,12721
+,7184,10833,12863,2904,5325,10059,6699
+,10488,11230,10471,3585,8763,5310,4437
+,3062,10411,10722,10392,4517,6178,9802
+,4908,6791,4868,4646,9145,2596,6577
+,5072,11568,12156,3592,7676,10377,10031
-,1247,9617,10413,5661,4961,5440,12780
+,1373,6383,11728,12324,8579,10743,8496
+,10306,308,10380,7828,903,1419,8813
+,8495,2866,7286,684,7104,11134,5036
+,3479,9416,10310,4469,11596,6000,12731
+,9271,8790,11,5905,12244,7060,520
+,6618,8587,160,5442,6384,5011,8755
-,12275,6445,11025,9401,2433,5373,12263
+,9200,10123,11044,10026,6995,127,9875
+,9891,3277,3037,5715,3900,9273,9924
+,5621,6616,5960,10271,11634,680,9861
+,1970,5762,273,3426,12872,1949,7883
+,5207,8604,523,10882,11831,10423,1164
+,9901,8816,10873,7728,3338,276,7792
-,10910,1151,3340,11014,12232,9351,9487
+,8388,10080,8458,8619,11206,12052,12774
+,8034,451,9576,5389,3476,761,1583
+,1990,5943,6160,11181,8196,9808,5100
+,9291,8753,9217,2740,675,5650,5504
+,5317,5666,12807,11989,2941,11824,7722
+,7753,3734,8554,5196,2871,7532,6812
-,12289,7332,3596,4482,6303,1921,7004
+,9462,3067,1688,672,2839,1091,1572
+,7520,12968,8269,6848,9906,11269,8139
+,10674,2970,829,4582,4564,11547,2342
+,2428,12474,5741,10190,12670,749,3589
+,2165,4622,4412,3098,12556,8496,3246
+,10588,5741,7188,5808,5640,8245,3601
-,7484,3547,5989,6482,9777,4304,10978
+,12844,2689,476,343,6821,6708,8346
+,6214,1781,1933,4253,1432,11706,2241
+,5457,6907,12684,7770,3506,2225,4000
+,1964,5305,2625,10013,5534,11807,5508
+,4736,12329,6520,10235,8045,811,6100
+,9294,10303,12263,8663,11639,11766,190
-,8212,9949,11571,10252,8760,1681,12548
+,1299,12895,705,1655,8177,6650,9067
+,7887,2732,9809,5732,2385,7553,10753
+,1008,8679,1910,183,3858,11790,1351
+,8619,8328,12478,333,1616,10347,1659
+,11223,6910,300,8595,5062,7973,8063
+,192,391,1115,2235,6006,5677,6313
-,12964,2087,5624,11840,11958,12675,1152
+,11344,5376,746,4328,11924,4629,8348
+,6829,5928,6203,815,11641,5174,1016
+,5051,6405,7416,5286,12835,10128,2232
+,7327,9514,9479,10031,10164,11697,3761
+,3566,9875,6758,1885,3926,6171,11641
+,11016,1964,8358,9775,8128,10131,7695
-,1007,12887,11947,12669,2295,7998,2637
+,12543,9301,6146,71,3352,12255,12674
+,9500,5704,8761,2992,8354,51,6627
+,8559,725,3672,12519,6829,12707,5537
+,4784,12083,1150,3418,3754,10781,7744
+,7977,6992,7904,6778,12836,329,12826
+,4616,6758,5416,10115,10312,8683,5579
-,7358,6060,7020,6622,12206,3788,9123
+,10819,3438,6852,12608,1119,2625,2487
+,2878,12313,7119,6834,370,8879,4783
+,1634,2262,5805,5287,9181,5356,4731
+,10040,4116,4141,9216,4303,5035,3879
+,7202,12894,8795,6764,8165,2757,5182
+,2604,9755,10405,6887,10343,5203,7918
-,5969,1985,4158,1810,9102,9341,12006
+,5924,4062,5025,11894,2099,9804,11379
+,9616,10535,10888,10157,4057,6581,5821
+,9644,5083,4872,5880,7816,8095,10246
+,3360,8547,710,198,61,12064,10597
+,8261,12975,10631,10733,6516,10195,6667
+,8055,2504,4439,9129,7010,2201,1304
-,5831,8025,11483,3886,5671,5121,4972
+,8583,10646,12831,8162,4544,9001,7892
+,4134,3405,3660,580,8552,260,7756
+,7267,6597,6772,5166,3657,1339,7105
+,2651,4797,4469,534,10190,4330,2989
+,10465,8192,5401,87,11432,4845,9556
+,1275,12388,369,9066,8810,8178,8872
-,2080,5416,10902,7423,8900,5373,11311
+,773,332,1901,10667,11937,11296,7409
+,4048,9280,1107,11195,8913,11552,9800
+,2829,6912,11622,5517,2306,3993,10273
+,7236,1122,4204,10344,1249,12991,11346
+,9038,3181,3416,12945,5759,2817,12895
+,12923,1755,3202,11250,1950,3072,11703
-,6387,11079,974,12840,6321,2908,11714
+,5806,6545,9192,7241,3951,367,11055
+,4806,10646,6797,6399,10863,12877,3304
+,106,3024,463,3556,5257,6498,1160
+,6399,3217,6040,5432,12851,1954,8069
+,5731,12840,4528,5518,9993,6298,12396
+,10927,6157,2992,10205,10642,7841,10626
-,2123,7493,12214,3866,11641,8634,5002
+,7067,2434,8773,11092,625,5214,7332
+,12450,1173,6839,2968,4036,566,7207
+,9188,9243,12439,6857,3074,8251,5329
+,3340,9991,4751,6576,7469,1911,5705
+,12904,1489,1567,2770,12701,2060,2365
+,9513,7400,3750,3499,2864,6274,4788
-,6244,10060,6254,134,4457,2953,11910
+,12908,10639,10039,8460,446,474,9189
+,10220,325,11400,11732,1914,3689,2827
+,5747,7473,9508,12775,11272,5309,12022
+,8830,4971,12841,8573,4960,820,11068
+,7234,7668,6126,3060,110,10285,1647
+,3598,6072,2977,7493,2725,1278,1026
-,4638,6697,1507,5697,2976,11112,167
+,5314,9655,3245,8709,4642,1260,3893
+,12452,11181,4479,10309,5927,2945,4269
+,12739,4710,9413,7132,3356,10427,6657
+,12847,4035,1174,8849,2945,4750,8145
+,12887,1720,9363,12938,7578,3715,10818
+,12130,3284,12246,7184,496,4495,4327
-,7807,7104,6357,2317,3235,1011,5103
+,3991,6958,3609,9575,10877,3050,3568
+,6700,7831,9062,6771,6454,6154,649
+,4323,8235,1011,2432,1596,5714,249
+,6591,9544,11581,3015,2015,3170,2660
+,11513,11786,3990,4915,1163,419,8802
+,435,9265,3230,4028,12180,11928,8525
-,3286,5556,10675,6916,8879,11945,538
+,2571,2587,5560,225,2323,5933,7622
+,3549,12856,6213,12343,14,5995,7320
+,8138,6093,10359,3252,9779,26,3879
+,2788,721,5627,880,6938,5750,2713
+,313,289,10261,5497,6197,6533,3005
+,12383,5030,8497,10015,1791,8426,4276
-,4915,549,9073,11631,7257,452,8809
+,3864,990,12541,10588,8894,9556,3497
+,6293,627,8012,1604,12905,6270,544
+,8858,4622,6081,1180,662,3715,7073
+,5250,3516,11760,6705,7166,7015,536
+,3379,1650,4877,3032,9879,6586,10903
+,2194,11159,5791,11627,6085,1628,6868
-,8886,10066,9741,435,9492,4448,6990
+,1122,1634,11568,3287,5387,10844,1507
+,7383,942,12433,12323,7165,3323,10068
+,992,2728,9556,9083,11373,7542,11583
+,3398,6136,5630,5115,9288,7049,4409
+,1467,6168,10736,9927,279,3449,12953
+,6179,1423,5913,9154,4140,2011,9214
-,5954,9392,2811,9269,11529,7756,4499
+,6198,11684,1894,7552,11223,2985,3012
+,8494,12120,2194,782,5428,337,6434
+,6613,7362,10325,12975,4910,7973,10008
+,1812,10605,172,964,6195,12530,2890
+,12390,1204,1898,11651,10651,6134,7679
+,3362,7262,3087,8191,5821,8047,6764
-,11743,3467,41,7454,8958,2716,6470
+,504,7634,11095,7249,6358,3363,5153
+,7990,9576,8318,9890,14,8571,314
+,4534,1841,11931,9387,4288,516,12539
+,8662,1615,7412,10829,1735,1915,10603
+,915,2369,9807,5223,5695,9238,6573
+,7684,8290,1724,3199,5331,889,3756
-,6513,10622,11538,10008,789,2798,4309
+,4929,11823,2053,4049,1292,2508,6822
+,6498,4938,3629,5227,7529,4093,3805
+,5834,4526,5966,4320,2415,3477,8224
+,8012,2583,487,4799,576,11704,2807
+,3720,7990,11673,3379,7088,8400,8897
+,11600,6956,6579,903,8459,8569,7690
-,9273,2018,9954,12228,12705,1391,12995
+,5681,9067,4539,3588,1050,4296,7421
+,7880,10032,7921,5638,8007,4161,12593
+,3729,4065,9906,2372,6129,5469,3831
+,8373,7287,3176,34,11223,613,1465
+,10917,5366,3302,977,9436,438,344
+,12326,6784,2776,4630,5015,8368,65
-,2098,9969,1878,10449,8538,7306,136
+,2042,3780,2302,508,10273,5127,11458
+,6981,929,8665,4897,5846,5101,9923
+,11533,11395,9617,4986,96,10084,3177
+,11612,1808,371,6150,11113,12580,4725
+,12681,12352,11280,6639,2301,312,4201
+,8718,8341,12204,6786,5220,2859,8499
-,7930,2776,3328,12165,2805,12649,586
+,7368,9076,9312,9071,6511,8882,11985
+,4706,10921,3105,12694,12137,7763,8215
+,5782,7725,1929,6346,11537,12302,5464
+,3230,9050,11912,8326,4575,10316,11443
+,12036,2449,4326,1122,4985,8236,5145
+,446,12659,11776,5517,7547,65,5810
-,2868,1524,853,5956,4057,8975,80
+,5819,1180,6353,7281,1080,5587,3242
+,590,4375,5171,8451,11204,7125,5756
+,9310,8275,7008,5526,10613,1958,7863
+,7804,1658,7432,3165,10427,7749,10181
+,3750,4128,5721,8720,3665,1979,10397
