OP,A1,A2,A3,A4,A5,A6,A7
+,4622,4910,1241,10185,952,10395,2974
-,7323,3542,8093,6795,124,3520,6748
+,12250,7834,3942,1186,10010,12063,10324
+,7019,10230,5131,8466,10375,2455,7763
-,12662,4649,1492,251,6607,6800,9344
+,7385,546,11647,7373,3027,1803,8059
+,8006,63,6801,7639,8051,5418,11043
-,12010,2384,8159,11582,9888,8790,5592
+,11273,12151,12593,2709,1466,9818,9167
+,11858,1748,9183,10792,10501,1359,12377
-,10485,1824,4015,8924,11760,11143,5939
+,3473,8750,538,7351,8069,10765,3216
+,11972,7697,6569,2105,6550,4835,1124
-,2751,44,10309,9001,4923,741,4458
+,7718,3685,5142,3992,646,8863,6004
+,3268,871,5941,4076,9517,5049,1933
-,1431,12196,7436,9742,575,6195,10568
+,6300,2001,9352,10764,5571,4768,379
+,11506,8976,3908,10022,5130,1228,1057
-,447,9834,12919,6898,5250,1050,7482
+,6881,12264,11192,5315,4019,2807,11590
+,5786,11919,1324,8854,8087,5711,6901
-,11173,9106,9730,1006,1050,7861,9035
+,11610,351,7867,8744,1871,11034,12048
+,1861,11902,11887,12533,7428,4609,4479
-,3379,5601,1657,5158,598,2283,8402
+,7338,4269,5907,5585,9477,10248,4785
+,12736,8404,627,3526,3842,9927,11227
-,5007,5269,7109,9578,694,11491,7599
+,7411,6707,2035,4426,7169,5971,10427
+,5362,11569,11947,1706,5536,8350,2366
-,5794,12605,8386,4183,11582,10973,10851
+,4470,11134,11698,5545,12908,10064,1052
+,11061,7221,1749,7374,5789,11675,1530
-,4514,10344,6795,4091,9512,2608,9949
+,12073,572,464,12653,4703,11522,8676
+,2928,2391,2098,10213,8280,2271,7736
-,2203,150,6630,7918,1867,1512,8756
+,5266,9821,2644,3606,9689,5783,4315
+,3160,7523,8713,6048,4071,9868,8198
-,5699,1405,7890,1468,4201,6966,546
+,7588,3364,8047,10956,10523,1938,4601
+,7290,1759,7856,11046,10745,6250,8677
-,12733,6205,3271,12560,3281,361,1709
+,9302,4189,2757,8898,7145,1396,2994
+,4510,8606,11333,6340,2044,6197,2803
-,1158,3802,6023,3764,4517,11223,7469
+,1344,6979,7509,6156,9513,11193,7610
+,9560,5936,2556,11099,12899,5628,3342
-,6520,1082,56,4146,11042,12387,5432
+,644,2898,7231,7149,9416,7010,9755
+,9870,367,4028,9910,1325,4684,3703
-,2740,9835,1866,12641,8999,4523,2903
+,6677,10139,11388,3371,5038,5258,10316
+,10052,1000,9811,3331,7873,7894,12822
-,2001,8096,7279,11380,8038,8308,2026
+,10502,11895,2573,7607,6071,7443,7364
+,2838,12828,4538,12361,6335,3938,1723
-,8393,6646,9394,8089,8181,7192,10679
+,10882,2488,9949,12530,1373,7998,4292
+,675,10556,5761,2556,9825,1092,2368
-,8123,8842,12401,2054,6652,8255,12617
+,5472,9511,12494,4244,12340,10784,48
+,12712,2911,11810,8912,1094,3213,4502
-,10748,5700,4963,8557,5604,5476,8650
+,11398,5505,12614,12501,525,7211,5556
+,3708,6534,12092,3171,788,7438,838
-,4695,1731,9708,7648,5714,2574,911
+,2817,4785,7883,7298,1684,1735,3453
+,5431,3952,6702,9319,4529,976,6920
-,5212,7670,138,5729,1879,2205,1224
+,236,10717,3539,6660,10707,11796,11220
+,3938,7268,7833,1302,1819,7839,12850
-,6193,7672,8965,11830,7789,446,11166
+,4049,1318,5839,10606,6092,10998,10966
+,10456,3337,9796,11052,2661,11096,5666
-,5511,4024,5292,4524,3620,11143,1149
+,5961,8481,1793,9774,57,7906,8099
+,2573,8501,6089,6418,4023,4046,9881
-,1316,3932,9749,4774,12364,5294,10050
+,4303,1945,8819,1447,8800,3162,4694
+,321,3279,10152,5117,9423,274,5891
-,11646,42,9956,8259,7992,11286,8724
+,2620,9573,4100,8649,3993,9123,9059
+,7453,11358,11322,12890,4808,7790,5140
-,3712,2774,8232,2211,538,3495,12426
+,505,9261,12245,863,2090,7410,11686
+,10520,9928,8338,11041,3086,925,12709
-,2338,5263,2495,1072,10449,1803,4466
+,12365,4915,3748,8096,6526,6745,6874
+,1895,11384,4767,9293,11201,11652,4144
-,6522,11009,8961,93,5635,9837,5572
+,6103,8237,10790,294,9421,9145,8366
+,3253,6118,2804,9128,9906,848,9110
-,8664,6110,10348,4883,3450,3653,11577
+,11431,1199,11777,1603,3070,9748,9692
+,11901,1468,12824,5025,9250,12064,7088
-,1894,2202,8157,5309,12550,12796,12814
+,12885,12945,8313,11031,6405,11002,3362
+,5168,11796,4337,4464,10149,2352,8222
-,3338,5816,1706,4440,6882,158,12269
+,7812,12248,9740,10619,7782,7310,831
+,8271,11141,7601,771,3697,6115,8532
-,12983,5205,5121,5596,7544,5831,4543
+,12460,3792,3128,5632,12822,6492,10431
+,4093,373,42,6780,10560,8215,5136
-,5472,9511,12494,4244,12340,10784,48
+,7360,10419,4330,485,7159,5685,11487
+,811,9835,3664,2418,8610,9902,5372
-,12437,655,5580,695,9334,11827,6944
+,8047,149,8646,5501,8703,5668,9086
+,12665,10541,4771,11900,1734,1449,4621
-,7070,8012,4881,1935,7833,9268,3910
+,4984,1090,7219,6549,2762,846,12551
+,11852,10190,7240,3669,12314,9269,12055
-,4703,790,8246,5330,10368,9216,6452
+,11786,8565,11907,4327,12187,6618,7825
+,2155,9893,9976,9315,12723,7200,9680
-,12246,9294,1217,5542,1080,8135,11390
+,6179,1550,7617,9514,1476,6811,9292
+,3016,3963,10400,4816,5565,6515,6744
-,12435,10974,11125,317,10722,4586,10103
+,9913,9326,5354,12346,1689,3374,1657
+,10397,586,11203,9202,804,8431,8705
-,12038,11537,10431,3282,900,3528,4932
+,4145,10176,7300,4074,860,8947,6315
+,11207,7999,2533,1441,1483,6314,10263
-,598,6184,5154,8426,7570,11219,4318
+,10746,5385,4017,9467,4322,1760,11467
+,669,6031,3579,5244,2066,1432,7971
-,9509,10822,11197,4225,9218,2950,11094
+,5078,8903,3706,10790,4602,8510,11620
+,8513,9819,5536,7366,8900,10022,4092
-,11201,12708,12145,4797,12311,10269,4611
+,8761,3924,6791,10225,6431,8384,11924
+,12858,657,10033,4303,943,2725,9733
-,3160,7523,8713,6048,4071,9868,8198
+,3044,6444,1805,1751,666,3001,9091
+,7689,5472,3501,4180,11247,2229,12932
-,6760,11655,9509,9393,3309,1246,7736
+,149,5418,423,2399,3475,9815,12274
+,5916,1769,3882,5495,9362,9246,8474
-,9993,12312,94,10255,6249,2660,2565
+,7384,12005,11324,6445,10695,6309,38
+,8854,2445,122,6811,5533,4292,12596
-,10414,3259,12330,1078,10546,1697,9956
+,1788,10474,2109,687,11329,12672,10324
+,10371,3759,8893,2437,5526,11872,4545
-,8461,12955,3000,935,8953,527,7719
+,10471,9400,2304,9065,12847,5161,1407
+,10177,2542,8444,3601,8133,1693,5099
-,3965,12751,2202,2381,12662,4173,12603
+,1795,5524,1342,6397,963,4767,398
+,8300,4560,10050,1162,12616,11968,4685
-,5780,5401,5164,6107,9150,10894,3928
+,9537,7184,5311,7176,6323,7473,5304
+,3467,1293,8423,11927,1062,9473,6723
-,6481,9870,9206,10516,12732,4265,1485
+,682,7430,11328,5489,4617,10283,3225
+,10136,9179,10364,8213,6167,12483,6758
-,10272,1000,11932,11275,5507,1551,8125
+,4272,391,11038,1203,4826,5822,4275
+,4015,4758,9156,3406,8745,1209,3390
-,7522,11554,697,8724,2540,7675,4162
+,12447,12355,5399,498,3792,12688,8851
+,8581,10949,7912,2386,4408,10854,8525
-,150,12717,10338,7144,7803,12379,4572
+,10820,11690,7561,8294,4808,8973,10747
+,9686,2303,3690,5388,3239,130,4506
-,7091,12550,10366,10377,8749,1926,2715
+,7388,9304,1753,10361,355,6747,3383
+,4096,9024,8165,2444,5739,1656,1981
-,11197,7924,9067,4550,6025,7547,5795
+,12550,12541,9753,2404,3747,1617,8444
+,3808,4745,7357,3972,1930,11877,6914
-,1672,4971,3432,6018,6687,7645,7392
+,9796,6872,10978,5001,4868,12238,433
+,11511,9031,10511,10921,9543,10524,4909
-,7290,1759,7856,11046,10745,6250,8677
+,6944,2975,7141,6421,2497,7770,8153
+,7621,7557,10648,11248,10702,12592,7983
-,12764,10312,9952,10783,6495,1731,7456
+,1376,6441,1575,7172,2150,7298,3383
+,1291,12943,5779,7292,4867,5118,1017
-,5543,6520,6299,5308,360,11396,9703
+,7685,11062,3406,12092,10717,6000,4354
+,5432,6814,5867,8024,12318,392,12646
-,1912,11594,5123,11488,2215,8547,12010
+,6803,11540,7462,8430,6746,9602,11045
+,9577,7321,11738,1146,9071,9967,3690
-,3661,11277,5040,1789,3369,3690,5084
+,8422,579,774,2374,771,10555,11829
+,1237,862,5142,11669,973,6369,5649
-,3083,10038,7424,5705,9907,8997,11441
+,10175,10468,11827,12426,10875,3315,1123
+,11196,5959,6710,736,2439,9540,1756
-,3268,871,5941,4076,9517,5049,1933
+,5644,6160,9268,1151,4357,12616,2360
+,6217,2761,1291,6165,1397,6953,11281
-,2962,3253,3982,4605,10865,4864,1354
+,6411,524,12046,9264,7929,5455,2504
+,4591,7794,11230,2190,9455,2233,9948
-,11082,4496,10218,1781,10818,7033,7136
+,1943,1496,3231,7136,2907,363,820
+,2932,9452,1299,1361,1661,1314,4168
-,7789,12519,6734,1407,5550,2606,11354
+,2161,3580,9129,2661,569,6909,9258
+,6945,3125,2243,5488,6182,5510,12635
-,8579,5973,11595,8330,10803,2179,12562
+,3290,4631,1749,5562,474,10669,6363
+,590,8327,12382,9661,10146,2391,11310
-,3558,6047,5616,10087,575,6189,6887
+,3442,6376,429,7731,1634,5732,2085
+,6221,12305,1425,10068,9183,4869,1121
-,9256,7827,9702,3746,12489,6684,4623
+,4576,9214,5117,11114,3264,11752,5700
+,6368,448,7574,4336,2122,485,4854
-,6420,12975,8038,10313,3291,5310,6153
+,3314,216,11089,1956,3424,12404,4274
+,3828,2357,2082,2317,2641,6972,402
-,9693,5605,8935,8074,12131,5654,3958
+,7923,7005,4704,6640,2639,6711,5608
+,4421,9458,8293,7751,6797,4250,5271
-,3566,7210,9296,11243,6360,6144,1022
+,10277,11644,10321,10231,10646,12606,11225
+,8428,1457,5135,7316,5219,3807,4334
-,11276,11601,3554,8176,5299,7394,2663
+,10985,6605,6881,10852,1832,3996,7814
+,2242,9423,8512,8604,30,6703,7254
-,8428,1457,5135,7316,5219,3807,4334
+,4409,12029,7329,8192,8067,396,5028
+,10551,4457,11556,3479,4051,8898,7422
-,11434,10779,2835,6137,8553,845,3935
+,6357,12968,10706,617,7805,5559,3861
+,1806,4388,10805,2904,3364,5663,5254
-,1352,7729,8178,1234,11139,540,4499
+,1674,11832,4580,8024,6844,11885,6811
+,11178,7039,8803,9471,4706,6303,10778
-,10967,11885,4866,9039,2847,3551,5702
+,3631,4136,10054,664,7006,5017,1572
+,11628,7917,12784,12176,3152,1602,6640
-,5862,3903,3644,9360,8980,2737,11668
+,11445,6840,7124,7882,839,3259,10538
+,11219,9340,3131,6591,8783,4136,5495
-,1747,8361,11772,7869,8076,10304,2274
+,5866,1583,10323,12649,2425,3894,3407
+,10192,4848,2828,11742,3715,7957,3046
-,9578,795,11124,10563,5106,11125,12370
+,8254,1564,2542,12968,8504,8261,9076
+,10075,2931,11669,4441,4557,11738,11919
-,10486,2646,44,114,5912,619,2048
+,4120,2785,12580,12321,8079,109,3987
+,5336,7656,7980,7274,9944,10611,12358
-,10177,2542,8444,3601,8133,1693,5099
+,10814,9832,3832,11147,88,7555,5122
+,9666,10058,7945,5087,7541,9645,11906
-,774,1362,1170,8869,5832,2277,11061
+,12471,4032,12050,12217,4332,1444,11124
+,5918,6772,12086,9647,1494,3343,7971
-,5866,1583,10323,12649,2425,3894,3407
+,4867,157,9060,8769,7027,11318,1128
+,5835,2274,11615,1298,3454,9489,9066
-,771,2261,3309,5203,3239,11475,1055
+,5268,9722,5743,1813,5810,11861,2540
+,4387,2833,8655,820,11381,5905,8265
-,10746,5385,4017,9467,4322,1760,11467
+,1239,10122,7288,11592,10664,7016,9535
+,8062,7315,4410,12269,12128,5239,9564
-,9451,4507,8817,10264,9790,6536,4202
+,556,12910,9276,7939,11966,12350,7525
+,11856,3024,8133,6281,3611,4070,2086
-,892,5974,11969,10952,12115,10611,8007
+,7799,12501,3822,4451,6956,9653,8721
+,11385,9505,11669,9152,1475,911,2620
-,1641,10529,1151,4662,8144,461,2417
+,4152,12653,2335,1252,7533,4830,5590
+,10084,374,20,4933,7493,7457,8976
-,9881,11038,5794,4175,8823,9001,9240
+,1601,2385,1699,3530,6247,1851,8404
+,5983,1311,8081,2553,1845,1004,5603
-,6946,11866,2168,828,3413,11054,9028
+,8483,1571,9165,11023,10106,1677,7562
+,3474,5264,3449,5656,10635,687,5476
-,2612,9145,186,3735,1145,9125,11111
+,3508,5197,11065,9878,7545,684,2703
+,9357,6712,706,11550,12762,3191,8443
-,7260,6067,4402,9602,836,2974,12617
+,3903,6346,9325,10077,10664,4077,367
+,10581,6985,9472,957,11712,9536,12704
-,6834,1062,3848,1625,3611,12337,11180
+,391,8709,4370,5045,4848,7785,4693
+,1193,10545,11231,5824,2893,10209,6604
-,6945,3125,2243,5488,6182,5510,12635
+,2252,10789,1058,5382,10803,10561,3038
+,7279,5827,454,4507,5194,6169,7721
-,4149,11067,6533,3109,3389,7232,2696
+,9485,6559,9308,11689,7386,4803,1658
+,12338,9021,4339,1100,11395,11034,3796
-,6325,12127,3169,12630,8060,8515,205
+,7940,10160,7346,12462,6469,4134,6907
+,7407,10446,5424,9014,12520,3578,8284
-,4219,8882,2752,12850,5656,3233,4003
+,317,9512,2884,4864,3679,7162,584
+,7596,12537,6549,4581,11041,10725,2860
-,9870,367,4028,9910,1325,4684,3703
+,12581,710,3074,459,11158,6160,9340
+,8059,5557,4696,6442,10622,9703,8933
-,6621,1174,9922,12671,9530,5646,1239
+,7880,12969,1053,7868,1732,7255,11151
+,6475,9142,3718,2185,7838,8826,7954
-,7588,3364,8047,10956,10523,1938,4601
+,12721,7829,6865,8013,8371,6185,10558
+,4431,4461,2066,9222,2664,6915,3695
-,11061,7221,1749,7374,5789,11675,1530
+,2102,3298,438,7745,11270,10287,9849
+,5114,7836,96,6046,11441,3527,411
-,5636,10454,9902,1311,1710,7463,9010
+,456,10543,11940,11325,12569,11737,12636
+,4680,9572,12296,546,6424,10772,12081
-,7257,1057,4620,7676,3223,11629,8399
+,12130,10471,5387,6816,9883,5577,7906
+,3000,178,7041,11011,3899,12730,12188
-,1497,3656,9096,1177,6157,7988,2402
+,11606,10232,10026,8554,7179,6175,9869
+,12458,12647,12191,873,1762,2534,3140
-,5916,1769,3882,5495,9362,9246,8474
+,9917,8528,4734,8410,3590,7295,7157
+,12664,86,5838,10924,8771,12404,8742
-,675,10556,5761,2556,9825,1092,2368
+,10137,8761,7009,10936,1344,5302,7499
+,5287,9523,1189,12452,8142,7463,5508
-,1344,6979,7509,6156,9513,11193,7610
+,11694,6535,1475,4594,12089,12006,7197
+,10832,6112,641,210,10520,12180,8493
-,2528,8336,4000,2892,10861,10141,755
+,7557,7896,8150,12774,7887,7102,9060
+,9946,3239,12791,10123,12751,590,3377
-,2381,12735,1594,992,1189,10092,6065
+,2169,6174,643,1516,4942,4816,1653
+,380,11837,8005,7606,9551,866,11618
-,6709,2181,11642,6548,9954,4367,473
+,4403,7176,5160,4195,2025,8186,6785
+,738,11110,6511,8478,12069,8667,7940
-,8581,10949,7912,2386,4408,10854,8525
+,259,7981,3290,5727,6000,8549,9884
+,1745,6417,4894,9109,1103,11207,4980
-,6272,12042,12215,1765,990,9627,12292
+,7615,2328,1935,6539,864,268,2411
+,11220,10571,7580,10982,2942,8015,6061
-,125,4998,5310,8918,2302,10329,7583
+,3131,5710,10152,5597,8058,8213,4324
+,9526,12206,2717,4214,10356,6791,9873
-,11967,5506,11398,7222,12355,4378,11604
+,3615,7007,2856,8460,7832,256,411
+,7014,4637,12363,1063,5341,12908,5900
-,11234,7871,3756,6033,6351,12336,11582
+,2289,9476,5702,2387,9398,11966,1053
+,2357,10769,6837,8285,11141,10919,9477
-,811,9835,3664,2418,8610,9902,5372
+,12677,8815,1320,563,9059,5613,11064
+,10353,11752,7579,200,831,1329,9368
-,5892,9205,8182,3430,12229,8940,11179
+,8829,3069,12829,9054,911,2544,10674
+,2215,7853,1239,6789,7936,11106,4558
-,11274,6722,10972,6747,12136,2555,3606
+,12406,1995,8712,7594,490,9085,3336
+,8076,8997,10252,2600,8878,1772,1646
-,2817,4785,7883,7298,1684,1735,3453
+,1394,11016,5770,4644,3811,7744,9707
+,10920,7979,5536,11829,8268,2217,10638
-,5983,1311,8081,2553,1845,1004,5603
+,10893,10669,145,212,6225,2596,3295
+,7897,5907,6696,11156,3164,11308,2217
-,6300,2001,9352,10764,5571,4768,379
+,333,8691,2579,4454,5264,12664,12596
+,3176,131,81,1205,2209,4503,2557
-,6221,12305,1425,10068,9183,4869,1121
+,4690,10195,12119,8913,1035,6766,5148
+,12981,7316,9931,8580,6632,5920,2760
-,6796,7143,4051,6403,1287,10160,12199
+,11101,4406,3944,8754,4073,6402,8761
+,8671,1334,5715,7573,10156,9278,1278
-,4523,10572,12361,9420,5506,10998,634
+,5386,4142,8923,5768,8667,3334,1606
+,8766,6611,2967,6069,5461,7062,12169
-,5266,9821,2644,3606,9689,5783,4315
+,11341,8587,6802,3772,12481,1174,2949
+,4292,12776,2760,6565,2239,11729,12954
-,9239,6127,2833,3361,8796,1897,8102
+,12289,10362,445,9910,1603,2484,9864
+,6224,1636,12063,10412,2137,1262,11051
-,6500,9323,2939,4066,7092,2697,6362
+,7284,7966,5994,4462,7752,4284,2571
+,9603,3990,2614,7747,9006,11278,6229
-,8932,3771,5502,985,7822,6890,278
+,3554,8807,7137,7703,9183,11083,11518
+,5009,6425,7947,9617,7390,12822,4803
-,4145,10176,7300,4074,860,8947,6315
+,1393,4495,10335,2223,9359,11669,7099
+,9978,2179,7432,734,10328,8825,244
-,9377,1877,776,151,2819,12020,6295
+,9926,6828,1573,11348,8331,6243,10371
+,10002,6068,4959,359,7519,6420,3157
-,2332,7907,8573,7519,6962,3474,12951
+,5577,2058,10833,7142,9857,11106,1530
+,10291,4417,5056,4129,5842,1612,309
-,9357,6712,706,11550,12762,3191,8443
+,8974,6851,10930,7027,10066,1297,8518
+,2333,6069,3064,6868,205,8843,12015
-,3508,5197,11065,9878,7545,684,2703
+,9925,4128,6067,11327,9702,1987,3623
+,6559,6355,7892,10597,5302,5024,4345
-,11606,10232,10026,8554,7179,6175,9869
+,7319,5210,11885,6414,8017,313,3655
+,8387,194,7607,11567,4506,70,12887
-,1275,694,12365,7607,11510,10541,11752
+,12378,10681,1773,2139,8918,1113,5006
+,6947,10730,10562,12913,1658,4836,567
-,11501,8192,2729,12151,2266,8756,834
+,10215,10445,6817,7340,376,5651,9459
+,3895,3284,12628,5422,1846,2985,2113
-,593,7277,2396,12192,7643,6563,9155
+,10323,10455,3318,6927,8210,863,3201
+,10682,4640,5438,11314,11972,2919,7613
-,4510,8606,11333,6340,2044,6197,2803
+,2515,5080,9625,9704,3388,9272,3451
+,9802,1635,7256,10068,11174,12041,5485
-,9917,8528,4734,8410,3590,7295,7157
+,8339,2636,7004,2529,397,9447,8106
+,3563,3671,11862,12619,4851,3527,1877
-,644,2898,7231,7149,9416,7010,9755
+,5518,10923,9064,1050,4242,12175,8359
+,10732,9699,10402,2168,8924,6379,6508
-,7621,7557,10648,11248,10702,12592,7983
+,4521,8644,5509,6683,1745,7070,3541
+,10188,4148,7857,8805,8523,2893,6370
-,2102,3298,438,7745,11270,10287,9849
+,3452,2073,7454,109,8945,7370,7582
+,2027,8011,9036,7925,756,3873,7247
-,11856,3024,8133,6281,3611,4070,2086
+,5407,11914,11432,9152,5316,6883,9600
+,4463,5616,9543,9860,3073,3180,1196
-,9753,830,3229,1357,7947,3347,8500
+,10741,464,10611,6409,3714,5024,9749
+,7849,10515,4730,4932,9721,8937,7836
-,12665,10541,4771,11900,1734,1449,4621
+,6438,492,9849,12023,1191,3404,8716
+,5567,8404,9005,9049,12849,2620,7140
-,4073,11161,7248,10228,3505,9294,6684
+,8256,2016,9779,2769,7814,6552,9047
+,9087,9058,124,7840,8025,12762,4644
-,1376,6441,1575,7172,2150,7298,3383
+,8825,7963,10149,6234,5081,10596,7852
+,7648,12758,1226,10532,11170,8183,660
-,12338,9021,4339,1100,11395,11034,3796
+,459,845,2547,9089,6792,3922,12063
+,7424,1820,11001,6828,8929,10462,8816
-,10832,6112,641,210,10520,12180,8493
+,6743,6971,1501,6585,5355,4885,3594
+,12706,9339,295,5646,5074,3847,9938
-,8854,2445,122,6811,5533,4292,12596
+,5617,9732,255,3608,8870,3177,1086
+,8619,5507,5422,9627,12955,6285,728
-,12981,7316,9931,8580,6632,5920,2760
+,9657,9627,6007,10870,3955,9763,904
+,4948,12521,9602,6559,5003,7979,1396
-,10699,6803,7486,6579,12561,12390,6579
+,1100,7903,2694,9749,7235,12010,6302
+,11799,10865,9733,10173,3246,5192,12319
-,317,9512,2884,4864,3679,7162,584
+,9056,4549,9340,7175,1959,2229,2032
+,555,12501,4317,1962,2759,9523,9713
-,5437,6823,2226,6332,6801,12644,2385
+,12503,5132,1853,9348,9736,1347,3985
+,4626,2064,9283,2649,3755,9359,6938
-,1515,7181,844,8135,6674,3261,312
+,4228,9091,11561,160,8699,2899,3889
+,5086,10488,9949,3152,4927,2278,5465
-,3131,5710,10152,5597,8058,8213,4324
+,2100,12928,566,10737,7706,8128,11905
+,11726,4532,11309,2594,1548,3999,278
-,6801,3252,10925,9707,4614,8314,5312
+,2727,5253,11520,6724,7003,4263,10340
+,7112,4744,8256,6186,3852,9569,697
-,4867,157,9060,8769,7027,11318,1128
+,11862,6686,4656,7410,8587,2653,10451
+,3233,10829,7349,636,8823,12016,545
-,7615,2328,1935,6539,864,268,2411
+,12436,5953,2521,2925,1511,12757,2543
+,8923,4136,1885,6323,8565,909,11532
-,1096,8058,7268,6673,5552,3319,9068
+,5553,7661,8134,11384,8563,10916,3274
+,6791,4582,11869,4240,2961,7145,7432
-,7662,12598,8531,8224,12595,1995,11731
+,2859,5736,6825,7849,4117,4486,2891
+,1886,10527,821,11131,5619,4690,4045
-,9554,11369,10996,11052,930,11257,8337
+,242,2840,3459,9871,11368,9548,8734
+,3509,10768,109,8720,7682,112,7758
-,9056,4549,9340,7175,1959,2229,2032
+,3102,4656,3221,6393,12087,8175,4075
+,6719,7288,886,9037,12263,4725,93
-,5168,11796,4337,4464,10149,2352,8222
+,11477,11349,11787,3038,223,7898,12003
+,12800,12429,2075,11848,2505,2075,3053
-,3422,1562,3983,11490,10269,4430,3892
+,9891,1560,3207,9611,3983,8329,12372
+,9649,2847,12985,10124,11392,8619,80
-,12503,5132,1853,9348,9736,1347,3985
+,11880,7775,9474,12027,5310,5962,8268
+,7010,7544,3616,3310,12805,5587,3403
-,11694,6535,1475,4594,12089,12006,7197
+,10752,5214,8374,10446,10313,8523,10719
+,1644,4849,11358,2327,12375,9473,10129
-,3452,2073,7454,109,8945,7370,7582
+,3834,5224,11535,7471,3359,12998,4450
+,11706,7851,9108,2016,6861,7376,7206
-,3102,4656,3221,6393,12087,8175,4075
+,8956,934,2030,5620,2034,3607,3976
+,3582,5339,10213,9175,10347,4461,11975
-,6944,2975,7141,6421,2497,7770,8153
+,10943,2204,3583,6970,3207,8504,2464
+,12530,12461,6529,7238,5504,2279,1426
-,5100,7487,9490,3268,9788,4921,3938
+,12467,8598,5945,9631,1859,6736,2536
+,9720,640,11026,1990,3687,5867,292
-,3873,12433,3311,12110,12662,3589,4528
+,9259,6847,12708,7232,5610,7024,2648
+,10601,5411,7147,8857,8853,6103,2512
-,6411,524,12046,9264,7929,5455,2504
+,7301,7592,3721,8227,9573,10900,11780
+,7004,7798,9157,1713,9260,7097,332
-,537,9093,3351,11668,2466,166,9216
+,1328,5548,10477,5288,1231,3104,280
+,9384,4760,11959,8652,11598,4971,4417
-,12447,12355,5399,498,3792,12688,8851
+,4026,11643,4559,1468,1828,2715,11968
+,10016,1169,6484,2480,12205,7015,12300
-,3019,6631,9519,10071,6742,8407,12955
+,5221,9303,2368,4364,8259,12903,3268
+,8136,953,1597,1796,635,2094,12151
-,7262,7457,2258,3781,6082,5103,4812
+,8008,2256,10395,6347,12755,319,12644
+,4138,11726,11690,12568,620,10731,8828
-,12885,12945,8313,11031,6405,11002,3362
+,11157,6596,3908,11343,7587,5731,7549
+,1810,8452,3006,8233,5982,7765,2614
-,6517,11009,664,3832,3556,775,8226
+,12672,256,4221,12298,6982,3698,722
+,10755,9342,12464,7979,3266,3427,10152
-,10016,1169,6484,2480,12205,7015,12300
+,1932,1006,1092,11854,508,7238,12017
+,11739,14,8719,7077,1357,5517,3669
-,4622,4910,1241,10185,952,10395,2974
+,8344,11668,11540,6639,5598,6080,8909
+,10780,11692,1484,9889,841,3534,5903
-,6199,10426,5530,7827,12511,4408,2705
+,1136,2376,12760,9188,12878,10106,9848
+,2060,3003,9487,6055,7016,9035,12576
-,333,8691,2579,4454,5264,12664,12596
+,11944,8421,4960,12685,846,11751,7029
+,1060,322,9591,592,11175,3290,12879
-,1061,6046,5527,4098,3342,1319,4224
+,5181,5221,3786,2367,532,5055,1070
+,12208,8352,300,6757,5713,1410,1162
-,12858,657,10033,4303,943,2725,9733
+,9932,10823,803,8533,2405,5007,2043
+,8569,455,8301,6125,10997,2599,2997
-,4519,4343,4777,6896,7401,10194,568
+,4311,8214,1242,5737,7061,10835,5815
+,11691,4570,9322,10239,5928,4867,11116
-,2728,3656,4663,12255,488,10587,4204
+,2533,8028,4755,4780,2071,3882,2220
+,11386,11315,9349,3896,10503,5378,206
-,2620,9573,4100,8649,3993,9123,9059
+,12263,7611,5617,11616,5948,8113,482
+,4888,8349,2185,8220,1452,4938,3467
-,7923,7005,4704,6640,2639,6711,5608
+,3230,7064,417,10979,12414,10101,2361
+,7189,11989,8104,2062,1354,6932,8009
-,1544,2973,10196,12658,6827,9976,6686
+,9558,10715,7974,9008,1101,5879,4638
+,11612,12013,11061,1815,4479,11717,1691
-,11506,8976,3908,10022,5130,1228,1057
+,2913,8068,12410,10782,9550,12935,1448
+,6477,11179,1207,3147,10553,9209,8554
-,3022,12684,8347,1360,4457,9340,4639
+,6629,9127,12417,7421,8319,588,10431
+,6928,7569,10648,10352,1232,7735,3407
-,5336,7656,7980,7274,9944,10611,12358
+,12634,8350,11005,10512,8071,11928,12865
+,896,2694,12864,11596,2529,11723,4998
-,11273,12151,12593,2709,1466,9818,9167
+,8689,7831,4119,10997,2323,5676,59
+,295,2947,2865,4072,8036,8921,1395
-,12712,2911,11810,8912,1094,3213,4502
+,10320,8834,809,7852,9385,3860,5138
+,2173,6849,6064,11844,4903,7284,6392
-,6103,8237,10790,294,9421,9145,8366
+,10103,8759,12038,1728,3956,11652,2423
+,4318,1531,869,7555,10077,2080,1775
-,3050,7894,12351,12367,10071,11600,2599
+,11238,2429,7181,6975,3473,9576,4247
+,4269,12266,3075,6933,12979,9413,9104
-,3016,3963,10400,4816,5565,6515,6744
+,3945,4385,3573,5497,12037,2479,10079
+,11459,1453,10792,7825,3280,2579,704
-,7849,10515,4730,4932,9721,8937,7836
+,7594,9292,10263,6776,10452,9554,5262
+,190,1839,11580,2610,12170,2644,543
-,2093,10243,6872,11944,12,12164,5391
+,2891,8405,10634,2324,10067,11499,3483
+,3659,9341,10518,2914,3397,2528,4450
-,11972,7697,6569,2105,6550,4835,1124
+,1608,8218,6990,3050,9395,3861,1543
+,11460,5225,4002,12588,11598,9,4774
-,8733,6981,5180,2066,1968,7663,2317
+,7487,7372,5582,10881,2837,4658,10333
+,6470,8872,7502,12410,9087,6595,9170
-,7244,1652,639,7227,5141,296,5219
