OP,A1,A2,A3,A4,A5,A6,A7
-,3308,10539,9173,1007,11822,8321,12412
+,3650,3745,12681,6522,5446,1601,9299
-,3650,3745,12681,6522,5446,1601,9299
+,11505,6500,11989,4462,538,7895,8409
-,11505,6500,11989,4462,538,7895,8409
+,10617,9220,4860,3356,4439,4025,1385
-,10617,9220,4860,3356,4439,4025,1385
+,8101,4092,4583,10187,5691,9646,8566
-,8101,4092,4583,10187,5691,9646,8566
+,4446,5781,10334,678,4276,7553,9985
-,4446,5781,10334,678,4276,7553,9985
+,5022,3124,1287,1064,10658,10893,6419
-,5022,3124,1287,1064,10658,10893,6419
+,1792,5121,1901,10606,10552,8303,2965
-,1792,5121,1901,10606,10552,8303,2965
+,6346,734,3631,8358,8248,10788,5345
-,6346,734,3631,8358,8248,10788,5345
+,8709,2527,4031,6442,3998,6507,11355
-,8709,2527,4031,6442,3998,6507,11355
+,4431,6667,192,4222,11279,12272,9178
-,4431,6667,192,4222,11279,12272,9178
+,810,11305,11208,12906,5589,10013,6699
-,810,11305,11208,12906,5589,10013,6699
+,12403,10091,9077,11955,10596,12927,349
-,12403,10091,9077,11955,10596,12927,349
+,5198,8993,287,4109,12774,9491,8526
-,5198,8993,287,4109,12774,9491,8526
+,4791,6652,10296,11775,9335,10944,12203
-,4791,6652,10296,11775,9335,10944,12203
+,1744,9152,5815,7769,2862,1916,6516
-,1744,9152,5815,7769,2862,1916,6516
+,1754,9451,8160,450,10055,7270,9296
-,1754,9451,8160,450,10055,7270,9296
+,800,7638,5754,10505,915,4083,5497
-,800,7638,5754,10505,915,4083,5497
+,3256,3379,5807,11880,11662,6933,10850
-,3256,3379,5807,11880,11662,6933,10850
+,11598,4022,9259,10914,3638,7961,10218
-,11598,4022,9259,10914,3638,7961,10218
+,3509,2206,9799,4030,9049,1762,8182
-,3509,2206,9799,4030,9049,1762,8182
+,5035,5414,7983,11552,1340,9245,4174
-,5035,5414,7983,11552,1340,9245,4174
+,5284,8545,7473,8920,606,8585,2165
-,5284,8545,7473,8920,606,8585,2165
+,7662,8790,3757,11669,11537,8594,9081
-,7662,8790,3757,11669,11537,8594,9081
+,10690,7414,5536,2551,4703,5711,7446
-,10690,7414,5536,2551,4703,5711,7446
+,11180,2155,9392,5475,10068,12958,478
-,11180,2155,9392,5475,10068,12958,478
+,1118,12268,6373,8055,460,2830,6257
-,1118,12268,6373,8055,460,2830,6257
+,907,12078,2774,11388,12933,11322,846
-,907,12078,2774,11388,12933,11322,846
+,3017,10297,3977,6658,7579,4773,7355
-,3017,10297,3977,6658,7579,4773,7355
+,9329,7107,12144,2071,4825,2265,8275
-,9329,7107,12144,2071,4825,2265,8275
+,8797,5158,6886,11530,8237,57,3005
-,8797,5158,6886,11530,8237,57,3005
+,12205,4272,7592,5862,10412,9437,10930
-,12205,4272,7592,5862,10412,9437,10930
+,6656,12407,12568,11305,3053,3288,9967
-,6656,12407,12568,11305,3053,3288,9967
+,12925,3219,12258,4705,4067,1302,2923
-,12925,3219,12258,4705,4067,1302,2923
+,7766,2651,7743,10956,12088,8209,10291
-,7766,2651,7743,10956,12088,8209,10291
+,12114,223,542,7574,12109,10524,151
-,12114,223,542,7574,12109,10524,151
+,11905,556,1433,5893,2057,1715,1330
-,11905,556,1433,5893,2057,1715,1330
+,5600,3415,12638,8039,12050,12621,10422
-,5600,3415,12638,8039,12050,12621,10422
+,10250,10163,1200,7086,5901,11338,12962
-,10250,10163,1200,7086,5901,11338,12962
+,9426,6196,2402,10517,6293,6140,3395
-,9426,6196,2402,10517,6293,6140,3395
+,4164,11079,12837,1137,7758,8800,11954
-,4164,11079,12837,1137,7758,8800,11954
+,3633,4688,10733,1515,11020,7492,3601
-,3633,4688,10733,1515,11020,7492,3601
+,8414,10943,2497,4566,3479,6188,5726
-,8414,10943,2497,4566,3479,6188,5726
+,4011,4872,11759,12772,5355,1956,3818
-,4011,4872,11759,12772,5355,1956,3818
+,5277,3480,1429,791,12297,9478,5296
-,5277,3480,1429,791,12297,9478,5296
+,7457,10157,2730,7196,3691,2643,327
-,7457,10157,2730,7196,3691,2643,327
+,5752,4878,3981,10617,8683,11600,955
-,5752,4878,3981,10617,8683,11600,955
+,7227,7116,2574,1311,11126,12015,8617
-,7227,7116,2574,1311,11126,12015,8617
+,7041,10178,4366,8006,12230,29,8605
-,7041,10178,4366,8006,12230,29,8605
+,3715,12800,4287,6351,8364,9457,12924
-,3715,12800,4287,6351,8364,9457,12924
+,3913,9031,8084,966,8505,3979,6908
-,3913,9031,8084,966,8505,3979,6908
+,1709,3868,7738,6764,1260,11735,10436
-,1709,3868,7738,6764,1260,11735,10436
+,12768,12983,2922,7366,7736,12331,6727
-,12768,12983,2922,7366,7736,12331,6727
+,10983,9467,11895,3667,4575,975,8532
-,10983,9467,11895,3667,4575,975,8532
+,1649,12119,11321,8406,8508,4458,8901
-,1649,12119,11321,8406,8508,4458,8901
+,411,11430,10768,6121,11609,4537,1934
-,411,11430,10768,6121,11609,4537,1934
+,2624,12300,11880,8678,7363,12052,7497
-,2624,12300,11880,8678,7363,12052,7497
+,5560,593,3211,162,2705,3282,2344
-,5560,593,3211,162,2705,3282,2344
+,12013,11502,2936,6113,4758,5310,12615
-,12013,11502,2936,6113,4758,5310,12615
+,7200,782,10881,10136,1789,4086,1729
-,7200,782,10881,10136,1789,4086,1729
+,1991,12886,1827,4811,3236,12067,11298
-,1991,12886,1827,4811,3236,12067,11298
+,9680,7675,7112,9154,1544,9440,2736
-,9680,7675,7112,9154,1544,9440,2736
+,4872,11360,3250,12809,6139,7796,9429
-,4872,11360,3250,12809,6139,7796,9429
+,7892,11815,11169,2344,5767,1138,6651
-,7892,11815,11169,2344,5767,1138,6651
+,2461,5698,9941,8733,11454,12763,3235
-,2461,5698,9941,8733,11454,12763,3235
+,1650,282,6476,5193,1467,12220,6738
-,1650,282,6476,5193,1467,12220,6738
+,4048,10539,9900,10885,5449,7562,4314
-,4048,10539,9900,10885,5449,7562,4314
+,4271,2963,6617,11228,7274,7058,7217
-,4271,2963,6617,11228,7274,7058,7217
+,4691,976,5964,2875,3664,6988,3215
-,4691,976,5964,2875,3664,6988,3215
+,11949,9290,9586,11849,12230,7967,762
-,11949,9290,9586,11849,12230,7967,762
+,7510,630,7959,9199,10302,4963,7961
-,7510,630,7959,9199,10302,4963,7961
+,3220,12155,10213,3840,11198,5522,4789
-,3220,12155,10213,3840,11198,5522,4789
+,1143,12071,2359,6842,5312,6248,2480
-,1143,12071,2359,6842,5312,6248,2480
+,7712,1799,8453,5852,6307,12463,12389
-,7712,1799,8453,5852,6307,12463,12389
+,1405,6234,12199,349,599,12095,3290
-,1405,6234,12199,349,599,12095,3290
+,803,383,9473,6978,4963,9320,7792
-,803,383,9473,6978,4963,9320,7792
+,11985,2753,5786,9434,5622,1690,2896
-,11985,2753,5786,9434,5622,1690,2896
+,12561,9762,6113,2975,11136,7588,9288
-,12561,9762,6113,2975,11136,7588,9288
+,2067,6230,10551,8311,6402,10652,1828
-,2067,6230,10551,8311,6402,10652,1828
+,2707,10615,10486,1195,7718,6192,1690
-,2707,10615,10486,1195,7718,6192,1690
+,6076,8146,1787,7100,7110,12777,4518
-,6076,8146,1787,7100,7110,12777,4518
+,1487,10790,1057,11394,4454,12259,11937
-,1487,10790,1057,11394,4454,12259,11937
+,8168,2673,952,11289,10849,8221,11477
-,8168,2673,952,11289,10849,8221,11477
+,4416,1133,1223,11381,7153,12003,10252
-,4416,1133,1223,11381,7153,12003,10252
+,9405,7461,7053,1309,12385,1795,4687
-,9405,7461,7053,1309,12385,1795,4687
+,9684,12953,8813,12749,5162,1354,3738
-,9684,12953,8813,12749,5162,1354,3738
+,1699,6072,12958,4461,8998,1938,10295
-,1699,6072,12958,4461,8998,1938,10295
+,9490,9454,5016,11108,3164,9204,4565
-,9490,9454,5016,11108,3164,9204,4565
+,8464,8450,7115,3576,9243,3695,3224
-,8464,8450,7115,3576,9243,3695,3224
+,4298,4494,9533,11025,5613,6493,6219
-,4298,4494,9533,11025,5613,6493,6219
+,7427,357,852,10017,11735,3776,11201
-,7427,357,852,10017,11735,3776,11201
+,6858,1015,4445,866,10550,8659,12558
-,6858,1015,4445,866,10550,8659,12558
+,10230,4741,4525,5856,9851,118,7946
-,10230,4741,4525,5856,9851,118,7946
+,919,8029,6696,10444,4407,10898,4081
-,919,8029,6696,10444,4407,10898,4081
+,6516,11271,2098,3610,10693,2760,4198
-,6516,11271,2098,3610,10693,2760,4198
+,6941,5427,694,12523,3071,4498,6863
-,6941,5427,694,12523,3071,4498,6863
+,11306,4149,4834,8862,8273,8204,5517
-,11306,4149,4834,8862,8273,8204,5517
+,11609,9532,9416,6017,11588,1245,2502
-,11609,9532,9416,6017,11588,1245,2502
+,451,11966,2881,7062,2242,4052,3065
-,451,11966,2881,7062,2242,4052,3065
+,263,10415,8031,12991,9944,10660,1346
-,263,10415,8031,12991,9944,10660,1346
+,4677,11989,8449,5074,10549,8623,1800
-,4677,11989,8449,5074,10549,8623,1800
+,12750,9783,10235,2562,2938,3789,139
-,12750,9783,10235,2562,2938,3789,139
+,5668,4906,9253,4067,9840,12594,3069
-,5668,4906,9253,4067,9840,12594,3069
+,6372,7501,8445,12436,7466,12968,8920
-,6372,7501,8445,12436,7466,12968,8920
+,3942,5979,12643,6900,4639,11640,3413
-,3942,5979,12643,6900,4639,11640,3413
+,600,5121,9776,7569,11076,1644,11115
-,600,5121,9776,7569,11076,1644,11115
+,9077,2016,12705,9682,11403,9879,8162
-,9077,2016,12705,9682,11403,9879,8162
+,9569,4974,11716,6314,2106,4168,9316
-,9569,4974,11716,6314,2106,4168,9316
+,10685,10605,11977,62,4344,10288,1297
-,10685,10605,11977,62,4344,10288,1297
+,6609,7761,3188,9859,2974,7074,6635
-,6609,7761,3188,9859,2974,7074,6635
+,12362,6590,6842,5407,9332,8712,4768
-,12362,6590,6842,5407,9332,8712,4768
+,1642,6933,7205,2413,2894,8215,2253
-,1642,6933,7205,2413,2894,8215,2253
+,412,1185,2539,10973,11538,7506,8598
-,412,1185,2539,10973,11538,7506,8598
+,2338,12526,8714,9529,10776,1983,6734
-,2338,12526,8714,9529,10776,1983,6734
+,4398,11571,6756,1622,11206,5415,7620
-,4398,11571,6756,1622,11206,5415,7620
+,9064,5022,9286,5346,6993,8305,10249
-,9064,5022,9286,5346,6993,8305,10249
+,1758,7171,3759,432,3175,5103,8794
-,1758,7171,3759,432,3175,5103,8794
+,3747,10798,3362,7739,244,12016,3169
-,3747,10798,3362,7739,244,12016,3169
+,7900,2137,12899,835,7295,860,124
-,7900,2137,12899,835,7295,860,124
+,8135,1558,388,4791,2562,6318,12613
-,8135,1558,388,4791,2562,6318,12613
+,7545,2597,1895,8154,8116,6397,10981
-,7545,2597,1895,8154,8116,6397,10981
+,4160,3621,8032,1239,12014,11262,1021
-,4160,3621,8032,1239,12014,11262,1021
+,8634,8174,2425,6222,2269,10963,4675
-,8634,8174,2425,6222,2269,10963,4675
+,80,8038,2507,2543,4916,8021,8802
-,80,8038,2507,2543,4916,8021,8802
+,449,11961,4560,7494,8274,8751,9986
-,449,11961,4560,7494,8274,8751,9986
+,11966,12894,7102,5369,4591,7881,4927
-,11966,12894,7102,5369,4591,7881,4927
+,2559,5457,8146,11762,1880,9255,9083
-,2559,5457,8146,11762,1880,9255,9083
+,4701,8493,11161,11735,9611,6468,9198
-,4701,8493,11161,11735,9611,6468,9198
+,3930,1509,8297,4924,5537,9174,7700
-,3930,1509,8297,4924,5537,9174,7700
+,1490,9966,2884,43,3019,4611,7599
-,1490,9966,2884,43,3019,4611,7599
+,7624,9220,6443,4048,562,11428,6727
-,7624,9220,6443,4048,562,11428,6727
+,3862,11121,12988,8345,2250,12161,8009
-,3862,11121,12988,8345,2250,12161,8009
+,10413,6276,33,337,10383,4122,963
-,10413,6276,33,337,10383,4122,963
+,1996,3292,11205,448,6132,7802,2049
-,1996,3292,11205,448,6132,7802,2049
+,10821,5447,9365,11287,11559,2762,7660
-,10821,5447,9365,11287,11559,2762,7660
+,1117,8609,7044,9954,6170,10279,5665
-,1117,8609,7044,9954,6170,10279,5665
+,5956,12544,2075,1353,11572,8020,5224
-,5956,12544,2075,1353,11572,8020,5224
+,11762,7084,4568,12934,5356,907,12028
-,11762,7084,4568,12934,5356,907,12028
+,8690,2336,8967,6689,10413,8802,12805
-,8690,2336,8967,6689,10413,8802,12805
+,10356,9068,7971,10257,9640,10920,11520
-,10356,9068,7971,10257,9640,10920,11520
+,11943,3364,4533,3227,8434,1514,2761
-,11943,3364,4533,3227,8434,1514,2761
+,11368,10639,7454,8547,3000,3948,10548
-,11368,10639,7454,8547,3000,3948,10548
+,4887,9295,12141,800,2441,7885,9835
-,4887,9295,12141,800,2441,7885,9835
+,3130,391,8084,6157,3438,2918,9645
-,3130,391,8084,6157,3438,2918,9645
+,11965,1331,4271,6950,10649,7864,5094
-,11965,1331,4271,6950,10649,7864,5094
+,9502,4047,260,10817,11316,471,2826
-,9502,4047,260,10817,11316,471,2826
+,8835,6833,7277,4053,2085,7430,9953
-,8835,6833,7277,4053,2085,7430,9953
+,3159,818,233,3970,4395,2195,384
-,3159,818,233,3970,4395,2195,384
+,6866,8081,3023,2422,4223,1267,2703
-,6866,8081,3023,2422,4223,1267,2703
+,5426,198,11262,8609,9676,2924,8789
-,5426,198,11262,8609,9676,2924,8789
+,10773,6476,6033,6949,8192,2374,334
-,10773,6476,6033,6949,8192,2374,334
+,7589,10824,8730,10180,8572,599,1929
-,7589,10824,8730,10180,8572,599,1929
+,8829,3130,11936,12119,12081,5911,8299
-,8829,3130,11936,12119,12081,5911,8299
+,3705,3924,6335,6413,518,3116,7774
-,3705,3924,6335,6413,518,3116,7774
+,11152,148,9625,3034,228,4795,3813
-,11152,148,9625,3034,228,4795,3813
+,6910,244,9407,12120,2115,6122,7910
-,6910,244,9407,12120,2115,6122,7910
+,7984,5419,9542,7009,8983,7711,10169
-,7984,5419,9542,7009,8983,7711,10169
+,12234,6715,9336,628,11152,12689,6932
-,12234,6715,9336,628,11152,12689,6932
+,8031,1233,4053,4687,1969,9852,10508
-,8031,1233,4053,4687,1969,9852,10508
+,7365,8656,3520,12606,471,8963,7541
-,7365,8656,3520,12606,471,8963,7541
+,806,1806,10060,6892,10127,874,12692
-,806,1806,10060,6892,10127,874,12692
+,10269,3301,5257,1142,12282,12911,531
-,10269,3301,5257,1142,12282,12911,531
+,3496,6356,6411,9323,8079,10332,2034
-,3496,6356,6411,9323,8079,10332,2034
+,6089,1970,7518,2599,5885,4745,11803
-,6089,1970,7518,2599,5885,4745,11803
+,9933,9636,3129,1880,1178,3195,6603
-,9933,9636,3129,1880,1178,3195,6603
+,7366,3804,1789,7632,6123,422,12481
-,7366,3804,1789,7632,6123,422,12481
+,9837,10164,12321,5964,10654,8022,2567
-,9837,10164,12321,5964,10654,8022,2567
+,2750,5237,10635,9209,309,11844,4329
-,2750,5237,10635,9209,309,11844,4329
+,4375,10850,1584,3031,5498,11911,8398
-,4375,10850,1584,3031,5498,11911,8398
+,375,9484,4420,12950,159,11605,3920
-,375,9484,4420,12950,159,11605,3920
+,5225,1303,8819,4823,10768,12784,7883
-,5225,1303,8819,4823,10768,12784,7883
+,66,7592,1038,6892,12943,12104,1144
-,66,7592,1038,6892,12943,12104,1144
+,1436,10386,9477,12135,6305,5964,2613
-,1436,10386,9477,12135,6305,5964,2613
+,4891,5275,5969,11809,12831,6241,8403
-,4891,5275,5969,11809,12831,6241,8403
+,1749,12434,11271,6083,326,3729,8899
-,1749,12434,11271,6083,326,3729,8899
+,5231,3867,10294,8700,2317,11641,4209
-,5231,3867,10294,8700,2317,11641,4209
+,8314,12590,1176,1137,12500,808,12647
-,8314,12590,1176,1137,12500,808,12647
+,7369,12809,1815,1579,1252,12506,3518
-,7369,12809,1815,1579,1252,12506,3518
+,6172,12980,11384,8487,4707,9699,1885
-,6172,12980,11384,8487,4707,9699,1885
+,1778,6947,178,5292,3414,6535,1078
-,1778,6947,178,5292,3414,6535,1078
+,50,644,3623,1356,8239,9777,5946
-,50,644,3623,1356,8239,9777,5946
+,7528,243,6521,7449,9377,5372,9606
-,7528,243,6521,7449,9377,5372,9606
+,2241,1496,11399,7562,6830,8701,4651
-,2241,1496,11399,7562,6830,8701,4651
+,7960,8008,8981,8397,3381,4629,5420
-,7960,8008,8981,8397,3381,4629,5420
+,8359,4761,6947,4498,12890,12128,10043
-,8359,4761,6947,4498,12890,12128,10043
+,10539,10269,10998,5996,1048,1926,7376
-,10539,10269,10998,5996,1048,1926,7376
+,11128,7226,2666,1828,8112,5801,8915
-,11128,7226,2666,1828,8112,5801,8915
+,7444,45,6984,1712,1631,12408,11339
-,7444,45,6984,1712,1631,12408,11339
+,12691,12372,11885,6903,676,12520,1776
-,12691,12372,11885,6903,676,12520,1776
+,6054,8866,7142,8138,3033,12885,11206
-,6054,8866,7142,8138,3033,12885,11206
+,7798,7420,9948,11948,6829,4615,11798
-,7798,7420,9948,11948,6829,4615,11798
+,6717,10809,3117,5428,10205,9426,7784
-,6717,10809,3117,5428,10205,9426,7784
+,2952,5710,9868,11077,11985,12571,8950
-,2952,5710,9868,11077,11985,12571,8950
+,11945,4662,6840,3117,8741,2562,1291
-,11945,4662,6840,3117,8741,2562,1291
+,4070,3063,3661,10384,4626,8836,9198
-,4070,3063,3661,10384,4626,8836,9198
+,5742,8236,4051,6557,12685,11452,5970
-,5742,8236,4051,6557,12685,11452,5970
+,2702,3535,4486,1812,5064,4750,4281
-,2702,3535,4486,1812,5064,4750,4281
+,653,7309,7445,2430,2309,11308,408
-,653,7309,7445,2430,2309,11308,408
+,9133,1392,4041,4876,9057,5427,2588
-,9133,1392,4041,4876,9057,5427,2588
+,8319,10281,114,12938,6145,4241,9034
-,8319,10281,114,12938,6145,4241,9034
+,9105,2846,207,8888,3851,11434,3609
-,9105,2846,207,8888,3851,11434,3609
+,6004,7476,3151,6807,2498,2569,3530
-,6004,7476,3151,6807,2498,2569,3530
+,10884,42,6214,5984,12088,6911,3602
-,10884,42,6214,5984,12088,6911,3602
+,4613,7210,8580,332,11149,2037,10813
-,4613,7210,8580,332,11149,2037,10813
+,364,5240,12866,10261,6318,9813,10988
-,364,5240,12866,10261,6318,9813,10988
+,5868,1290,8971,11056,2144,4257,1088
-,5868,1290,8971,11056,2144,4257,1088
+,5228,7835,1266,4655,327,7874,3356
-,5228,7835,1266,4655,327,7874,3356
+,9294,7977,1414,10918,1648,11669,918
-,9294,7977,1414,10918,1648,11669,918
+,4388,6745,5857,5945,10730,268,961
-,4388,6745,5857,5945,10730,268,961
+,8159,196,9409,10737,3357,7663,12244
-,8159,196,9409,10737,3357,7663,12244
+,4255,8251,4211,950,4129,10784,4420
-,4255,8251,4211,950,4129,10784,4420
+,933,12587,12499,4938,303,7155,4481
-,933,12587,12499,4938,303,7155,4481
+,1233,5872,4862,13000,10354,9425,8115
-,1233,5872,4862,13000,10354,9425,8115
+,5686,9339,918,4088,11678,4058,7415
-,5686,9339,918,4088,11678,4058,7415
+,12464,4680,1181,10123,2132,12464,2932
-,12464,4680,1181,10123,2132,12464,2932
+,8784,3413,9086,12100,2617,5965,2631
-,8784,3413,9086,12100,2617,5965,2631
+,5033,6894,2292,4124,10480,5440,527
-,5033,6894,2292,4124,10480,5440,527
+,6705,10921,10077,4965,6490,445,9417
-,6705,10921,10077,4965,6490,445,9417
+,4233,1203,3605,8688,13,1839,3418
-,4233,1203,3605,8688,13,1839,3418
+,9029,2148,1078,6495,2328,5618,6797
-,9029,2148,1078,6495,2328,5618,6797
+,278,10669,5349,7534,1016,2064,11356
-,278,10669,5349,7534,1016,2064,11356
+,6690,3572,9740,10412,12277,10749,2045
-,6690,3572,9740,10412,12277,10749,2045
+,8422,12311,7857,9241,2834,532,258
-,8422,12311,7857,9241,2834,532,258
+,5179,5846,6107,6694,8453,10483,5816
-,5179,5846,6107,6694,8453,10483,5816
+,12687,5187,6761,6851,4856,9710,1031
-,12687,5187,6761,6851,4856,9710,1031
+,4420,4986,10490,257,11811,7986,9682
-,4420,4986,10490,257,11811,7986,9682
+,2860,10904,12331,8963,9928,9938,2566
-,2860,10904,12331,8963,9928,9938,2566
+,6881,7687,103,10165,94,1564,6903
-,6881,7687,103,10165,94,1564,6903
+,6606,6928,11102,12281,3817,6427,10569
-,6606,6928,11102,12281,3817,6427,10569
+,2326,10579,748,11257,1144,10318,9972
-,2326,10579,748,11257,1144,10318,9972
+,3307,6879,4709,8489,5906,3320,5860
-,3307,6879,4709,8489,5906,3320,5860
+,9353,11690,5373,7468,11610,9941,10840
-,9353,11690,5373,7468,11610,9941,10840
+,61,3532,2838,12016,2864,2708,2203
-,61,3532,2838,12016,2864,2708,2203
+,450,11514,4472,5926,9036,4219,6022
-,450,11514,4472,5926,9036,4219,6022
+,1843,8691,10882,6688,8519,12657,12560
-,1843,8691,10882,6688,8519,12657,12560
+,4418,7898,5829,12672,7214,11126,4330
-,4418,7898,5829,12672,7214,11126,4330
+,2482,4439,5735,1646,12595,6711,318
-,2482,4439,5735,1646,12595,6711,318
+,10297,8874,11751,8558,10886,5537,3123
-,10297,8874,11751,8558,10886,5537,3123
+,4757,7406,10815,985,6087,11442,9380
-,4757,7406,10815,985,6087,11442,9380
+,8877,8095,7247,6949,11522,1389,10561
-,8877,8095,7247,6949,11522,1389,10561
+,9701,2589,12288,11068,10006,6073,7890
-,9701,2589,12288,11068,10006,6073,7890
+,11311,7199,3994,11683,9952,4645,5299
-,11311,7199,3994,11683,9952,4645,5299
+,4415,9113,5257,5067,11343,12679,11161
-,4415,9113,5257,5067,11343,12679,11161
+,7493,804,10004,808,10092,11928,4612
-,7493,804,10004,808,10092,11928,4612
+,4253,10868,930,3110,9887,1949,8400
-,4253,10868,930,3110,9887,1949,8400
+,1805,2124,8521,10042,11671,8732,9223
-,1805,2124,8521,10042,11671,8732,9223
+,2855,5871,7484,2598,11714,12353,10472
-,2855,5871,7484,2598,11714,12353,10472
+,2449,1067,3161,12332,9244,5383,6229
-,2449,1067,3161,12332,9244,5383,6229
+,2914,3440,7609,1387,9991,597,1723
-,2914,3440,7609,1387,9991,597,1723
+,7431,9663,4413,1725,1381,12590,12923
-,7431,9663,4413,1725,1381,12590,12923
+,4318,5666,12531,59,8493,4343,12945
-,4318,5666,12531,59,8493,4343,12945
+,12003,6065,1910,6738,489,9369,5366
-,12003,6065,1910,6738,489,9369,5366
+,8507,10200,3573,11501,4454,2708,4223
-,8507,10200,3573,11501,4454,2708,4223
+,10303,4501,3127,5011,4645,12189,2457
-,10303,4501,3127,5011,4645,12189,2457
+,1096,3430,11614,1169,9619,8831,11542
-,1096,3430,11614,1169,9619,8831,11542
+,2293,7731,2535,611,12202,796,5750
-,2293,7731,2535,611,12202,796,5750
+,400,1737,3520,4994,10087,9825,6169
-,400,1737,3520,4994,10087,9825,6169
+,7128,12621,7383,2364,8865,8265,9626
-,7128,12621,7383,2364,8865,8265,9626
+,12117,6682,10325,8433,9823,4759,2260
-,12117,6682,10325,8433,9823,4759,2260
+,7584,798,11647,10755,8485,2797,6422
-,7584,798,11647,10755,8485,2797,6422
+,6394,4989,3372,2814,2806,4616,5123
-,6394,4989,3372,2814,2806,4616,5123
+,6663,4059,8766,931,68,717,3096
-,6663,4059,8766,931,68,717,3096
+,12849,1225,2921,10482,7558,1508,466
-,12849,1225,2921,10482,7558,1508,466
+,4181,7518,9149,5706,12335,1393,1171
-,4181,7518,9149,5706,12335,1393,1171
+,9788,279,8166,8434,5190,4170,11494
-,9788,279,8166,8434,5190,4170,11494
+,3754,7163,11558,3051,11426,9707,1885
-,3754,7163,11558,3051,11426,9707,1885
+,4801,1463,1532,4108,11631,6399,9656
-,4801,1463,1532,4108,11631,6399,9656
+,4835,12682,11483,8905,12412,4947,2495
-,4835,12682,11483,8905,12412,4947,2495
+,3601,3569,10616,3273,1394,6023,2947
-,3601,3569,10616,3273,1394,6023,2947
+,10624,14,6083,4143,8453,12553,3382
-,10624,14,6083,4143,8453,12553,3382
+,7530,12978,8705,7774,9275,3066,8705
-,7530,12978,8705,7774,9275,3066,8705
+,1086,9822,9749,5092,11576,4792,3245
-,1086,9822,9749,5092,11576,4792,3245
+,9340,6236,12105,9063,4055,11649,5978
-,9340,6236,12105,9063,4055,11649,5978
+,8156,2161,5306,3734,3989,9737,4402
-,8156,2161,5306,3734,3989,9737,4402
+,10886,8374,8572,1637,8663,3468,4750
-,10886,8374,8572,1637,8663,3468,4750
+,3407,9281,4197,9095,10602,6544,5676
-,3407,9281,4197,9095,10602,6544,5676
+,10656,1750,50,4371,1256,9568,2706
-,10656,1750,50,4371,1256,9568,2706
+,5476,1330,5604,3870,5079,8373,280
-,5476,1330,5604,3870,5079,8373,280
+,11934,12088,3019,5444,5645,5487,6923
-,11934,12088,3019,5444,5645,5487,6923
+,4991,4325,4690,4254,6020,12601,7337
-,4991,4325,4690,4254,6020,12601,7337
+,12973,10191,10015,2253,3805,3860,7427
-,12973,10191,10015,2253,3805,3860,7427
+,2589,6285,4050,9296,6235,12670,4320
-,2589,6285,4050,9296,6235,12670,4320
+,1457,9881,4789,3238,10896,908,177
-,1457,9881,4789,3238,10896,908,177
+,6312,8894,6713,2672,5859,12746,6685
-,6312,8894,6713,2672,5859,12746,6685
+,3369,1593,12485,4316,1626,3397,1816
-,3369,1593,12485,4316,1626,3397,1816
+,2337,8076,6037,5805,25,9757,9411
-,2337,8076,6037,5805,25,9757,9411
+,877,3191,7891,9899,9352,3360,4907
-,877,3191,7891,9899,9352,3360,4907
+,1261,10104,9900,4309,4893,9920,2180
-,1261,10104,9900,4309,4893,9920,2180
+,10560,7382,6972,97,6914,8532,550
-,10560,7382,6972,97,6914,8532,550
+,7094,7761,11211,12859,1031,10476,5378
-,7094,7761,11211,12859,1031,10476,5378
+,660,6194,2352,6770,11107,1198,1249
-,660,6194,2352,6770,11107,1198,1249
+,7007,8109,1889,5896,11488,5771,1777
-,7007,8109,1889,5896,11488,5771,1777
+,6956,3655,3401,639,1291,8347,12691
-,6956,3655,3401,639,1291,8347,12691
+,8900,5219,2628,9443,2885,8887,8449
-,8900,5219,2628,9443,2885,8887,8449
+,11863,4669,3682,10150,2310,4049,8359
-,11863,4669,3682,10150,2310,4049,8359
+,4034,6658,7887,9940,1693,3430,151
-,4034,6658,7887,9940,1693,3430,151
+,9443,2713,348,4932,11431,2848,797
-,9443,2713,348,4932,11431,2848,797
+,3365,2638,6071,11769,7783,560,12252
-,3365,2638,6071,11769,7783,560,12252
+,2560,9119,7277,511,11976,1447,12611
-,2560,9119,7277,511,11976,1447,12611
+,9763,12573,4544,6635,5733,639,3315
-,9763,12573,4544,6635,5733,639,3315
+,12141,11377,7358,7317,7490,2096,10616
-,12141,11377,7358,7317,7490,2096,10616
+,2777,4706,1227,582,2098,10103,2925
-,2777,4706,1227,582,2098,10103,2925
+,4967,7519,8864,953,7358,11239,7381
-,4967,7519,8864,953,7358,11239,7381
+,10781,11753,10898,7871,6032,9542,7684
-,10781,11753,10898,7871,6032,9542,7684
+,2282,4260,4749,12530,10327,7259,2335
-,2282,4260,4749,12530,10327,7259,2335
+,5292,7113,9047,12772,4026,8461,11140
-,5292,7113,9047,12772,4026,8461,11140
+,7131,6414,1366,10855,375,579,10970
-,7131,6414,1366,10855,375,579,10970
+,12459,8192,9184,4054,8476,10130,3011
-,12459,8192,9184,4054,8476,10130,3011
+,1596,11758,3068,2372,7473,1641,2136
-,1596,11758,3068,2372,7473,1641,2136
+,10122,6696,9818,5057,2314,7104,6435
-,10122,6696,9818,5057,2314,7104,6435
+,7742,1482,4929,11714,4535,4062,12153
-,7742,1482,4929,11714,4535,4062,12153
